Age,Overall,Min,MP,Start%,MinPerMatch,npG90,npxG90,xA90,PassLiveSCA90,GCA90,ProgReceived90,SuccDrib90,DribSCA90,Drib%,ProgDistCarry90,ProgCarries90,ProgPassDist90,ProgPass90,Switch90,PassInt90,SuccPass90,FailedPass90,Miscontrols90,Disposs90,Tackle%,DribPast90,SuccPress90,Press%,TklWon90,Recov90,Blocks90,Int90,Err90,ADWon90,AD%,Fouls90,FoulsWon90,Tch90,Att3Tch90,AttPenTch90
23,79,3063,35,1,88,0.14691478942213518,0.07933398628795299,0.02350636630754163,0.5876591576885407,0.029382957884427033,0.23506366307541626,0.0881488736532811,0,100,162.10577864838393,4.2311459353574925,294.769833496572,2.438785504407444,1.1165523996082274,0.7345739471106758,52.77179236043095,6.052889324191969,0.23506366307541626,0.0881488736532811,1.9304603330068562,0.3525954946131244,2.5269343780607247,1.1371204701273263,1.0871694417238003,7.345739471106758,1.4397649363369247,1.1459353574926543,0.0881488736532811,1.9980411361410384,64.2,0.7051909892262488,1.2634671890303624,66.05288932419197,3.1439764936336925,1.2340842311459355
25,77,845,15,0.6,56,0.10650887573964496,0.03195266272189349,0,0.3195266272189349,0,0,0.10650887573964496,0,33.3,83.39644970414201,1.7041420118343193,225.0532544378698,1.4911242603550294,1.0650887573964496,0.7455621301775147,44.5207100591716,5.964497041420118,0.10650887573964496,0.3195266272189349,6.65680473372781,0.3195266272189349,2.0236686390532546,3.259171597633136,0.7455621301775147,9.372781065088757,2.662721893491124,1.5976331360946745,0,2.982248520710059,57.1,0.9585798816568047,0.42603550295857984,60.07100591715976,2.0236686390532546,0.6390532544378698
22,75,1679,21,0.9523809523809523,80,0,0.042882668254913645,0.03216200119118523,1.3400833829660512,0.2144133412745682,1.5544967242406194,0.37522334723049433,0,46.7,99.05896366885051,3.9130434782608696,289.45801072066706,2.9481834425253126,1.2328767123287672,1.2328767123287672,47.33174508636093,10.827873734365694,1.018463371054199,0.8040500297796308,2.8570577724836212,0.7504466944609887,3.7522334723049435,1.699225729600953,0.9112567004169149,10.559857057772485,1.9833234067897558,1.9297200714711138,0.05360333531864205,3.0553901131625967,52.8,1.072066706372841,0.7504466944609887,61.697438951757,16.777843954734962,1.125670041691483
23,76,2880,32,1,90,0,0.03125,0.01875,0.5625,0.03125,0.09375,0.21875,0,43.8,139.5625,3.125,294.21875,2.8125,1.28125,1.125,48.0625,7.96875,0.28125,0.34375,1.38125,0.75,2.5625,1.015625,0.71875,9.4375,1.6875,2.0625,0,2.125,60.2,0.6875,0.90625,64.09375,4.09375,0.65625
23,78,2477,29,1,85,0.07266855066612839,0.05450141299959629,0.010900282599919257,0.29067420266451355,0,0.25433992733144933,0.21800565199838515,0,75,61.00524828421478,1.0536939846588615,186.1041582559548,1.1990310859911182,0.6176826806620912,0.6540169559951554,30.884134033104562,4.396447315300767,0.3270084779975777,0.29067420266451355,1.9547840129188534,0.21800565199838515,2.3253936213161084,1.300767056923698,0.5086798546628987,6.649172385950747,1.56237383932176,1.6350423899878885,0.07266855066612839,2.1800565199838515,58.3,0.6176826806620912,1.3807024626564393,42.5111021396851,2.6160678239806217,1.2716996366572466
28,78,3189,36,0.9722222222222222,89,0.028222013170272814,0.03951081843838194,0.04233301975540922,0.5644402634054563,0.11288805268109126,0.28222013170272814,0.25399811853245535,0,81.8,103.26434619002823,1.8908748824082786,283.57478833490126,2.1166509877704613,1.0442144873000943,0.8184383819379116,35.89840075258702,8.692380056444026,0.1975540921919097,0.08466603951081844,1.4788334901222955,0.28222013170272814,1.8626528692380058,0.9172154280338665,0.5926622765757291,8.861712135465664,1.9755409219190971,2.2013170272812794,0.05644402634054563,2.6810912511759173,66,0.8184383819379116,0.7619943555973661,53.42427093132644,3.527751646284102,1.552210724365005
23,75,1995,24,0.9583333333333334,83,0.045112781954887216,0.03609022556390978,0.0631578947368421,0.9022556390977443,0.2706766917293233,0.8120300751879699,0.49624060150375937,0.045112781954887216,64.7,92.34586466165413,3.2932330827067666,237.60902255639095,3.3834586466165413,0.6766917293233082,1.4887218045112782,28.375939849624057,11.00751879699248,0.5864661654135338,0.49624060150375937,2.5082706766917293,0.7218045112781954,3.2932330827067666,1.5969924812030074,0.9924812030075187,8.390977443609023,1.6240601503759398,2.2105263157894735,0.045112781954887216,2.8421052631578947,62.4,0.8120300751879699,0.8571428571428571,43.26315789473684,8.300751879699249,1.3984962406015038
22,68,835,11,0.8181818181818182,76,0,0.010778443113772455,0.04311377245508982,0.43113772455089816,0,0.32335329341317365,0,0,0,120.50299401197604,2.1556886227544907,324.53892215568857,1.6167664670658681,0.32335329341317365,1.2934131736526946,41.7125748502994,12.179640718562872,0.10778443113772454,0.10778443113772454,8.978443113772453,0.10778443113772454,3.1257485029940115,4.279041916167665,0.7544910179640718,10.67065868263473,1.0778443113772453,0.9700598802395208,0,1.5089820359281436,58.3,0.9700598802395208,0.43113772455089816,52.49101796407185,7.760479041916167,0.8622754491017963
30,75,3321,37,1,90,0.08130081300813008,0.07859078590785908,0.013550135501355014,0.1897018970189702,0.10840108401084012,0.10840108401084012,0.08130081300813008,0,75,54.146341463414636,0.9214092140921409,182.1138211382114,1.4363143631436315,0.46070460704607047,0.7046070460704608,32.19512195121951,7.073170731707317,0.21680216802168023,0.08130081300813008,1.2791327913279134,0.5149051490514905,2.032520325203252,0.997289972899729,0.6775067750677507,10.13550135501355,1.5176151761517616,1.869918699186992,0.05420054200542006,3.5501355013550135,61.5,0.5420054200542006,0.3252032520325203,48.40108401084011,1.7344173441734418,1.3279132791327914
28,74,2694,32,1,84,0.03340757238307349,0.05011135857461024,0.04008908685968819,0.46770601336302897,0.10022271714922049,0.43429844097995546,0.16703786191536749,0,62.5,73.79732739420935,1.3028953229398663,300.20044543429844,1.9376391982182628,0.6347438752783965,1.0022271714922049,39.42093541202673,12.52783964365256,0.43429844097995546,0.23385300668151449,1.8574610244988865,0.5345211581291759,3.4075723830734965,1.212694877505568,1.269487750556793,11.659242761692651,1.6369710467706013,1.8708240534521159,0.03340757238307349,5.044543429844098,68,0.40089086859688194,0.6347438752783965,56.5924276169265,7.4832962138084635,1.8374164810690423
29,75,1022,13,0.9230769230769231,79,0.08806262230919765,0.11448140900195694,0,0.3522504892367906,0,0.1761252446183953,0.08806262230919765,0,50,106.55577299412916,2.3776908023483365,258.1115459882583,3.1702544031311155,1.1448140900195694,1.4090019569471623,44.647749510763205,10.215264187866927,0.5283757338551859,0.26418786692759294,2.9324853228962815,1.0567514677103718,4.050880626223091,2.8708414872798436,1.3209393346379648,8.806262230919765,2.5538160469667317,2.8180039138943247,0.1761252446183953,3.522504892367906,66.7,1.5851272015655578,0.26418786692759294,66.39921722113503,5.636007827788649,1.0567514677103718
29,75,1440,16,1,90,0,0.03125,0.00625,0.1875,0.0625,0.125,0,0,0,49.3125,0.8125,160.25,1.6875,0.4375,0.5,28.75,7.125,0.1875,0.125,4.16875,0.25,3.5,2.43125,0.75,10.8125,2.0625,1.8125,0,5.625,76.3,0.8125,0.3125,48.25,2.6875,1.4375
29,72,1436,18,0.8333333333333334,80,0.06267409470752089,0.08147632311977716,0.006267409470752089,0.37604456824512533,0.12534818941504178,0.12534818941504178,0.12534818941504178,0,100,94.13649025069638,1.7548746518105849,356.05153203342616,2.1935933147632314,1.6295264623955432,0.8147632311977716,56.030640668523674,7.082172701949861,0.18802228412256267,0.06267409470752089,2.412952646239554,0.5013927576601671,1.190807799442897,1.4038997214484679,0.564066852367688,9.526462395543176,2.1935933147632314,1.128133704735376,0.06267409470752089,5.076601671309192,77.9,1.2534818941504178,0.4387186629526462,73.45403899721448,3.8231197771587744,1.6295264623955432
29,78,2573,29,1,89,0.03497862417411582,0.04197434900893898,0.006995724834823164,0.384764865915274,0.06995724834823164,0.03497862417411582,0.1748931208705791,0,83.3,117.28332685581034,1.4341235911387487,378.3287990672367,1.8888457054022543,1.6789739603575593,1.2242518460940537,58.624174115818114,7.170617955693743,0.24485036921881073,0.13991449669646328,1.6160124368441509,0.24485036921881073,1.6789739603575593,1.3431791682860474,0.384764865915274,8.989506412747765,1.4691022153128643,1.6090167120093277,0.10493587252234746,3.1830547998445393,67.4,0.27982899339292655,0.2098717450446949,72.3008161678974,3.0081616789739605,1.1193159735717062
26,75,1434,22,0.7272727272727273,65,0.12552301255230125,0.06903765690376569,0.006276150627615063,0.6276150627615062,0.06276150627615062,0.18828451882845187,0.4393305439330544,0,87.5,195.94142259414227,4.7698744769874475,457.907949790795,4.581589958158996,2.196652719665272,1.6945606694560669,58.55648535564853,12.677824267782427,0.2510460251046025,0.2510460251046025,3.420502092050209,0.6276150627615062,2.8242677824267783,2.391213389121339,0.8158995815899581,11.610878661087867,2.196652719665272,1.5690376569037656,0.12552301255230125,4.142259414225942,78.6,1.1297071129707112,0.18828451882845187,80.52301255230125,7.154811715481172,1.00418410041841
20,71,1670,19,0.9473684210526315,88,0.10778443113772454,0.08622754491017964,0.048502994011976046,0.5389221556886227,0.05389221556886227,0.43113772455089816,0.16167664670658682,0.05389221556886227,37.5,53.946107784431135,1.401197604790419,210.77245508982034,2.4251497005988023,1.2395209580838322,0.6467065868263473,24.95209580838323,9.646706586826346,0.3772455089820359,0.21556886227544908,2.107185628742515,0.7544910179640718,2.9101796407185625,1.805389221556886,1.2395209580838322,12.449101796407184,2.586826347305389,1.994011976047904,0.05389221556886227,4.473053892215568,65.4,1.0778443113772453,0.7544910179640718,45.75449101796407,4.526946107784431,2.0479041916167664
31,79,1839,21,1,88,0.1468189233278956,0.08809135399673736,0.004893964110929854,0.24469820554649266,0,0.1468189233278956,0.19575856443719414,0,66.7,50.35889070146819,0.9298531810766721,247.87928221859707,2.300163132137031,1.9575856443719413,0.6362153344208809,26.37846655791191,9.543230016313213,0.19575856443719414,0.24469820554649266,2.4469820554649266,0.5383360522022839,1.9086460032626427,1.7520391517128873,0.7830342577487766,11.892332789559543,1.9575856443719413,1.7128874388254487,0,4.5024469820554645,71.3,0.6851549755301795,0.3915171288743883,46.34584013050571,2.4469820554649266,1.370309951060359
28,81,3106,35,1,89,0.028976175144880875,0.05795235028976175,0.017385705086928525,0.5795235028976174,0.05795235028976175,0.3477141017385705,0.20283322601416612,0,77.8,38.21957501609787,0.6664520283322601,230.96909207984544,2.6658081133290406,1.9703799098518995,0.8113329040566645,23.23889246619446,9.214423696072117,0.37669027688345136,0.1159047005795235,1.625563425627817,0.7244043786220219,2.723760463618802,1.0431423052157114,1.2169993560849968,10.92401802962009,2.6658081133290406,2.0862846104314228,0.14488087572440436,4.95492594977463,68.7,0.9851899549259497,0.6374758531873792,45.49259497746297,3.3032839665164198,1.9414037347070185
22,73,1449,20,0.85,72,0.18633540372670807,0.06211180124223602,0.012422360248447204,0.43478260869565216,0.06211180124223602,0.12422360248447203,0.6832298136645962,0,73.3,118.01242236024844,4.285714285714286,353.9130434782608,3.354037267080745,0.49689440993788814,0.9316770186335402,70.6832298136646,6.273291925465838,0.06211180124223602,0.37267080745341613,4.142857142857142,0.6211180124223602,3.726708074534161,2.260869565217391,1.3043478260869563,10,1.2422360248447204,2.0496894409937885,0.06211180124223602,2.1739130434782608,58.3,1.3664596273291925,0.9937888198757763,86.64596273291924,9.627329192546583,0.6211180124223602
