Season_End_Year,Squad,Comp,Player,Nation,Age,MP_Playing,Starts_Playing,Min_Playing,Mins_Per_90_Playing,Gls,Ast,G_minus_PK,PK,PKatt,CrdY,CrdR,Gls_Per,Ast_Per,G+A_Per,G_minus_PK_Per,G+A_minus_PK_Per,xG_Expected,npxG_Expected,xA_Expected,npxG+xA_Expected,xG_Per,xA_Per,xG+xA_Per,npxG_Per,npxG+xA_Per,TmPos,Mins_Per_90,Gls_Standard,Sh_Standard,SoT_Standard,SoT_percent_Standard,Sh_per_90_Standard,SoT_per_90_Standard,G_per_Sh_Standard,G_per_SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,npxG_per_Sh_Expected,G_minus_xG_Expected,np:G_minus_xG_Expected,Cmp_Total,Att_Total,Cmp_percent_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp_percent_Short,Cmp_Medium,Att_Medium,Cmp_percent_Medium,Cmp_Long,Att_Long,Cmp_percent_Long,xA,A_minus_xA,KP,Final_Third,PPA,CrsPA,Prog,Att,Live_Pass,Dead_Pass,FK_Pass,TB_Pass,Press_Pass,Sw_Pass,Crs_Pass,CK_Pass,In_Corner,Out_Corner,Str_Corner,Ground_Height,Low_Height,High_Height,Left_Body,Right_Body,Head_Body,TI_Body,Other_Body,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes,SCA_SCA,SCA90_SCA,PassLive_SCA,PassDead_SCA,Drib_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA_GCA,GCA90_GCA,PassLive_GCA,PassDead_GCA,Drib_GCA,Sh_GCA,Fld_GCA,Def_GCA,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs,Att_Vs,Tkl_percent_Vs,Past_Vs,Press_Pressures,Succ_Pressures,_percent_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ_percent_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,Final_Third_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec_percent_Receiving,Prog_Receiving,MP_Playing.Time,Min_Playing.Time,Mn_per_MP_Playing.Time,Min_percent_Playing.Time,Mins_Per_90_Playing.Time,Starts_Starts,Mn_per_Start_Starts,Compl_Starts,Subs_Subs,Mn_per_Sub_Subs,unSub_Subs,PPM_Team.Success,onG_Team.Success,onGA_Team.Success,plus_per__minus__Team.Success,plus_per__minus_90_Team.Success,On_minus_Off_Team.Success,onxG_Team.Success..xG.,onxGA_Team.Success..xG,xGplus_per__minus__Team.Success..xG,xGplus_per__minus_90_Team.Success..xG,On_minus_Off_Team.Success..xG,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,Won_Aerial,Lost_Aerial,Won_percent_Aerial
2022,Leicester City,Premier League,Wesley Fofana,FRA,20,7,7,630,7,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0,0.3,0.03,0,0.04,0.03,0.04,Centre-Back,7,0,3,1,33.3,0.43,0.14,0,0,8,0,0,0,0.08,-0.2,-0.2,452,504,89.7,9774,2380,108,115,93.9,255,274,93.1,84,104,80.8,0,0,2,24,0,0,15,504,494,10,8,0,57,4,0,0,0,0,0,420,28,56,47,417,21,2,0,452,0,8,9,4,4,0.57,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,9,1,0,7,9,77.8,2,56,22,39.3,38,18,0,6,2,0,4,16,26,28,1,569,75,310,284,17,5,559,2,2,100,2,0,413,2837,1641,35,5,0,1,4,425,419,98.6,1,7,630,90,18.4,7,7,90,7,0,NA,2,1.43,13,7,6,0.86,0.95,8.6,9.1,-0.5,-0.06,0.25,0,9,8,0,0,5,0,0,0,76,23,12,65.7
2022,Leicester City,Premier League,Çağlar Söyüncü,TUR,25,28,28,2497,27.7,1,0,1,0,0,5,0,0.04,0,0.04,0.04,0.04,1.4,1.4,0.1,1.5,0.05,0,0.05,0.05,0.05,Centre-Back,27.7,1,8,1,12.5,0.29,0.04,0.13,1,12,0,0,0,0.17,-0.4,-0.4,1570,1822,86.2,32036,9815,479,516,92.8,876,930,94.2,200,345,58,0.1,-0.1,3,70,3,2,53,1822,1774,48,41,0,195,50,5,0,0,0,0,1394,126,302,403,1272,79,4,8,1570,5,29,29,15,11,0.4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,52,30,32,17,3,25,41,61,16,259,93,35.9,144,106,9,56,29,0,27,50,102,139,1,2135,308,1205,995,58,15,2088,6,9,66.7,6,0,1359,6853,3167,57,12,0,8,3,1475,1453,98.5,2,28,2497,89,73,27.7,28,89,27,0,NA,8,1.32,41,44,-3,-0.11,-0.69,35.5,42.6,-7.1,-0.26,0.04,0,32,15,1,5,30,0,2,0,299,99,53,65.1
2022,Liverpool,Premier League,Virgil van Dijk,NED,30,34,34,3060,34,3,1,3,0,0,3,0,0.09,0.03,0.12,0.09,0.12,2.4,2.4,0.4,2.8,0.07,0.01,0.08,0.07,0.08,Centre-Back,34,3,35,13,37.1,1.03,0.38,0.09,0.23,11.8,1,0,0,0.07,0.6,0.6,2287,2520,90.8,51299,16562,601,649,92.6,1233,1288,95.7,442,564,78.4,0.4,0.6,6,169,4,0,104,2520,2449,71,64,0,217,89,0,0,0,0,0,1977,185,358,370,1906,138,7,11,2287,2,23,24,10,24,0.71,18,0,0,6,0,0,6,0.18,4,0,0,2,0,0,21,12,13,7,1,11,15,73.3,4,124,44,35.5,72,45,7,31,16,1,15,47,68,135,1,2802,327,1316,1511,88,53,2731,3,4,75,3,0,1813,6903,3629,99,6,0,7,5,2063,2027,98.3,8,34,3060,90,89.5,34,34,90,34,0,NA,1,2.41,84,21,63,1.85,0.6,80.6,29.4,51.2,1.5,0.55,0,10,12,0,0,12,0,0,0,410,135,40,77.1
2022,Liverpool,Premier League,Ibrahima Konaté,FRA,22,11,11,990,11,0,0,0,0,0,2,0,0,0,0,0,0,0.3,0.3,0.1,0.4,0.02,0.01,0.03,0.02,0.03,Centre-Back,11,0,4,0,0,0.36,0,0,NA,9,0,0,0,0.06,-0.3,-0.3,655,728,90,13686,4843,171,186,91.9,386,407,94.8,91,120,75.8,0.1,-0.1,1,50,5,0,48,728,718,10,8,1,69,10,0,0,0,0,0,589,54,85,37,623,42,2,4,655,1,4,9,5,6,0.55,6,0,0,0,0,0,2,0.18,2,0,0,0,0,0,14,8,6,7,1,3,7,42.9,4,86,23,26.7,44,36,6,15,10,1,5,28,42,47,0,830,81,365,487,21,6,821,3,3,100,3,0,555,2786,1647,46,3,0,2,2,578,569,98.4,2,11,990,90,28.9,11,11,90,11,0,NA,26,2.27,28,10,18,1.64,-0.22,23.8,13.2,10.6,0.97,-0.68,0,13,3,0,0,8,0,0,0,128,41,16,71.9
2022,Liverpool,Premier League,Joël Matip,CMR,29,31,31,2790,31,3,3,3,0,0,2,0,0.1,0.1,0.19,0.1,0.19,3.1,3.1,1.2,4.3,0.1,0.04,0.14,0.1,0.14,Centre-Back,31,3,34,7,20.6,1.1,0.23,0.09,0.43,8.7,0,0,0,0.09,-0.1,-0.1,2015,2238,90,43619,12745,528,584,90.4,1097,1172,93.6,379,457,82.9,1.2,1.8,11,196,13,0,157,2238,2182,56,40,2,237,39,0,0,0,0,0,1735,213,290,286,1724,136,16,11,2015,3,21,32,15,34,1.1,26,0,0,7,1,0,9,0.29,7,0,0,1,1,0,48,36,24,18,6,17,29,58.6,12,210,89,42.4,117,74,19,38,17,1,21,66,114,121,1,2549,253,1060,1537,186,59,2496,13,14,92.9,13,0,1609,10768,7547,275,75,4,8,7,1824,1778,97.5,8,31,2790,90,81.6,31,31,90,31,0,NA,4,2.48,76,21,55,1.77,-0.08,74,25.8,48.2,1.55,0.58,0,16,19,0,0,36,0,0,0,376,120,55,68.6
2022,Manchester City,Premier League,Nathan Aké,NED,26,14,10,923,10.3,2,0,2,0,0,0,0,0.2,0,0.2,0.2,0.2,1.1,1.1,0.5,1.6,0.11,0.05,0.16,0.11,0.16,Centre-Back,10.3,2,5,2,40,0.49,0.2,0.4,1,5.8,0,0,0,0.23,0.9,0.9,780,855,91.2,14444,4178,331,351,94.3,364,395,92.2,80,98,81.6,0.5,-0.5,2,53,3,0,31,855,813,42,16,0,71,5,0,0,0,0,0,716,67,72,621,155,28,26,2,780,0,10,7,8,3,0.29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,6,8,1,4,7,57.1,3,70,23,32.9,26,37,7,12,5,0,7,18,33,31,0,936,67,351,546,115,9,896,0,2,0,0,0,680,3560,2226,74,13,0,2,1,754,724,96,2,14,923,66,27,10.3,10,82,8,4,25,22,2.64,19,3,16,1.56,-0.49,20.8,6,14.8,1.44,-0.26,0,8,5,0,0,5,0,0,0,78,41,8,83.7
2022,Manchester City,Premier League,Rúben Dias,POR,24,29,27,2402,26.7,2,4,2,0,0,5,0,0.07,0.15,0.22,0.07,0.22,2.2,2.2,2.4,4.6,0.08,0.09,0.17,0.08,0.17,Centre-Back,26.7,2,18,4,22.2,0.67,0.15,0.11,0.5,10.6,0,0,0,0.12,-0.2,-0.2,2097,2224,94.3,45031,11468,566,594,95.3,1189,1224,97.1,336,389,86.4,2.4,1.6,12,182,4,0,106,2224,2175,49,36,3,161,46,5,0,0,0,0,1924,102,198,341,1769,64,12,4,2097,2,13,18,11,30,1.12,26,0,0,3,0,1,6,0.22,4,0,0,2,0,0,34,27,12,18,4,7,16,43.8,9,153,68,44.4,57,78,18,28,13,0,15,38,72,78,1,2427,178,877,1634,111,32,2380,2,5,40,2,1,1792,10636,6630,239,22,0,5,2,1981,1952,98.5,8,29,2402,83,70.2,26.7,27,87,24,2,32,2,2.48,69,18,51,1.91,-0.03,63.2,20.6,42.6,1.6,-0.11,0,30,10,2,5,27,0,0,0,217,53,36,59.6
2022,Manchester City,Premier League,Aymeric Laporte,ESP,27,33,33,2828,31.4,4,0,4,0,0,5,1,0.13,0,0.13,0.13,0.13,4.4,4.4,0.5,4.9,0.14,0.02,0.16,0.14,0.16,Centre-Back,31.4,4,35,7,20,1.11,0.22,0.11,0.57,10.7,0,0,0,0.13,-0.4,-0.4,2703,2853,94.7,58451,16557,757,788,96.1,1450,1497,96.9,482,549,87.8,0.5,-0.5,9,316,11,1,198,2853,2798,55,43,3,202,64,5,0,0,0,0,2446,144,263,2050,648,91,12,7,2703,1,17,19,6,30,0.95,26,0,0,3,1,0,4,0.13,2,0,0,1,1,0,31,17,20,10,1,15,25,60,10,139,63,45.3,81,50,8,24,11,0,13,33,64,78,2,3059,258,1144,2013,177,43,3006,3,5,60,3,0,2285,14300,9587,352,61,1,1,8,2539,2501,98.5,8,33,2828,86,82.7,31.4,33,86,27,0,NA,2,2.52,87,23,64,2.04,0.67,73.7,21.8,51.9,1.65,0.14,0,15,13,2,5,17,1,0,0,288,73,36,67
2022,Manchester City,Premier League,John Stones,ENG,27,14,12,1119,12.4,1,0,1,0,0,0,0,0.08,0,0.08,0.08,0.08,1,1,0.1,1.1,0.08,0.01,0.09,0.08,0.09,Centre-Back,12.4,1,9,5,55.6,0.72,0.4,0.11,0.2,12.8,0,0,0,0.12,0,0,905,976,92.7,18686,4562,314,339,92.6,439,453,96.9,146,172,84.9,0.1,-0.1,3,75,2,0,43,976,940,36,14,0,127,29,1,0,0,0,0,806,57,113,135,763,25,22,3,905,2,5,9,6,14,1.13,12,1,0,1,0,0,1,0.08,0,0,0,1,0,0,5,4,3,2,0,2,4,50,2,58,22,37.9,23,29,6,9,3,0,6,17,22,41,1,1061,101,378,673,95,10,1026,6,7,85.7,6,1,775,4822,2729,104,24,0,5,2,861,844,98,3,14,1119,80,32.7,12.4,12,89,11,2,27,13,2.5,30,6,24,1.93,0.01,26,7.7,18.3,1.47,-0.23,0,3,9,0,1,4,0,0,0,86,54,11,83.1
2022,Manchester Utd,Premier League,Victor Lindelöf,SWE,27,28,26,2355,26.2,0,2,0,0,0,4,0,0,0.08,0.08,0,0.08,0.3,0.3,0.5,0.8,0.01,0.02,0.03,0.01,0.03,Centre-Back,26.2,0,4,2,50,0.15,0.08,0,0,6.9,0,0,0,0.08,-0.3,-0.3,1164,1295,89.9,24598,7163,344,368,93.5,627,664,94.4,182,241,75.5,0.5,1.5,3,73,8,0,59,1295,1266,29,24,5,152,36,0,0,0,0,0,1037,111,147,173,1020,62,5,6,1164,3,9,17,12,10,0.38,10,0,0,0,0,0,3,0.11,3,0,0,0,0,0,19,10,9,9,1,9,16,56.3,7,155,58,37.4,75,73,7,42,20,0,22,51,70,120,1,1529,259,900,665,61,14,1500,0,1,0,0,0,910,5874,3055,73,15,1,4,3,1006,989,98.3,2,28,2355,84,68.9,26.2,26,89,25,2,16,5,1.39,38,47,-9,-0.34,-1.1,35.3,42.5,-7.2,-0.28,-0.91,0,24,8,2,0,10,0,0,0,252,63,32,66.3
2022,Manchester Utd,Premier League,Harry Maguire,ENG,28,30,28,2515,27.9,1,0,1,0,0,9,1,0.04,0,0.04,0.04,0.04,1.7,1.7,0.2,1.9,0.06,0.01,0.07,0.06,0.07,Centre-Back,27.9,1,23,10,43.5,0.82,0.36,0.04,0.1,11.9,0,0,0,0.08,-0.7,-0.7,1320,1512,87.3,29868,8946,346,378,91.5,687,747,92,277,368,75.3,0.2,-0.2,3,125,2,0,86,1512,1464,48,45,0,191,70,1,0,0,0,0,1098,128,286,215,1147,87,2,7,1320,5,30,17,9,20,0.72,11,2,1,4,1,1,1,0.04,1,0,0,0,0,0,41,26,25,11,5,14,27,51.9,13,173,65,37.6,118,49,6,46,32,0,14,53,94,130,0,1808,265,907,917,101,41,1764,3,5,60,3,0,1081,7191,3901,110,19,0,5,4,1201,1175,97.8,7,30,2515,84,73.5,27.9,28,88,26,2,21,3,1.67,46,41,5,0.18,0.68,40.8,37.5,3.2,0.12,0.41,1,23,23,1,1,26,0,0,1,284,102,36,73.9
2022,Manchester Utd,Premier League,Raphaël Varane,FRA,28,22,20,1831,20.3,1,1,1,0,0,0,0,0.05,0.05,0.1,0.05,0.1,0.8,0.8,0.2,1,0.04,0.01,0.05,0.04,0.05,Centre-Back,20.3,1,9,1,11.1,0.44,0.05,0.11,1,8.3,0,0,0,0.09,0.2,0.2,986,1096,90,22762,5946,230,245,93.9,539,580,92.9,212,260,81.5,0.2,0.8,4,68,0,0,41,1096,1054,42,39,0,106,42,0,0,0,0,0,845,86,165,437,563,51,3,1,986,1,14,13,7,10,0.49,9,0,0,0,0,1,2,0.1,2,0,0,0,0,0,27,16,17,7,3,10,22,45.5,12,164,58,35.4,112,47,5,32,14,0,18,35,62,95,1,1295,182,657,685,38,15,1253,2,5,40,2,1,815,5248,2663,61,6,0,2,1,881,864,98.1,3,22,1831,83,53.5,20.3,20,90,20,2,16,2,1.73,30,22,8,0.39,0.85,30.9,25.6,5.3,0.26,0.54,0,7,7,0,0,16,0,0,0,184,63,34,64.9
2022,Newcastle Utd,Premier League,Dan Burn,ENG,29,16,16,1440,16,0,1,0,0,0,4,0,0,0.06,0.06,0,0.06,0.5,0.5,0.1,0.6,0.03,0.01,0.04,0.03,0.04,Centre-Back,16,0,11,1,9.1,0.69,0.06,0,0,9.3,0,0,0,0.05,-0.5,-0.5,460,574,80.1,9471,2564,136,162,84,250,285,87.7,65,109,59.6,0.1,0.9,2,27,1,0,27,574,566,8,5,0,94,7,1,0,0,0,0,375,61,138,391,69,60,3,3,460,0,18,8,10,4,0.25,3,1,0,0,0,0,1,0.06,1,0,0,0,0,0,25,12,18,6,1,8,12,66.7,4,144,56,38.9,89,50,5,33,16,0,17,29,54,114,0,780,138,424,340,43,23,772,0,1,0,0,0,353,2038,789,13,0,0,3,2,399,384,96.2,2,16,1440,90,42.1,16,16,90,16,0,NA,1,1.94,20,18,2,0.12,1.03,18.8,18.2,0.6,0.04,0.76,0,13,5,5,1,12,0,0,0,173,90,28,76.3
2022,Newcastle Utd,Premier League,Ciaran Clark,IRL,31,13,12,1014,11.3,0,1,0,0,0,2,1,0,0.09,0.09,0,0.09,0.8,0.8,0.3,1.1,0.07,0.03,0.1,0.07,0.1,Centre-Back,11.3,0,7,1,14.3,0.62,0.09,0,0,7,0,0,0,0.11,-0.8,-0.8,276,348,79.3,5333,1582,90,103,87.4,149,169,88.2,32,66,48.5,0.3,0.7,4,12,1,1,15,348,340,8,6,0,37,3,3,0,0,0,0,239,38,71,247,59,22,2,1,276,3,10,7,5,5,0.44,4,0,0,1,0,0,1,0.09,1,0,0,0,0,0,17,13,9,6,2,9,15,60,6,76,27,35.5,53,19,4,14,10,0,4,15,32,50,0,449,78,260,171,35,22,442,3,4,75,3,0,249,1151,507,13,4,0,4,0,265,251,94.7,4,13,1014,78,29.6,11.3,12,83,10,1,23,4,0.69,14,26,-12,-1.07,-0.84,10.6,19.4,-8.7,-0.77,-0.53,0,6,7,1,3,13,0,1,0,86,34,15,69.4
2022,Newcastle Utd,Premier League,Jamaal Lascelles,ENG,27,26,22,2058,22.9,1,0,1,0,0,5,0,0.04,0,0.04,0.04,0.04,1.1,1.1,0.3,1.3,0.05,0.01,0.06,0.05,0.06,Centre-Back,22.9,1,16,3,18.8,0.7,0.13,0.06,0.33,8.4,0,0,0,0.07,-0.1,-0.1,508,667,76.2,10831,3131,125,164,76.2,298,350,85.1,75,136,55.1,0.3,-0.3,2,18,2,0,22,667,658,9,6,0,118,10,5,0,0,0,0,416,57,194,79,459,71,1,0,508,6,14,13,7,6,0.26,6,0,0,0,0,0,1,0.04,1,0,0,0,0,0,21,11,16,3,2,7,18,38.9,11,154,51,33.1,94,53,7,50,32,1,18,35,56,134,0,940,232,620,284,66,49,931,1,1,100,1,0,415,1739,708,10,0,0,7,4,513,486,94.7,4,26,2058,79,60.2,22.9,22,89,21,4,25,8,1.08,25,44,-19,-0.83,-0.9,22.5,39.6,-17.2,-0.75,-0.88,0,23,4,0,5,11,0,3,2,177,99,35,73.9
2022,Newcastle Utd,Premier League,Fabian Schär,SUI,29,25,25,2158,24,2,2,2,0,0,4,0,0.08,0.08,0.17,0.08,0.17,1.3,1.3,0.6,2,0.06,0.03,0.08,0.06,0.08,Centre-Back,24,2,20,6,30,0.83,0.25,0.1,0.33,16.9,3,0,0,0.07,0.7,0.7,679,953,71.2,17637,7574,164,197,83.2,320,369,86.7,193,376,51.3,0.6,1.4,6,76,14,1,44,953,871,82,71,2,101,63,6,0,0,0,0,528,86,339,119,743,51,11,2,679,6,29,37,12,24,1,16,3,2,2,1,0,4,0.17,3,0,1,0,0,0,20,11,14,4,2,11,16,68.8,5,151,47,31.1,82,52,17,37,19,2,18,75,95,121,2,1223,201,693,543,78,26,1140,8,13,61.5,9,0,673,4116,2421,51,13,0,4,6,674,653,96.9,3,25,2158,86,63.1,24,25,86,22,0,NA,13,1.56,26,32,-6,-0.25,0.61,24.6,30.4,-5.7,-0.24,0.43,0,33,13,3,6,11,0,0,0,208,51,45,53.1
2022,Norwich City,Premier League,Ben Gibson,ENG,28,28,28,2494,27.7,0,0,0,0,0,5,1,0,0,0,0,0,1.2,1.2,0,1.2,0.04,0,0.04,0.04,0.04,Centre-Back,27.7,0,8,4,50,0.29,0.14,0,0,10,0,0,0,0.15,-1.2,-1.2,1065,1303,81.7,24894,9439,257,280,91.8,569,626,90.9,233,377,61.8,0,0,2,83,9,0,78,1303,1247,56,42,1,147,35,0,0,0,0,0,902,80,321,1098,82,81,13,3,1065,6,26,18,11,11,0.4,10,0,0,0,0,1,1,0.04,1,0,0,0,0,0,21,17,16,5,0,5,11,45.5,6,152,51,33.6,97,49,6,56,33,0,23,48,69,159,1,1597,372,1022,601,57,23,1542,2,5,40,2,0,905,4682,2770,62,14,0,4,4,1044,1026,98.3,2,28,2494,89,72.9,27.7,28,89,27,0,NA,7,0.79,20,55,-35,-1.26,1.26,25.5,53.6,-28.1,-1.02,0.49,1,14,10,0,0,17,0,2,0,200,67,33,67
2022,Norwich City,Premier League,Grant Hanley,SCO,29,33,33,2897,32.2,1,0,1,0,0,2,0,0.03,0,0.03,0.03,0.03,1.9,1.9,0.3,2.1,0.06,0.01,0.07,0.06,0.07,Centre-Back,32.2,1,20,4,20,0.62,0.12,0.05,0.25,8.1,0,0,0,0.09,-0.9,-0.9,1053,1243,84.7,22939,5649,279,317,88,554,601,92.2,203,297,68.4,0.3,-0.3,4,27,2,0,29,1243,1188,55,54,0,127,34,1,0,0,0,0,907,97,239,80,1010,104,1,3,1053,0,23,10,12,10,0.31,5,1,0,4,0,0,0,0,0,0,0,0,0,0,55,38,38,14,3,14,29,48.3,15,269,102,37.9,192,67,10,77,54,1,23,65,120,196,1,1663,396,1116,547,51,34,1609,4,6,66.7,4,0,820,3325,1450,23,3,0,5,1,946,915,96.7,3,33,2897,88,84.7,32.2,33,88,31,0,NA,0,0.58,20,70,-50,-1.55,0.34,27.8,64.2,-36.4,-1.13,0.12,0,28,24,2,1,38,0,1,0,252,116,37,75.8
2022,Norwich City,Premier League,Ozan Kabak,TUR,21,11,11,922,10.2,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0,0.2,0.02,0,0.02,0.02,0.02,Centre-Back,10.2,0,4,2,50,0.39,0.2,0,0,15,0,0,0,0.05,-0.2,-0.2,341,414,82.4,7111,2287,92,112,82.1,197,216,91.2,45,71,63.4,0,0,2,17,0,0,18,414,397,17,13,0,74,11,0,0,0,0,0,311,42,61,56,310,22,4,2,341,0,9,9,10,10,0.98,4,0,1,1,3,1,0,0,0,0,0,0,0,0,13,11,6,6,1,4,9,44.4,5,94,38,40.4,65,27,2,19,12,0,7,22,35,29,0,514,75,325,208,16,5,498,14,18,77.8,14,0,319,1691,948,15,3,0,3,6,333,320,96.1,0,11,922,84,27,10.2,11,84,9,0,NA,8,0.18,4,25,-21,-2.05,-0.61,7.3,18.2,-10.9,-1.07,0.11,0,12,13,0,0,11,0,2,0,80,29,20,59.2
2022,Southampton,Premier League,Jan Bednarek,POL,25,31,30,2629,29.2,4,0,4,0,0,10,0,0.14,0,0.14,0.14,0.14,2.4,2.4,0.6,3,0.08,0.02,0.1,0.08,0.1,Centre-Back,29.2,4,19,7,36.8,0.65,0.24,0.21,0.57,7.9,0,0,0,0.13,1.6,1.6,1185,1431,82.8,24493,7355,395,434,91,605,674,89.8,171,295,58,0.6,-0.6,6,75,1,1,51,1431,1349,82,42,0,184,33,6,0,0,0,0,974,121,336,202,1029,96,39,4,1185,1,32,17,10,19,0.65,16,2,0,0,0,1,0,0,0,0,0,0,0,0,37,21,23,13,1,18,37,48.6,19,238,76,31.9,130,102,6,64,30,1,34,95,132,169,0,1786,239,870,914,81,30,1710,1,2,50,1,0,926,4166,1987,27,1,0,1,4,1001,979,97.8,4,31,2629,85,76.9,29.2,30,86,26,1,45,6,1.16,33,52,-19,-0.65,-0.08,36.6,45,-8.4,-0.29,0.11,0,38,17,1,6,21,0,1,1,324,114,60,65.5
2022,Southampton,Premier League,Lyanco,BRA,24,15,9,911,10.1,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.1,0.4,0.02,0.01,0.04,0.02,0.04,Centre-Back,10.1,0,6,0,0,0.59,0,0,NA,15.2,0,0,0,0.04,-0.2,-0.2,277,369,75.1,6108,2109,75,84,89.3,152,173,87.9,48,106,45.3,0.1,-0.1,3,22,2,0,19,369,353,16,12,0,53,9,3,0,0,0,0,240,32,97,15,321,19,2,4,277,2,9,13,6,9,0.89,6,0,0,1,0,2,1,0.1,1,0,0,0,0,0,17,14,11,6,0,5,14,35.7,9,99,43,43.4,54,44,1,28,17,0,11,29,46,66,1,513,112,282,238,23,7,497,6,7,85.7,6,0,264,1423,623,16,3,2,2,5,263,252,95.8,2,15,911,61,26.6,10.1,9,90,9,6,17,9,1.07,11,20,-9,-0.89,-0.35,9.7,16,-6.3,-0.62,-0.42,0,16,8,0,3,14,0,0,0,86,21,15,58.3
2022,Southampton,Premier League,Mohammed Salisu,GHA,22,34,33,2972,33,0,0,0,0,0,10,1,0,0,0,0,0,1.8,1.8,0.5,2.3,0.06,0.02,0.07,0.06,0.07,Centre-Back,33,0,25,8,32,0.76,0.24,0,0,11,0,0,0,0.07,-1.8,-1.8,1375,1780,77.2,27017,11298,497,575,86.4,699,829,84.3,168,344,48.8,0.5,-0.5,8,149,7,2,118,1780,1649,131,37,1,267,20,26,0,0,0,0,1179,131,470,1381,124,113,93,4,1375,2,35,45,23,27,0.82,21,1,0,3,0,2,3,0.09,3,0,0,0,0,0,91,60,63,25,3,41,72,56.9,31,364,148,40.7,218,123,23,69,28,1,41,93,184,196,5,2244,300,1073,1090,206,34,2114,9,14,64.3,9,0,1211,7505,3499,111,18,0,8,17,1248,1214,97.3,5,34,2972,87,86.9,33,33,88,32,1,54,2,1.09,42,57,-15,-0.45,1.35,43.4,48.6,-5.3,-0.16,1.16,1,49,13,2,26,60,0,0,1,397,128,62,67.4
2022,Southampton,Premier League,Jack Stephens,ENG,27,11,9,811,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.3,0.3,0,0.03,0.03,0,0.03,Centre-Back,9,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,348,445,78.2,7199,2324,118,127,92.9,168,201,83.6,55,102,53.9,0.3,-0.3,4,21,1,0,24,445,423,22,14,0,70,11,0,0,0,0,0,308,32,105,22,378,24,8,1,348,2,6,10,8,6,0.67,5,0,0,0,0,1,0,0,0,0,0,0,0,0,21,12,11,8,2,6,18,33.3,12,92,33,35.9,56,29,7,16,8,0,8,27,48,46,0,551,80,297,279,21,3,529,1,2,50,1,0,295,1888,1044,25,8,0,1,2,315,307,97.5,2,11,811,74,23.7,9,9,84,8,2,28,11,0.73,8,19,-11,-1.22,-0.77,9.3,14.9,-5.6,-0.62,-0.4,0,11,3,0,0,12,0,0,0,97,19,16,54.3
2022,Tottenham,Premier League,Eric Dier,ENG,27,35,35,3071,34.1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1.4,2.4,0.03,0.04,0.07,0.03,0.07,Centre-Back,34.1,0,13,4,30.8,0.38,0.12,0,0,13.5,4,0,0,0.08,-1,-1,1969,2226,88.5,44250,14510,492,525,93.7,1110,1175,94.5,362,506,71.5,1.4,-1.4,8,95,9,1,93,2226,2174,52,42,4,163,59,3,0,0,0,0,1760,120,346,302,1776,91,5,6,1969,7,27,36,16,28,0.82,22,0,0,4,0,2,4,0.12,2,0,0,2,0,0,25,13,11,11,3,4,13,30.8,9,181,70,38.7,93,79,9,56,38,1,18,47,72,168,0,2535,469,1483,1150,59,20,2479,0,2,0,1,0,1668,9307,5223,107,13,1,3,2,1928,1903,98.7,5,35,3071,88,89.8,34.1,35,88,34,0,NA,0,1.94,64,30,34,1,2.29,58.6,31.5,27,0.79,1.12,0,18,13,0,3,13,0,0,1,240,89,51,63.6
