Season_End_Year,Squad,Comp,Player,Nation,Age,MP_Playing,Starts_Playing,Min_Playing,Mins_Per_90_Playing,Gls,Ast,G_minus_PK,PK,PKatt,CrdY,CrdR,Gls_Per,Ast_Per,G+A_Per,G_minus_PK_Per,G+A_minus_PK_Per,xG_Expected,npxG_Expected,xA_Expected,npxG+xA_Expected,xG_Per,xA_Per,xG+xA_Per,npxG_Per,npxG+xA_Per,TmPos,Mins_Per_90,Gls_Standard,Sh_Standard,SoT_Standard,SoT_percent_Standard,Sh_per_90_Standard,SoT_per_90_Standard,G_per_Sh_Standard,G_per_SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,npxG_per_Sh_Expected,G_minus_xG_Expected,np:G_minus_xG_Expected,Cmp_Total,Att_Total,Cmp_percent_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp_percent_Short,Cmp_Medium,Att_Medium,Cmp_percent_Medium,Cmp_Long,Att_Long,Cmp_percent_Long,xA,A_minus_xA,KP,Final_Third,PPA,CrsPA,Prog,Att,Live_Pass,Dead_Pass,FK_Pass,TB_Pass,Press_Pass,Sw_Pass,Crs_Pass,CK_Pass,In_Corner,Out_Corner,Str_Corner,Ground_Height,Low_Height,High_Height,Left_Body,Right_Body,Head_Body,TI_Body,Other_Body,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes,SCA_SCA,SCA90_SCA,PassLive_SCA,PassDead_SCA,Drib_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA_GCA,GCA90_GCA,PassLive_GCA,PassDead_GCA,Drib_GCA,Sh_GCA,Fld_GCA,Def_GCA,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs,Att_Vs,Tkl_percent_Vs,Past_Vs,Press_Pressures,Succ_Pressures,_percent_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ_percent_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,Final_Third_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec_percent_Receiving,Prog_Receiving,MP_Playing.Time,Min_Playing.Time,Mn_per_MP_Playing.Time,Min_percent_Playing.Time,Mins_Per_90_Playing.Time,Starts_Starts,Mn_per_Start_Starts,Compl_Starts,Subs_Subs,Mn_per_Sub_Subs,unSub_Subs,PPM_Team.Success,onG_Team.Success,onGA_Team.Success,plus_per__minus__Team.Success,plus_per__minus_90_Team.Success,On_minus_Off_Team.Success,onxG_Team.Success..xG.,onxGA_Team.Success..xG,xGplus_per__minus__Team.Success..xG,xGplus_per__minus_90_Team.Success..xG,On_minus_Off_Team.Success..xG,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,Won_Aerial,Lost_Aerial,Won_percent_Aerial
2022,Brighton,Premier League,Dan Burn,ENG,29,13,12,1022,11.4,1,0,1,0,0,4,0,0.09,0,0.09,0.09,0.09,1.3,1.3,0,1.3,0.11,0,0.12,0.11,0.12,Centre-Back,11.4,1,7,3,42.9,0.62,0.26,0.14,0.33,7.4,0,0,0,0.18,-0.3,-0.3,507,623,81.4,11085,2931,124,151,82.1,276,312,88.5,100,145,69,0,0,1,43,2,0,36,623,604,19,12,1,55,13,1,0,0,0,0,463,47,113,497,59,38,6,2,507,2,11,16,9,5,0.44,4,0,0,1,0,0,0,0,0,0,0,0,0,0,24,15,12,8,4,6,18,33.3,12,141,46,32.6,61,64,16,29,12,0,17,32,56,52,2,772,101,393,361,64,12,754,1,2,50,1,0,465,2347,1210,27,9,0,6,3,518,497,95.9,2,13,1022,79,29.9,11.4,12,83,10,1,21,2,1.31,10,12,-2,-0.18,-0.18,12.4,15.5,-3.2,-0.28,-0.42,0,18,3,0,1,15,0,0,0,100,40,20,66.7
2022,Brighton,Premier League,Shane Duffy,IRL,29,18,15,1436,16,1,0,1,0,0,7,0,0.06,0,0.06,0.06,0.06,1.3,1.3,0.1,1.5,0.08,0.01,0.09,0.08,0.09,Centre-Back,16,1,21,5,23.8,1.32,0.31,0.05,0.2,9.4,0,0,0,0.06,-0.3,-0.3,894,1007,88.8,20678,5681,171,184,92.9,541,578,93.6,180,237,75.9,0.1,-0.1,3,55,2,0,35,1007,987,20,12,0,82,26,0,0,0,0,0,791,64,152,71,839,57,7,3,894,1,16,13,6,8,0.5,6,0,0,2,0,0,2,0.13,1,0,0,1,0,0,16,9,12,1,3,5,13,38.5,8,85,19,22.4,50,31,4,35,19,1,16,18,34,91,1,1192,193,722,468,61,26,1172,2,2,100,2,0,704,2879,1502,28,6,0,3,1,859,840,97.8,2,18,1436,80,42,16,15,90,15,3,29,12,1.39,15,19,-4,-0.25,-0.34,16.2,18.1,-1.9,-0.12,-0.23,0,20,7,1,0,9,0,0,0,152,81,23,77.9
2022,Brighton,Premier League,Lewis Dunk,ENG,29,29,29,2573,28.6,1,0,1,0,0,3,1,0.03,0,0.03,0.03,0.03,1.2,1.2,0.2,1.4,0.04,0.01,0.05,0.04,0.05,Centre-Back,28.6,1,19,7,36.8,0.66,0.24,0.05,0.14,10,0,0,0,0.06,-0.2,-0.2,1676,1881,89.1,39331,10816,370,399,92.7,916,964,95,374,490,76.3,0.2,-0.2,2,85,2,1,54,1881,1823,58,53,1,140,48,6,0,0,0,0,1490,129,262,121,1638,59,4,16,1676,2,29,35,12,15,0.52,11,1,0,3,0,0,2,0.07,1,1,0,0,0,0,20,11,9,10,1,6,13,46.2,7,125,48,38.4,74,41,10,42,27,0,15,46,66,119,3,2123,330,1245,912,86,32,2067,5,6,83.3,6,0,1374,7109,3353,41,10,0,7,4,1575,1548,98.3,1,29,2573,89,75.2,28.6,29,89,28,0,NA,1,1.38,32,32,0,0,0.21,35.9,33.7,2.1,0.07,0.26,0,8,6,0,6,11,0,0,0,257,91,44,67.4
2022,Brighton,Premier League,Adam Webster,ENG,26,22,16,1434,15.9,2,0,2,0,0,5,0,0.13,0,0.13,0.13,0.13,1.1,1.1,0.1,1.2,0.07,0,0.08,0.07,0.08,Centre-Back,15.9,2,9,2,22.2,0.56,0.13,0.22,1,9.2,0,0,0,0.16,0.9,0.9,933,1135,82.2,20125,7296,255,292,87.3,519,567,91.5,149,252,59.1,0.1,-0.1,1,99,1,0,73,1135,1104,31,17,0,136,35,4,0,0,0,0,818,92,225,231,781,59,14,6,933,1,21,27,15,10,0.63,10,0,0,0,0,0,1,0.06,1,0,0,0,0,0,23,13,15,6,2,12,22,54.5,10,118,45,38.1,69,41,8,35,18,0,17,25,48,81,2,1313,139,679,633,114,16,1283,7,8,87.5,7,1,824,4998,3122,76,22,2,4,4,920,908,98.7,3,22,1434,65,41.9,15.9,16,81,13,6,22,4,1.73,21,20,1,0.06,0.2,18.4,18,0.4,0.03,0.02,0,18,3,0,4,13,0,0,0,185,66,18,78.6
2022,Burnley,Premier League,Nathan Collins,IRL,20,19,18,1670,18.6,2,0,2,0,0,2,1,0.11,0,0.11,0.11,0.11,1.6,1.6,0.9,2.5,0.08,0.05,0.14,0.08,0.14,Centre-Back,18.6,2,15,5,33.3,0.81,0.27,0.13,0.4,8.4,0,0,0,0.1,0.4,0.4,463,642,72.1,10217,3911,133,171,77.8,226,273,82.8,95,181,52.5,0.9,-0.9,7,41,5,1,45,642,615,27,11,2,102,23,4,0,0,0,0,339,81,222,48,458,69,16,1,463,2,25,12,5,17,0.92,10,2,1,3,1,0,1,0.05,1,0,0,0,0,0,30,23,24,4,2,9,23,39.1,14,161,54,33.5,103,46,12,48,26,1,22,37,67,102,1,874,151,449,378,84,38,849,3,8,37.5,4,0,392,2338,1001,26,6,1,7,4,399,372,93.2,8,19,1670,88,48.8,18.6,18,90,17,1,51,17,1.05,17,25,-8,-0.43,0.13,21.8,26.6,-4.7,-0.26,0.41,0,20,14,4,4,23,0,1,0,231,83,44,65.4
2022,Burnley,Premier League,Ben Mee,ENG,31,21,21,1839,20.4,3,0,3,0,0,3,0,0.15,0,0.15,0.15,0.15,1.8,1.8,0.1,1.9,0.09,0,0.09,0.09,0.09,Centre-Back,20.4,3,18,4,22.2,0.88,0.2,0.17,0.75,8,0,0,0,0.11,1.2,1.2,539,734,73.4,13349,5065,140,160,87.5,245,295,83.1,148,259,57.1,0.1,-0.1,2,54,3,1,47,734,707,27,23,0,122,40,3,0,0,0,0,363,80,291,515,94,73,4,3,539,3,19,13,14,8,0.39,5,0,0,2,1,0,0,0,0,0,0,0,0,0,27,16,15,9,3,11,22,50,11,109,39,35.8,61,42,6,40,26,1,14,35,62,122,0,974,146,494,467,50,28,947,4,6,66.7,5,0,474,2388,1029,19,1,0,4,5,472,452,95.8,3,21,1839,88,53.8,20.4,21,88,20,0,NA,0,0.9,20,25,-5,-0.24,0.55,17.9,28.8,-10.9,-0.53,-0.14,0,14,8,2,3,16,0,0,1,243,92,37,71.3
2022,Burnley,Premier League,James Tarkowski,ENG,28,35,35,3106,34.5,1,2,1,0,0,11,0,0.03,0.06,0.09,0.03,0.09,2,2,0.6,2.6,0.06,0.02,0.08,0.06,0.08,Centre-Back,34.5,1,23,6,26.1,0.67,0.17,0.04,0.17,10.6,0,0,0,0.09,-1,-1,802,1120,71.6,20232,7971,197,258,76.4,365,471,77.5,231,371,62.3,0.6,1.4,9,82,13,0,92,1120,1100,20,16,1,193,68,2,0,0,0,0,503,147,470,131,707,168,4,3,802,4,42,28,10,23,0.67,20,0,0,2,0,1,2,0.06,2,0,0,0,0,0,71,42,52,18,1,32,57,56.1,25,261,94,36,176,73,12,92,63,3,29,72,143,216,5,1588,308,843,686,114,67,1570,7,9,77.8,7,0,601,2909,1319,23,6,0,13,4,744,691,92.9,12,35,3106,89,90.8,34.5,35,89,34,0,NA,0,0.89,30,51,-21,-0.61,-1.18,36.3,52.5,-16.2,-0.47,-0.02,0,34,22,2,2,42,0,0,1,377,171,78,68.7
2022,Chelsea,Premier League,Trevoh Chalobah,ENG,22,20,17,1449,16.1,3,1,3,0,0,2,0,0.19,0.06,0.25,0.19,0.25,1,1,0.2,1.2,0.06,0.01,0.08,0.06,0.08,Centre-Back,16.1,3,9,7,77.8,0.56,0.43,0.33,0.43,18.4,0,0,0,0.11,2,2,1138,1239,91.8,20653,5698,449,475,94.5,586,616,95.1,98,136,72.1,0.2,0.8,3,103,6,0,54,1239,1206,33,25,2,109,8,3,0,0,0,0,1051,76,112,52,1096,57,8,5,1138,1,7,15,7,7,0.43,7,0,0,0,0,0,1,0.06,1,0,0,0,0,0,38,21,16,18,4,20,30,66.7,10,165,60,36.4,64,86,15,20,9,1,11,33,71,65,1,1425,77,500,846,155,10,1395,11,15,73.3,11,0,1040,3946,1900,69,31,0,1,6,1075,1053,98,2,20,1449,72,42.4,16.1,17,82,13,3,20,13,2.3,38,9,29,1.8,1.16,29.2,12.8,16.4,1.02,0.34,0,22,16,0,3,21,0,1,0,161,35,25,58.3
2022,Chelsea,Premier League,Andreas Christensen,DEN,25,19,17,1496,16.6,0,0,0,0,0,2,0,0,0,0,0,0,0.4,0.4,0.2,0.7,0.03,0.01,0.04,0.03,0.04,Centre-Back,16.6,0,5,0,0,0.3,0,0,NA,19.6,0,0,0,0.08,-0.4,-0.4,1166,1276,91.4,23812,6931,377,402,93.8,590,628,93.9,188,227,82.8,0.2,-0.2,5,94,7,1,69,1276,1229,47,32,1,149,20,2,0,0,0,0,1063,88,125,79,1110,40,14,4,1166,0,10,17,8,8,0.48,7,0,1,0,0,0,0,0,0,0,0,0,0,0,18,12,11,4,3,10,15,66.7,5,148,51,34.5,84,52,12,30,9,0,21,52,70,87,1,1451,160,675,780,78,6,1407,6,6,100,6,0,988,4427,2387,61,17,0,2,1,1047,1032,98.6,2,19,1496,79,43.7,16.6,17,85,15,2,28,9,2.21,38,11,27,1.62,0.88,26.9,16,10.9,0.66,-0.29,0,13,7,0,2,12,0,0,0,168,60,37,61.9
2022,Chelsea,Premier League,Antonio Rüdiger,GER,28,34,34,3035,33.7,3,0,3,0,0,9,0,0.09,0,0.09,0.09,0.09,2.8,2.8,1.1,3.9,0.08,0.03,0.12,0.08,0.12,Centre-Back,33.7,3,48,13,27.1,1.42,0.39,0.06,0.23,19.5,0,0,0,0.06,0.2,0.2,2162,2447,88.4,46177,13796,656,697,94.1,1137,1210,94,356,504,70.6,1.1,-1.1,13,220,29,4,161,2447,2390,57,45,4,239,84,14,0,0,0,0,1924,153,370,651,1678,67,12,5,2162,9,31,42,20,39,1.16,34,0,1,2,2,0,8,0.24,5,0,0,1,2,0,53,28,30,21,2,30,46,65.2,16,294,92,31.3,146,115,33,41,13,0,28,43,96,110,1,2759,226,1090,1564,313,49,2705,6,10,60,7,1,2007,9572,5631,187,63,3,9,18,2197,2143,97.5,17,34,3035,89,88.7,33.7,34,89,33,0,NA,1,1.91,68,27,41,1.22,0.75,61.1,30.3,30.8,0.91,0.8,0,41,16,0,14,28,2,0,0,284,67,30,69.1
2022,Chelsea,Premier League,Thiago Silva,BRA,36,32,28,2650,29.4,3,0,3,0,0,2,0,0.1,0,0.1,0.1,0.1,0.9,0.9,0.2,1.1,0.03,0.01,0.04,0.03,0.04,Centre-Back,29.4,3,18,5,27.8,0.61,0.17,0.17,0.6,10.7,0,0,0,0.05,2.1,2.1,2345,2524,92.9,50070,17549,697,721,96.7,1232,1280,96.3,398,489,81.4,0.2,-0.2,7,192,16,0,134,2524,2470,54,48,3,201,46,1,0,0,0,0,2033,185,306,223,2164,91,3,4,2345,5,14,29,12,26,0.88,21,0,0,3,1,1,1,0.03,0,0,0,0,1,0,36,23,18,15,3,11,25,44,14,173,57,32.9,101,66,6,65,31,3,34,65,101,114,0,2813,391,1331,1607,81,24,2761,4,6,66.7,5,1,1944,11337,6931,205,24,1,6,3,2157,2121,98.3,4,32,2650,83,77.5,29.4,28,88,26,4,49,4,1.81,59,28,31,1.05,-0.35,55.8,28.6,27.1,0.92,0.44,0,13,15,1,1,23,1,0,0,307,68,32,68
2022,Crystal Palace,Premier League,Joachim Andersen,DEN,25,34,32,2916,32.4,0,3,0,0,0,4,0,0,0.09,0.09,0,0.09,0.6,0.6,1.8,2.3,0.02,0.05,0.07,0.02,0.07,Centre-Back,32.4,0,8,3,37.5,0.25,0.09,0,0,14,1,0,0,0.07,-0.6,-0.6,1813,2197,82.5,47245,14431,326,367,88.8,962,1034,93,518,779,66.5,1.8,1.2,19,159,12,3,93,2197,2115,82,74,2,186,110,14,1,0,0,1,1454,157,586,183,1839,111,4,7,1813,5,55,52,14,33,1.02,29,1,0,1,0,2,5,0.15,4,0,0,1,0,0,36,23,26,10,0,14,28,50,14,157,58,36.9,95,55,7,41,21,0,20,60,96,156,2,2508,490,1555,1010,85,33,2427,6,8,75,6,0,1582,8962,4315,64,5,2,2,8,1808,1788,98.9,2,34,2916,86,85.3,32.4,32,90,31,2,22,0,1.32,44,37,7,0.22,0.75,40.4,35,5.4,0.17,0.16,0,19,8,1,14,23,0,0,1,287,84,43,66.1
2022,Crystal Palace,Premier League,Marc Guéhi,ENG,21,36,36,3222,35.8,2,1,2,0,0,4,0,0.06,0.03,0.08,0.06,0.08,1.9,1.9,0.5,2.4,0.05,0.01,0.07,0.05,0.07,Centre-Back,35.8,2,18,5,27.8,0.5,0.14,0.11,0.4,10.3,0,0,0,0.1,0.1,0.1,1988,2273,87.5,43238,14169,522,561,93,1156,1239,93.3,297,448,66.3,0.5,0.5,5,121,2,0,99,2273,2209,64,59,0,178,83,2,0,0,0,0,1757,143,373,642,1485,97,5,2,1988,5,21,40,8,21,0.59,18,0,0,2,0,1,2,0.06,1,0,0,1,0,0,33,22,23,9,1,11,17,64.7,6,223,91,40.8,142,70,11,46,29,0,17,58,91,143,0,2581,422,1545,1118,85,30,2525,12,15,80,12,0,1780,9225,5052,99,21,1,8,5,1868,1858,99.5,2,36,3222,90,94.2,35.8,36,90,35,0,NA,1,1.25,49,43,6,0.17,1.08,45.1,37.6,7.5,0.21,1.17,0,19,37,0,2,22,0,1,0,340,85,58,59.4
2022,Crystal Palace,Premier League,Cheikhou Kouyaté,SEN,31,27,23,1974,21.9,0,1,0,0,0,3,0,0,0.05,0.05,0,0.05,0.6,0.6,0.7,1.3,0.03,0.03,0.06,0.03,0.06,Centre-Back,21.9,0,8,0,0,0.36,0,0,NA,19.2,0,0,0,0.07,-0.6,-0.6,657,789,83.3,11232,2837,297,346,85.8,278,327,85,61,86,70.9,0.7,0.3,4,40,3,1,43,789,770,19,17,0,125,7,5,0,0,0,0,574,87,128,54,641,47,2,7,657,0,6,24,10,17,0.78,14,0,2,0,0,1,1,0.05,1,0,0,0,0,0,60,34,32,26,2,15,34,44.1,19,393,115,29.3,193,177,23,59,17,0,42,45,105,54,0,1064,86,403,589,115,8,1046,13,20,65,14,0,596,2341,1041,23,6,0,24,18,573,534,93.2,6,27,1974,73,57.7,21.9,23,83,14,4,19,6,1.33,27,28,-1,-0.05,-0.36,24.4,26.3,-1.9,-0.09,-0.54,0,37,30,0,5,34,0,0,0,259,56,27,67.5
2022,Everton,Premier League,Ben Godfrey,ENG,23,23,23,2029,22.5,0,0,0,0,0,6,0,0,0,0,0,0,1.1,1.1,0.7,1.9,0.05,0.03,0.08,0.05,0.08,Centre-Back,22.5,0,18,6,33.3,0.8,0.27,0,0,16.7,0,0,0,0.06,-1.1,-1.1,605,788,76.8,11557,3925,216,257,84,307,380,80.8,70,122,57.4,0.7,-0.7,13,43,13,7,39,788,680,108,16,0,87,9,14,0,0,0,0,488,118,182,53,555,57,92,4,605,1,28,20,21,31,1.38,24,2,1,2,0,2,2,0.09,1,0,0,1,0,0,53,26,29,19,5,16,30,53.3,14,266,89,33.5,134,109,23,48,20,0,28,48,101,98,3,1062,146,496,462,165,29,957,6,10,60,7,0,509,2932,1476,43,23,1,9,9,560,514,91.8,16,23,2029,88,59.3,22.5,23,88,21,0,NA,1,0.83,21,39,-18,-0.8,-0.47,23.5,31,-7.5,-0.33,-0.06,0,17,14,0,14,26,0,0,0,161,51,36,58.6
2022,Everton,Premier League,Mason Holgate,ENG,24,25,23,2134,23.7,2,1,2,0,0,7,1,0.08,0.04,0.13,0.08,0.13,1.1,1.1,0.1,1.1,0.05,0,0.05,0.05,0.05,Centre-Back,23.7,2,7,2,28.6,0.3,0.08,0.29,1,9.8,0,0,0,0.15,0.9,0.9,564,803,70.2,13333,4394,147,181,81.2,271,344,78.8,137,260,52.7,0.1,0.9,2,40,2,0,38,803,742,61,35,0,115,38,3,0,0,0,0,437,72,294,119,540,72,25,3,564,3,28,18,10,3,0.13,3,0,0,0,0,0,1,0.04,1,0,0,0,0,0,44,26,31,12,1,14,30,46.7,16,231,78,33.8,142,74,15,30,19,2,11,42,86,127,0,1058,176,558,498,55,14,998,1,2,50,1,0,456,2506,1214,21,5,0,2,8,515,498,96.7,1,25,2134,85,62.4,23.7,23,90,22,2,34,10,1.08,29,42,-13,-0.55,0.15,27.4,35.4,-7.9,-0.33,-0.07,0,28,17,0,3,26,0,0,1,234,76,35,68.5
2022,Everton,Premier League,Michael Keane,ENG,28,32,31,2792,31,3,2,3,0,0,4,1,0.1,0.06,0.16,0.1,0.16,1.2,1.2,0.6,1.8,0.04,0.02,0.06,0.04,0.06,Centre-Back,31,3,20,6,30,0.64,0.19,0.15,0.5,11.9,0,0,0,0.06,1.8,1.8,896,1154,77.6,21069,7053,264,311,84.9,402,473,85,221,350,63.1,0.6,1.4,4,76,5,0,73,1154,1125,29,29,1,179,45,0,0,0,0,0,707,137,310,214,758,104,0,2,896,1,30,22,11,14,0.45,9,2,0,3,0,0,1,0.03,1,0,0,0,0,0,49,35,35,12,2,25,43,58.1,18,228,93,40.8,131,81,16,51,32,0,19,62,111,149,2,1486,242,801,694,61,29,1459,5,7,71.4,5,0,749,4121,1856,48,7,0,7,3,809,782,96.7,6,32,2792,87,81.6,31,31,88,29,1,73,4,1.09,36,55,-19,-0.61,-0.04,33.2,45.4,-12.2,-0.39,-0.46,1,17,11,1,0,35,0,0,2,321,121,72,62.7
2022,Everton,Premier League,Yerry Mina,COL,26,13,11,846,9.4,0,0,0,0,0,3,0,0,0,0,0,0,0.3,0.3,0,0.3,0.03,0,0.03,0.03,0.03,Centre-Back,9.4,0,6,1,16.7,0.64,0.11,0,0,9.2,0,0,0,0.05,-0.3,-0.3,289,353,81.9,6235,1788,86,100,86,130,151,86.1,60,82,73.2,0,0,0,15,0,0,12,353,345,8,5,0,69,13,2,0,0,0,0,251,44,58,54,243,35,3,1,289,1,8,6,8,3,0.32,2,0,0,0,0,1,0,0,0,0,0,0,0,0,17,12,17,0,0,9,14,64.3,5,70,30,42.9,48,19,3,19,11,1,8,10,27,47,1,459,102,273,179,24,13,451,0,1,0,1,0,246,1284,566,7,0,0,3,1,269,255,94.8,4,13,846,65,24.7,9.4,11,73,8,2,23,1,1.62,12,10,2,0.21,1.09,12.7,9.9,2.8,0.3,0.81,0,9,9,1,2,12,0,0,0,85,38,17,69.1
2022,Leeds United,Premier League,Liam Cooper,SCO,29,21,21,1814,20.2,0,1,0,0,0,5,0,0,0.05,0.05,0,0.05,0.3,0.3,0.1,0.4,0.02,0,0.02,0.02,0.02,Centre-Back,20.2,0,5,1,20,0.25,0.05,0,0,10.2,0,0,0,0.06,-0.3,-0.3,958,1123,85.3,20675,6397,254,283,89.8,542,581,93.3,152,238,63.9,0.1,0.9,3,34,0,0,44,1123,1085,38,33,0,120,28,1,0,0,0,0,809,116,198,847,129,87,5,11,958,2,20,16,13,9,0.45,7,0,0,1,1,0,2,0.1,1,0,0,1,0,0,35,18,21,13,1,15,27,55.6,12,201,74,36.8,123,75,3,32,18,0,14,40,75,117,3,1352,196,893,495,31,12,1316,3,3,100,3,0,760,4090,2294,20,2,0,6,3,823,808,98.2,2,21,1814,86,53,20.2,21,86,20,0,NA,1,1.19,20,26,-6,-0.3,1.44,24.4,32.5,-8.1,-0.4,0.43,0,19,13,2,1,18,0,1,0,253,92,43,68.1
2022,Leeds United,Premier League,Robin Koch,GER,25,20,17,1574,17.5,0,0,0,0,0,3,0,0,0,0,0,0,0.7,0.7,0.5,1.3,0.04,0.03,0.07,0.04,0.07,Centre-Back,17.5,0,12,1,8.3,0.69,0.06,0,0,14.8,0,0,0,0.06,-0.7,-0.7,531,681,78,10668,3199,175,214,81.8,266,316,84.2,79,121,65.3,0.5,-0.5,6,33,6,0,37,681,658,23,8,0,129,15,2,0,0,0,0,430,95,156,66,513,44,15,3,531,1,11,22,16,18,1.03,16,0,0,1,1,0,1,0.06,1,0,0,0,0,0,31,20,15,11,5,12,36,33.3,24,299,100,33.4,135,131,33,33,11,1,22,34,65,46,0,862,116,400,397,95,17,840,4,5,80,4,0,426,1558,702,20,7,1,10,7,536,495,92.4,14,20,1574,79,46,17.5,17,85,15,3,42,1,1.05,21,40,-19,-1.09,-0.21,21.4,31,-9.6,-0.55,0.1,0,25,11,0,2,20,0,0,0,168,54,47,53.5
2022,Leeds United,Premier League,Diego Llorente,ESP,27,28,28,2340,26,3,0,3,0,0,7,0,0.12,0,0.12,0.12,0.12,1.4,1.4,0.1,1.4,0.05,0,0.05,0.05,0.05,Centre-Back,26,3,10,3,30,0.38,0.12,0.3,1,8.9,0,0,0,0.14,1.6,1.6,1108,1344,82.4,24633,7293,251,287,87.5,652,718,90.8,193,305,63.3,0.1,-0.1,2,69,5,0,70,1344,1299,45,35,2,194,38,2,0,0,0,0,955,141,248,310,925,65,9,8,1108,2,35,37,24,6,0.23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,56,35,38,16,2,30,53,56.6,23,361,140,38.8,208,140,13,61,19,0,42,61,117,104,1,1645,262,997,729,50,13,1603,9,11,81.8,9,1,993,7259,4603,56,6,0,7,12,1031,1003,97.3,2,28,2340,84,68.4,26,28,84,24,0,NA,2,1.18,27,44,-17,-0.65,1.01,29.6,45.3,-15.7,-0.61,0,0,29,27,0,2,35,0,0,0,275,64,64,50
2022,Leeds United,Premier League,Pascal Struijk,NED,21,29,22,2055,22.8,1,0,1,0,0,6,1,0.04,0,0.04,0.04,0.04,1.3,1.3,0.3,1.6,0.06,0.01,0.07,0.06,0.07,Centre-Back,22.8,1,11,3,27.3,0.48,0.13,0.09,0.33,7.8,0,0,0,0.12,-0.3,-0.3,1059,1213,87.3,22171,6139,325,356,91.3,564,605,93.2,162,227,71.4,0.3,-0.3,6,60,2,0,72,1213,1163,50,29,0,143,32,0,0,0,0,0,925,128,160,905,202,54,21,3,1059,3,19,30,17,19,0.83,13,0,0,2,1,3,2,0.09,0,0,0,1,0,1,68,35,42,22,4,28,50,56,22,387,140,36.2,202,158,27,57,27,0,30,63,131,82,3,1502,207,851,635,95,15,1453,4,6,66.7,4,0,855,4463,2309,34,4,0,5,11,953,911,95.6,11,29,2055,71,60.1,22.8,22,86,20,7,24,2,1,25,52,-27,-1.18,-0.52,27.5,39.4,-11.8,-0.52,0.22,0,29,10,1,0,35,0,0,0,230,47,36,56.6
2022,Leicester City,Premier League,Daniel Amartey,GHA,26,28,23,2123,23.6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.2,0.2,0,0.01,0.01,0,0.01,Centre-Back,23.6,0,2,1,50,0.08,0.04,0,0,32.1,0,0,0,0.02,0,0,1353,1475,91.7,27707,7913,405,428,94.6,751,788,95.3,186,230,80.9,0.2,-0.2,3,55,0,0,59,1475,1447,28,21,0,137,23,0,0,0,0,0,1274,80,121,132,1259,55,6,3,1353,2,9,22,18,17,0.72,16,0,0,0,0,1,1,0.04,1,0,0,0,0,0,25,12,15,9,1,16,32,50,16,172,54,31.4,97,67,8,48,24,1,24,30,55,110,2,1702,269,912,821,61,6,1677,6,8,75,6,0,1176,5166,2940,60,19,0,4,2,1263,1236,97.9,1,28,2123,76,62.1,23.6,23,88,22,5,20,6,1.5,35,40,-5,-0.21,-0.77,28.2,38.6,-10.4,-0.44,-0.46,0,17,9,1,0,12,0,0,0,211,45,38,54.2
2022,Leicester City,Premier League,Jonny Evans,NIR,33,18,16,1348,15,1,1,1,0,0,3,0,0.07,0.07,0.13,0.07,0.13,0.7,0.7,0.6,1.3,0.05,0.04,0.09,0.05,0.09,Centre-Back,15,1,3,2,66.7,0.2,0.13,0.33,0.5,5.7,0,0,0,0.25,0.3,0.3,812,976,83.2,17881,5664,191,217,88,489,531,92.1,128,220,58.2,0.6,0.4,3,59,4,1,44,976,936,40,32,1,129,14,3,0,0,0,0,692,72,212,338,543,50,8,2,812,2,22,20,7,8,0.53,7,1,0,0,0,0,2,0.13,1,1,0,0,0,0,27,18,18,7,2,16,28,57.1,12,123,49,39.8,77,41,5,22,13,0,9,31,58,61,0,1106,181,631,487,40,11,1070,1,2,50,1,0,684,3133,1564,34,4,0,3,1,739,721,97.6,2,18,1348,75,39.4,15,16,81,12,2,29,2,1.61,27,23,4,0.27,0.31,22.9,22.5,0.4,0.03,0.48,0,16,12,0,3,18,0,0,0,180,53,18,74.6
