Player,weighted_pred,value,rating,rating_scaled
Andreas Christensen,79.46901716663983,-0.33003799344194346,79.13897917319788,0.28275813370845854
Trevoh Chalobah,82.97615375172776,-0.4527566310035735,82.5233971207242,1.5212247030983204
Romelu Lukaku,78.33122658939861,-0.16101188458766436,78.17021470481095,-0.07174371160496912
Mateo Kovačić,82.71696057232587,-0.16626195699455515,82.55069861533131,1.531215191533711
Timo Werner,79.1190581037132,-0.3692037551830324,78.74985434853016,0.1403649381449804
Hakim Ziyech,81.26837410743957,-0.38545030300222444,80.88292380443734,0.9209231470560617
Ruben Loftus-Cheek,81.11952504014717,-0.43352626256020876,80.68599877758696,0.8488619931998563
Christian Pulisic,77.67012951099592,-0.29923177864168893,77.37089773235424,-0.3642393088042133
Callum Hudson-Odoi,78.61687699407696,-0.2483497206811934,78.36852727339577,8.251880670269066e-4
Malang Sarr,78.36712365667543,-0.07640591390994515,78.29071774276548,-0.027647803141391668
Ben Chilwell,78.36712365667543,-0.19069574071024065,78.17642791596519,-0.06947009929632414
Saúl Ñíguez,78.36712365667543,-0.16420451060858682,78.20291914606685,-0.05977611250994212
Kepa Arrizabalaga,78.36712365667543,0.023416099282041473,78.39053975595748,0.008880258151345613
Ross Barkley,78.36712365667543,-0.05324993546345144,78.31387372121198,-0.019174291408463218
Kenedy,78.36712365667543,-0.029615848656199175,78.33750780801924,-0.010525824563448737
Emerson Palmieri,78.36712365667543,-0.0011074941128735763,78.36601616256256,-9.37075502350973e-5
Tammy Abraham,78.36712365667543,NA,NA,NA
Marcus Bettinelli,78.36712365667543,NA,NA,NA
Lewis Hall,78.36712365667543,NA,NA,NA
Harvey Vale,78.36712365667543,NA,NA,NA
Kurt Zouma,77.47294066861909,-0.006277939230103201,77.46666272938899,-0.32919583923747664
Hugo Lloris,84.19555042278198,-0.7710152066970235,83.42453521608495,1.850979899652473
Harry Kane,86.78121889481031,-0.7728117918799515,86.00840710293036,2.796501109225088
Pierre Højbjerg,83.2307232630879,-0.7544064555567745,82.47631680753112,1.5039965135336573
Eric Dier,81.90873414591971,-0.7291870313065307,81.17954711461317,1.029467085496948
Son Heung-min,86.69344731695496,-0.732585438478207,85.96086187847675,2.779102793788611
Ben Davies,78.7615497236947,-0.6152245640422626,78.14632515965243,-0.08048565881582406
Emerson,78.7732477406093,-0.5853586732621602,78.18788906734714,-0.06527609812586067
Sergio Reguilón,79.78023293517417,-0.4373397453465782,79.34289318982759,0.35737678203777834
Cristian Romero,79.87215949532495,-0.41092552196077753,79.46123397336417,0.4006814525831464
Lucas Moura,78.4811339232967,-0.4196889336418408,78.06144498965486,-0.11154602268812853
Davinson Sánchez,80.17862539290503,-0.35907370187140475,79.81955169103362,0.5318013442259735
Rodrigo Bentancur,83.9205270352123,-0.36674299029804514,83.55378404491425,1.8982761721931862
Oliver Skipp,78.01401516713884,-0.27614483953000446,77.73787032760883,-0.22995232115919279
Dejan Kulusevski,83.59504236559448,-0.3120195703884251,83.28302279520605,1.7991959872843097
Ryan Sessegnon,78.27999772305424,-0.23990199585594926,78.04009572719829,-0.11935839936368486
Japhet Tanganga,78.36712365667543,-0.1232689478715974,78.24385470880384,-0.04479648329896392
Harry Winks,78.74421528283011,-0.15832344438479296,78.58589183844532,0.08036582145144511
Matt Doherty,78.36712365667543,-0.18359515454003542,78.1835285021354,-0.06687176814124174
Dele Alli,78.36712365667543,-0.017117741891762028,78.35000591478367,-0.0059523683153161035
Tanguy Ndombele,78.36712365667543,-0.07675263120894284,78.29037102546648,-0.02777467806951607
Steven Bergwijn,78.36712365667543,-0.06962395634804208,78.29749970032739,-0.025166068365818653
Giovani Lo Celso,78.36712365667543,-0.011465446586591705,78.35565821008883,-0.0038840130222333818
Bryan,78.36712365667543,-0.016304138118698217,78.35081951855673,-0.005654644721688853
Joe Rodon,78.36712365667543,-0.009302871709007272,78.35782078496642,-0.003092657837613795
Dane Scarlett,78.36712365667543,-7.060336360570989e-4,78.36641762303937,5.319965424370798e-5
Brandon Austin,78.36712365667543,NA,NA,NA
Jamie Bowden,78.36712365667543,NA,NA,NA
Matthew Craig,78.36712365667543,NA,NA,NA
Alfie Devine,78.36712365667543,NA,NA,NA
Pierluigi Gollini,78.36712365667543,NA,NA,NA
Marcel Lavinier,78.36712365667543,NA,NA,NA
Dilan Markanday,78.36712365667543,NA,NA,NA
Tobi Omole,78.36712365667543,NA,NA,NA
Moussa Sissoko,77.7328483510054,0.5884982809523698,78.32134663195777,-0.01643971480528115
Harvey White,78.36712365667543,NA,NA,NA
Bukayo Saka,82.33208757202912,-0.08759640981407618,82.24449116221504,1.4191641092317466
Gabriel Dos Santos,81.14153184432901,-0.13001801754559597,81.01151382678341,0.9679783412731672
Aaron Ramsdale,78.91731389999315,-0.10541311785193495,78.81190078214121,0.16306970894118494
Ben White,78.75507120392956,-0.1112989252404341,78.64377227868913,0.1015461222815821
Martin Ødegaard,80.83076226631164,-0.13114249804031447,80.69961976827132,0.8538463485206521
Granit Xhaka,80.11228980894937,-0.017990288239674652,80.0942995207097,0.63234034601059
Thomas Partey,80.48230779597979,-0.028037281325561787,80.45427051465423,0.764065224220796
Kieran Tierney,77.5652348448681,-0.026123874801037825,77.53911097006706,-0.3026847151735939
Emile Smith Rowe,78.15035528232285,-0.0037315093776791753,78.14662377294518,-0.0803763866792351
Martinelli,79.48793039773726,-0.04602631582763933,79.44190408190961,0.39360802822256896
Alexandre Lacazette,77.47174080613013,-0.02528536277848737,77.44645544335164,-0.336590330285382
Takehiro Tomiyasu,76.3353542305528,-0.02336104356999603,76.3119931869828,-0.7517262858709821
Cédric Soares,77.09780512911797,0.023824416801716285,77.12162954591969,-0.4554544957279398
Nuno Tavares,76.85226129628752,-0.028556212751698718,76.82370508353583,-0.5644745672990472
Albert Sambi Lokonga,76.36250725697339,-0.06764439508779295,76.29486286188559,-0.7579948186835991
Pierre-Emerick Aubameyang,77.13784030350641,-0.003893845002690458,77.13394645850371,-0.4509473442147636
Rob Holding,78.36712365667543,0.0035148041755299897,78.37063846085096,0.0015977389533241525
Eddie Nketiah,78.36712365667543,-0.0351839247613652,78.33193973191406,-0.012563361362685094
Mohamed Elneny,78.36712365667543,0.017764753584095457,78.38488841025952,0.006812250349856681
Nicolas Pépé,78.36712365667543,-0.03856790893861107,78.32855574773681,-0.013801669201682522
Bernd Leno,78.36712365667543,0.044110746625158556,78.4112344033006,0.016453090259300807
Ainsley Maitland-Niles,78.36712365667543,-0.004724611972970931,78.36239904470246,-0.0014173264462269295
Pablo Marí,78.36712365667543,0.01039638860023703,78.37752004527567,0.004115930378433691
Calum Chambers,78.36712365667543,-0.011525491906739158,78.3555981647687,-0.003905985521728043
Sead Kolašinac,78.36712365667543,0.03935673630198415,78.40648039297741,0.014713446117507063
Folarin Balogun,78.36712365667543,-0.002467951232150926,78.36465570544328,-5.915422407002602e-4
Reiss Nelson,78.36712365667543,-4.088544372988756e-4,78.36671480223814,1.619470100662171e-4
Ryan Alebiousu,78.36712365667543,NA,NA,NA
Zach Awe,78.36712365667543,NA,NA,NA
Miguel Azeez,78.36712365667543,NA,NA,NA
Héctor Bellerín,78.36712365667543,NA,NA,NA
Mika Biereth,78.36712365667543,NA,NA,NA
Marcelo Flores,78.36712365667543,NA,NA,NA
Omari Hutchinson,78.36712365667543,NA,NA,NA
Karl Jakob Hein,78.36712365667543,NA,NA,NA
Alex Kirk,78.36712365667543,NA,NA,NA
Mazeed Ogungbo,78.36712365667543,NA,NA,NA
Arthur Okonkwo,78.36712365667543,NA,NA,NA
Salah Oulad M'Hand,78.36712365667543,NA,NA,NA
Charlie Patino,78.36712365667543,NA,NA,NA
Zak Swanson,78.36712365667543,NA,NA,NA
David de Gea,82.05127950255745,-0.31257089013374806,81.73870861242371,1.2340821279252816
Bruno Fernandes,84.07739065539069,-0.31748048847836036,83.75991016691232,1.9737043004948838
Harry Maguire,79.16350705612932,-0.23556411772700336,78.92794293840231,0.20553323838627924
Scott McTominay,79.06202638571598,-0.16465268031268052,78.8973737054033,0.19434698015572024
Cristiano Ronaldo,85.19734690686609,-0.28300030371536755,84.91434660315072,2.3961494461400377
Victor Lindelöf,78.89075348996198,-0.11700229546153113,78.77375119450045,0.14910955695593067
Fred,80.49114098472889,-0.1480876830790042,80.34305330164989,0.723367295542319
Jadon Sancho,78.22176776961031,-0.19323427728942477,78.02853349232089,-0.12358939021207066
Raphaël Varane,77.77426611904092,-0.2666603992218205,77.5076057198191,-0.314213491996468
Aaron Wan-Bissaka,79.17763055765319,-0.13796929393713955,79.03966126371604,0.24641454005601088
Diogo Dalot,76.71093987179664,-0.1357685046253112,76.57517136717132,-0.6554209881773063
Luke Shaw,79.96573879574395,-0.21658590966168936,79.74915288608226,0.5060401741196069
Alex Telles,76.94697914852338,-0.12419266679302356,76.82278648173036,-0.5648107130246314
Nemanja Matić,79.01115104057985,-0.108644249527876,78.90250679105198,0.19622534006051612
Paul Pogba,86.0968185059486,-0.24050771506279997,85.8563107908858,2.740844213204797
Mason Greenwood,81.74720189617713,-0.21194277437655845,81.53525912180058,1.1596334644910555
Anthony Elanga,77.39723190316664,-0.07148355051090582,77.32574835265574,-0.3807609081610987
Marcus Rashford,74.9682239886867,-0.04041781221928999,74.92780617646741,-1.258244501081361
Edinson Cavani,78.36712365667543,-0.07256595339028894,78.29455770328514,-0.026242639002356547
Eric Bailly,78.36712365667543,0.03408526378812587,78.40120892046356,0.012784446040953926
Jesse Lingard,78.36712365667543,-0.006086324133971914,78.36103733254146,-0.0019156203965241562
Juan Mata,78.36712365667543,-0.019405945086276712,78.34771771158915,-0.006789694911590426
Anthony Martial,78.36712365667543,-0.03974565638942892,78.327378000286,-0.01423264459172836
Phil Jones,78.36712365667543,0.0014327729889112553,78.36855642966434,8.35857276465228e-4
Daniel James,76.11480577338304,0.2058151682784801,76.32062094166152,-0.7485691150061091
Hannibal Mejbri,78.36712365667543,-0.004447843925572573,78.36267581274986,-0.0013160481822849727
Donny van de Beek,78.36712365667543,0.1382400054372218,78.50536366211266,0.05089799099190347
Shola Shoretire,78.36712365667543,-7.977816142732764e-4,78.36632587506116,1.9626140104639253e-5
Alejandro Garnacho,78.36712365667543,-5.877261339004258e-4,78.36653593054153,9.649214607199132e-5
Amad Diallo,78.36712365667543,NA,NA,NA
Álvaro Fernández,78.46306311934502,0.11632459481572491,78.57938771416075,0.07798575474145422
Tom Heaton,78.36712365667543,NA,NA,NA
Dean Henderson,78.36712365667543,NA,NA,NA
Andreas Pereira,78.36712365667543,NA,NA,NA
Charlie Savage,78.36712365667543,NA,NA,NA
Brandon Williams,75.29191676241653,0.2959856291075917,75.58790239152412,-1.0166942234254832
Łukasz Fabiański,82.67970877025084,-0.1182206206462543,82.56148814960459,1.535163426563755
Declan Rice,81.66053349018381,-0.15594611198766034,81.50458737819615,1.1484096943574797
Tomáš Souček,78.01537819045292,-0.07325738968286563,77.94212080077006,-0.1552105526441296
Jarrod Bowen,81.85575389213517,-0.18671409071026276,81.6690398014249,1.2085880859101026
Michail Antonio,80.7583727662969,-0.1490876499418962,80.60928511635501,0.8207900155882528
Pablo Fornals,79.75480631724083,-0.06855335223344794,79.68625296500738,0.48302308501409963
Aaron Cresswell,80.11421297702616,-0.08506568263414371,80.02914729439202,0.6084990665153245
Craig Dawson,78.07849537591498,-0.08705432033966747,77.99144105557532,-0.1371626969368412
Saïd Benrahma,78.4471655447062,-0.10702449863336196,78.34014104607283,-0.009562238697524383
Vladimír Coufal,75.2140281373098,-0.09410621165463486,75.11992192565516,-1.1879432154507792
Manuel Lanzini,79.26196509828141,-0.033918190385471905,79.22804690789593,0.3153508611862933
Ben Johnson,75.47819042130722,0.058972429996796485,75.53716285130402,-1.0352614409745877
Angelo Ogbonna,76.52150640689446,-0.07236200864514195,76.44914439824932,-0.7015382793249667
Issa Diop,75.51681400823416,-0.07333241881550111,75.44348158941867,-1.0695424053300877
Arthur Masuaku,78.36712365667543,0.040661437785836405,78.40778509446127,0.015190878041060011
Nikola Vlašić,78.36712365667543,-0.025148261290320002,78.3419753953851,-0.008890991725353837
Mark Noble,78.36712365667543,0.018767939012941538,78.38589159568838,0.007179347923442867
Ryan Fredericks,78.36712365667543,-0.043667802448003896,78.32345585422743,-0.01566788304310061
Andriy Yarmolenko,78.36712365667543,0.022231936685477037,78.3893555933609,0.00844693525467164
Alphonse Areola,78.36712365667543,0.006693315851882741,78.37381697252731,0.0027608578448474843
Harrison Ashby,78.36712365667543,0.001057077707683595,78.36818073438312,6.983783795666107e-4
Sonny Perkins,78.36712365667543,-3.6332331215018664e-4,78.36676033336329,1.7860830227148044e-4
Daniel Chesters,78.36712365667543,1.2138803507765909e-4,78.36724504471051,3.5597965789345236e-4
Alex Král,78.36712365667543,-7.548213774566949e-5,78.36704817453769,2.8393857687488637e-4
Ajibola Alese,78.36712365667543,NA,NA,NA
Jamal Baptiste,78.36712365667543,NA,NA,NA
Conor Coventry,78.36712365667543,NA,NA,NA
Pierre Ekwah Elimby,78.36712365667543,NA,NA,NA
Armstrong Okoflex,78.36712365667543,NA,NA,NA
Darren Randolph,78.36712365667543,NA,NA,NA
Kasper Schmeichel,83.10702244386994,-0.04095522293651596,83.06606722093342,1.719805016681574
Youri Tielemans,83.21055984357476,-0.1574042796807527,83.05315556389401,1.7150802291858613
Çağlar Söyüncü,80.36283346383193,-0.09075572071471284,80.27207774311722,0.6973950728885752
James Maddison,82.50718939617518,-0.018590594669904738,82.48859880150528,1.5084908872127585
Harvey Barnes,80.59168375619076,-0.17028498446506257,80.4213987717257,0.7520364041029066
Daniel Amartey,77.79331881579388,0.028559176934925972,77.8218779927288,-0.19921123467499402
Kiernan Dewsbury Hall,77.23242227834497,-0.06921422694909304,77.16320805139587,-0.4402395932437237
Timothy Castagne,76.32522866701183,-0.018794084518191558,76.30643458249364,-0.7537603567035532
Luke Thomas,76.54010952069284,0.02700338685198677,76.56711290754482,-0.6583698358086956
Jamie Vardy,79.10063639958466,-0.010410736298764782,79.09022566328589,0.26491766805008793
Wilfred Ndidi,77.33410216370908,0.03769974026318225,77.37180190397225,-0.36390844354487834
Ademola Lookman,80.75971383862912,-0.03837264732328638,80.72134119130584,0.8617949106323413
Jonny Evans,79.46765809763349,-0.08835838957829037,79.3792997080552,0.37069908927992323
Kelechi Iheanacho,77.4534433507976,0.0645465366629438,77.51798988746054,-0.3104135935577209
Patson Daka,77.59767493991913,-0.051431022692827275,77.5462439172263,-0.3000745420995469
Ricardo Pereira,80.57187303994765,-0.07510228614302084,80.49677075380463,0.7796174184813527
Boubakary Soumaré,74.12033409244057,0.04081773528201855,74.16115182772259,-1.538787801559895
Nampalys Mendy,80.31599142467401,-0.07396142013435555,80.24203000453966,0.6863996461147396
Marc Albrighton,72.65074323778971,0.11835622018345962,72.76909945797317,-2.0481842028036246
James Justin,78.09498577766952,-0.0811778982729364,78.01380787939658,-0.12897796207384724
Wesley Fofana,78.36712365667543,-0.06455856332188158,78.30256509335355,-0.02331247935258765
Jannik Vestergaard,78.36712365667543,0.049746799617590404,78.41687045629303,0.018515501971641143
Ayoze Pérez,78.36712365667543,0.005845085516983888,78.37296874219241,0.002450463286847242
Ryan Bertrand,78.36712365667543,0.029212378877695278,78.39633603555313,0.01100130189279739
Hamza Choudhury,78.36712365667543,0.04076574911637852,78.4078894057918,0.015229048886881879
Danny Ward,78.36712365667543,-0.014590603630317122,78.35253305304512,-0.005027607750408001
Lewis Brunt,78.36712365667543,0.0019496143115754273,78.369073270987,0.0010249860158003474
Kasey McAteer,78.36712365667543,-3.6238318668659254e-4,78.36676127348875,1.7895232418942218e-4
Vontae Daley Campbell,78.36712365667543,NA,NA,NA
Eldin Jakupović,78.36712365667543,NA,NA,NA
Benjamin Nelson,78.36712365667543,NA,NA,NA
Dennis Praet,78.36712365667543,NA,NA,NA
Robert Sánchez,79.22981761225982,0.1334041619107513,79.36322177417057,0.3648156600079771
Marc Cucurella,79.64410000074484,0.18463601957883047,79.82873602032367,0.5351621835089319
Joël Veltman,77.84621322011543,0.18788669939022648,78.03409991950566,-0.12155245680544899
Leandro Trossard,80.29209960183701,0.024917229784445376,80.31701683162146,0.713839719984253
Lewis Dunk,79.6962655060788,0.08107578679085817,79.77734129286966,0.5163552120350873
Neal Maupay,77.3956873864332,0.03117529897066581,77.42686268540386,-0.3437599458874398
Yves Bissouma,79.99086902714052,0.02881028857486311,80.01967931571538,0.6050344308667386
Pascal Groß,80.06062531391487,0.09004175643959984,80.15066707035447,0.6529670318738127
Alexis Mac Allister,77.97120117087599,0.1863693895050765,78.15757056038106,-0.07637060769692339
Jakub Moder,75.40595170488265,0.06462606860479253,75.47057777348745,-1.0596270465748996
Adam Lallana,78.7840444014397,-0.02928223740748523,78.75476216403221,0.1421608645117183
Solly March,74.90010021297596,0.13023757276193731,75.0303377857379,-1.2207249120837753
Tariq Lamptey,74.91404037868196,0.09693764048675402,75.01097801916872,-1.22780926870251
Adam Webster,76.44855416239197,-0.020178311601036582,76.42837585079093,-0.7091381538442472
Danny Welbeck,76.16781423621231,0.07434781893040716,76.24216205514271,-0.7772797262638326
Shane Duffy,77.82611407248564,-0.0877626662355506,77.73835140625009,-0.22977627912665347
Dan Burn,76.5951715357095,0.34479746081459495,76.93996899652409,-0.5219298899882402
Enock Mwepu,77.87787009596887,0.05585155932193845,77.93372165529081,-0.1582840681049167
Moisés Caicedo,78.36712365667543,0.09987631162580973,78.46699996830124,0.03685949072379137
Steven Alzate,78.36712365667543,0.026594415083480812,78.39371807175891,0.010043305365983418
Aaron Connolly,78.36712365667543,-0.005563897939236614,78.36155975873619,-0.0017244479742098719
Jason Steele,78.36712365667543,-0.0045752959492271665,78.36254836072621,-0.001362686946449516
Jeremy Sarmiento,78.36712365667543,0.0038656407626399924,78.37098929743807,0.0017261212604741307
Taylor Richards,78.36712365667543,-0.0011456304278322014,78.3659780262476,-1.0766284532119626e-4
Evan Ferguson,78.36712365667543,-0.0026895308812107054,78.36443412579422,-6.726253078859068e-4
Jürgen Locadia,78.36712365667543,-0.001118397636809818,78.36600525903862,-9.769749772434558e-5
Florin Andone,78.36712365667543,NA,NA,NA
Michał Karbownik,78.36712365667543,NA,NA,NA
Marc Leonard,78.36712365667543,NA,NA,NA
Thomas Mcgill,78.36712365667543,NA,NA,NA
Odeluga Offiah,78.36712365667543,NA,NA,NA
Haydon Roberts,78.36712365667543,NA,NA,NA
Kjell Scherpen,78.36712365667543,NA,NA,NA
Ed Turns,78.36712365667543,NA,NA,NA
Andi Zeqiri,78.36712365667543,NA,NA,NA
Conor Coady,79.27772212021088,0.1735385807143387,79.45126070092522,0.39703191381619496
José Sá,81.19682705171897,0.1691657161411414,81.3659927678601,1.097693502013606
João Moutinho,80.21357302063814,0.07422891236977791,80.28780193300791,0.7031490559403999
Romain Saïss,79.45590897710875,0.16898692178639296,79.62489589889515,0.46057057579271665
Rúben Neves,80.46866291185832,0.23083651167761637,80.69949942353594,0.8538023105401545
Max Kilman,78.31320465707763,0.12817793873214992,78.44138259580978,0.027485276333555922
Raúl Jiménez,79.4497826179866,0.15193853488097456,79.60172115286757,0.45209019640274384
Nélson Semedo,76.61822283991775,0.0910109845681981,76.70923382448595,-0.6063632553060531
Leander Dendoncker,76.87452710599864,0.19818072337110482,77.07270782936975,-0.4733565135648777
Rayan Aït Nouri,77.1165286110755,0.15358427823992366,77.27011288931541,-0.4011197002747815
Hwang Hee-chan,76.03040102020779,-0.001834188074659485,76.02856683213314,-0.8554410370653189
Fernando Marçal,77.53171986984874,0.03853919377228213,77.57025906362102,-0.2912866333867359
Francisco Trincão,75.21639172190072,7.611820908211211e-4,75.21715290399155,-1.1523632965265533
Daniel Podence,76.02241083922037,0.015351698134592818,76.03776253735496,-0.852076034965764
Adama Traoré,74.41806465518658,0.12725502249065307,74.54531967767724,-1.3982085212877988
Jonny Castro,78.15117190683894,0.010156163650256893,78.16132807048919,-0.07499561479556939
Willy Boly,77.14856283945396,0.025063963567385907,77.17362680302135,-0.4364270394211782
Fábio Silva,78.36712365667543,-0.03945511250253177,78.3276685441729,-0.014126325308343814
Pedro Neto,78.36712365667543,0.03513345236049742,78.40225710903593,0.01316801170140806
Toti Gomes,78.36712365667543,-0.008069473116234906,78.3590541835592,-0.002641317918145665
Ki-Jana Hoever,78.36712365667543,0.054004838176998936,78.42112849485243,0.02007365421192323
Luke Cundle,78.36712365667543,0.0018695538013410822,78.36899321047677,9.956893192978608e-4
Chiquinho,78.36712365667543,0.019828105738362172,78.38695176241379,0.007567296772478674
John Ruddy,78.36712365667543,-0.0014676189611884862,78.36565603771425,-2.254887286705141e-4
Chem Campbell,78.36712365667543,-0.0011135311583160333,78.36601012551712,-9.591669788426444e-5
Morgan Gibbs-White,78.36712365667543,3.408649907518609e-4,78.36746452166618,4.3629328243848675e-4
Hugo Bueno,78.36712365667543,NA,NA,NA
Ryan John Giles,78.36712365667543,NA,NA,NA
Bruno Jordão,78.36712365667543,NA,NA,NA
Christian Marques,78.36712365667543,NA,NA,NA
Yerson Mosquera,78.36712365667543,NA,NA,NA
Louie Moulden,78.36712365667543,NA,NA,NA
Dion Sanderson,78.36712365667543,NA,NA,NA
James Storer,78.36712365667543,NA,NA,NA
Allan Saint-Maximin,78.4833175470335,0.6915716483684443,79.17488919540193,0.29589875720570386
Joelinton,77.13576226221758,0.5736690677828267,77.70943133000041,-0.24035905825581158
