Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,MP_Playing,Starts_Playing,Min_Playing,Mins_Per_90_Playing,Gls,Ast,G_minus_PK,PK,PKatt,CrdY,CrdR,Gls_Per,Ast_Per,G+A_Per,G_minus_PK_Per,G+A_minus_PK_Per,xG_Expected,npxG_Expected,xA_Expected,npxG+xA_Expected,xG_Per,xA_Per,xG+xA_Per,npxG_Per,npxG+xA_Per,UrlFBref,PlayerFBref,UrlTmarkt,TmPos,Mins_Per_90,Gls_Standard,Sh_Standard,SoT_Standard,SoT_percent_Standard,Sh_per_90_Standard,SoT_per_90_Standard,G_per_Sh_Standard,G_per_SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,npxG_per_Sh_Expected,G_minus_xG_Expected,np:G_minus_xG_Expected,Url,Cmp_Total,Att_Total,Cmp_percent_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp_percent_Short,Cmp_Medium,Att_Medium,Cmp_percent_Medium,Cmp_Long,Att_Long,Cmp_percent_Long,xA,A_minus_xA,KP,Final_Third,PPA,CrsPA,Prog,Att,Live_Pass,Dead_Pass,FK_Pass,TB_Pass,Press_Pass,Sw_Pass,Crs_Pass,CK_Pass,In_Corner,Out_Corner,Str_Corner,Ground_Height,Low_Height,High_Height,Left_Body,Right_Body,Head_Body,TI_Body,Other_Body,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes,SCA_SCA,SCA90_SCA,PassLive_SCA,PassDead_SCA,Drib_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA_GCA,GCA90_GCA,PassLive_GCA,PassDead_GCA,Drib_GCA,Sh_GCA,Fld_GCA,Def_GCA,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs,Att_Vs,Tkl_percent_Vs,Past_Vs,Press_Pressures,Succ_Pressures,_percent_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ_percent_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,Final_Third_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec_percent_Receiving,Prog_Receiving,MP_Playing.Time,Min_Playing.Time,Mn_per_MP_Playing.Time,Min_percent_Playing.Time,Mins_Per_90_Playing.Time,Starts_Starts,Mn_per_Start_Starts,Compl_Starts,Subs_Subs,Mn_per_Sub_Subs,unSub_Subs,PPM_Team.Success,onG_Team.Success,onGA_Team.Success,plus_per__minus__Team.Success,plus_per__minus_90_Team.Success,On_minus_Off_Team.Success,onxG_Team.Success..xG.,onxGA_Team.Success..xG,xGplus_per__minus__Team.Success..xG,xGplus_per__minus_90_Team.Success..xG,On_minus_Off_Team.Success..xG,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,Won_Aerial,Lost_Aerial,Won_percent_Aerial
2022,Brentford,Premier League,Saman Ghoddos,IRN,"DF,MF",27,1993,17,4,536,6,1,1,1,0,0,2,0,0.17,0.17,0.34,0.17,0.34,0.6,0.6,1.2,1.9,0.11,0.21,0.32,0.11,0.32,https://fbref.com/en/players/f7b1d4e0/Saman-Ghoddos,Saman Ghoddos,https://www.transfermarkt.com/saman-ghoddos/profil/spieler/204294,Attacking Midfield,6,1,8,2,25,1.34,0.34,0.13,0.5,20,1,0,0,0.08,0.4,0.4,https://fbref.com/en/players/f7b1d4e0/Saman-Ghoddos,149,221,67.4,2633,840,77,106,72.6,47,64,73.4,21,40,52.5,1.2,-0.2,6,12,10,2,19,221,195,26,11,1,25,4,14,8,5,2,1,121,42,58,15,177,16,4,2,149,1,7,12,7,25,4.2,18,2,0,1,3,1,2,0.34,1,0,0,0,1,0,17,8,8,7,2,8,12,66.7,4,117,26,22.2,37,48,32,13,0,0,13,7,24,13,0,298,17,65,134,119,21,275,4,5,80,4,1,162,859,503,27,11,2,8,5,232,164,70.7,31,17,536,32,15.7,6,4,65,0,13,21,16,0.82,10,4,6,1.01,1.44,9.5,6.9,2.6,0.44,0.57,0,13,12,0,14,8,1,0,0,54,8,15,34.8
2022,Brentford,Premier League,Charlie Goode,ENG,DF,25,1995,6,4,450,5,0,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0.3,0.5,0.03,0.07,0.1,0.03,0.1,https://fbref.com/en/players/7aee4dd3/Charlie-Goode,Charlie Goode,https://www.transfermarkt.com/charlie-goode/profil/spieler/376856,Centre-Back,5,0,2,0,0,0.4,0,0,NA,10.5,0,0,0,0.07,-0.1,-0.1,https://fbref.com/en/players/7aee4dd3/Charlie-Goode,190,300,63.3,4717,1455,35,53,66,97,140,69.3,57,99,57.6,0.3,-0.3,7,16,2,1,12,300,224,76,8,0,26,6,14,0,0,0,0,134,29,137,18,174,27,68,0,190,1,7,9,9,12,2.4,2,7,1,1,0,1,0,0,0,0,0,0,0,0,8,5,6,2,0,4,4,100,0,36,15,41.7,20,13,3,5,2,0,3,5,13,12,0,337,20,122,163,74,11,262,5,7,71.4,5,0,163,1003,497,14,7,0,1,1,171,164,95.9,7,6,450,75,13.2,5,4,90,4,2,45,6,1.33,6,6,0,0,0.24,6.6,6.4,0.2,0.04,0.08,0,7,8,0,14,5,0,1,0,58,19,9,67.9
2022,Brentford,Premier League,Rico Henry,ENG,DF,24,1997,34,33,2776,30.8,3,0,3,0,0,2,0,0.1,0,0.1,0.1,0.1,1.8,1.8,1.7,3.5,0.06,0.06,0.11,0.06,0.11,https://fbref.com/en/players/8a3c1dc7/Rico-Henry,Rico Henry,https://www.transfermarkt.com/rico-henry/profil/spieler/339556,Left-Back,30.8,3,14,5,35.7,0.45,0.16,0.21,0.6,16,0,0,0,0.13,1.2,1.2,https://fbref.com/en/players/8a3c1dc7/Rico-Henry,868,1202,72.2,14321,4831,432,511,84.5,340,443,76.7,77,166,46.4,1.7,-1.7,18,50,25,13,78,1202,1078,124,7,0,186,12,50,0,0,0,0,687,243,272,889,83,85,117,1,868,2,28,49,65,41,1.33,36,1,3,0,1,0,1,0.03,1,0,0,0,0,0,42,27,27,8,7,11,36,30.6,25,396,106,26.8,183,133,80,74,12,0,62,59,101,62,1,1546,98,508,647,483,40,1426,23,53,43.4,24,1,927,4391,2330,108,37,12,20,44,975,839,86.1,61,34,2776,82,81.2,30.8,33,83,24,1,27,0,1.26,40,41,-1,-0.03,0.95,40.2,39.8,0.4,0.01,0.25,0,21,32,1,50,27,0,1,0,311,37,45,45.1
2022,Brentford,Premier League,Vitaly Janelt,GER,MF,23,1998,31,27,2298,25.5,4,0,4,0,0,3,0,0.16,0,0.16,0.16,0.16,2.6,2.6,2.2,4.8,0.1,0.09,0.19,0.1,0.19,https://fbref.com/en/players/8449d35e/Vitaly-Janelt,Vitaly Janelt,https://www.transfermarkt.com/vitaly-janelt/profil/spieler/270171,Defensive Midfield,25.5,4,30,11,36.7,1.17,0.43,0.13,0.36,17.7,0,0,0,0.09,1.4,1.4,https://fbref.com/en/players/8449d35e/Vitaly-Janelt,768,997,77,14522,4409,293,354,82.8,352,426,82.6,96,168,57.1,2.2,-2.2,20,77,19,3,96,997,939,58,28,2,140,29,23,11,8,2,1,663,138,196,726,159,62,12,7,768,3,14,37,18,53,2.08,40,3,2,4,3,1,4,0.16,3,0,0,1,0,0,62,35,23,28,11,17,44,38.6,27,487,145,29.8,128,246,113,43,8,0,35,44,106,34,1,1256,75,376,635,311,49,1200,17,22,77.3,18,2,697,3487,1743,65,20,4,26,12,911,747,82,54,31,2298,74,67.2,25.5,27,80,13,4,32,1,1.29,35,37,-2,-0.08,0.4,33.3,32.4,0.9,0.04,0.21,0,31,35,3,23,35,0,0,0,239,38,28,57.6
2022,Brentford,Premier League,Pontus Jansson,SWE,DF,30,1991,37,37,3321,36.9,3,1,3,0,0,7,0,0.08,0.03,0.11,0.08,0.11,2.9,2.9,0.5,3.4,0.08,0.01,0.09,0.08,0.09,https://fbref.com/en/players/172e52d8/Pontus-Jansson,Pontus Jansson,https://www.transfermarkt.com/pontus-jansson/profil/spieler/125314,Centre-Back,36.9,3,23,10,43.5,0.62,0.27,0.13,0.3,8.2,0,0,0,0.13,0.1,0.1,https://fbref.com/en/players/172e52d8/Pontus-Jansson,1188,1449,82,25071,6720,330,389,84.8,669,767,87.2,181,268,67.5,0.5,0.5,4,35,0,0,53,1449,1393,56,40,0,148,17,1,0,0,0,0,1007,161,281,139,1061,153,15,4,1188,5,19,26,11,15,0.41,7,0,0,7,1,0,4,0.11,1,0,0,2,1,0,36,25,27,8,1,17,36,47.2,19,204,75,36.8,120,71,13,56,27,0,29,69,105,208,2,1840,423,1173,675,64,49,1786,3,4,75,4,0,880,4387,1998,34,0,1,8,3,1051,996,94.8,4,37,3321,90,97.1,36.9,37,90,36,0,NA,0,1.16,46,56,-10,-0.27,-2.09,45.9,48.5,-2.6,-0.07,-1.31,0,20,12,5,1,25,1,0,0,374,131,82,61.5
2022,Brentford,Premier League,Mathias Jensen,DEN,MF,25,1996,31,19,1601,17.8,0,1,0,0,0,0,0,0,0.06,0.06,0,0.06,2.5,2.5,3.6,6.1,0.14,0.2,0.34,0.14,0.34,https://fbref.com/en/players/0f134faf/Mathias-Jensen,Mathias Jensen,https://www.transfermarkt.com/mathias-jensen/profil/spieler/319859,Central Midfield,17.8,0,19,6,31.6,1.07,0.34,0,0,21,0,0,0,0.13,-2.5,-2.5,https://fbref.com/en/players/0f134faf/Mathias-Jensen,558,771,72.4,12401,3761,215,249,86.3,199,255,78,141,245,57.6,3.6,-2.6,37,67,26,12,69,771,672,99,36,0,124,65,32,48,23,15,7,430,84,257,159,559,33,5,5,558,6,17,31,17,57,3.2,35,19,1,0,0,2,3,0.17,2,1,0,0,0,0,34,28,12,17,5,19,61,31.1,42,456,133,29.2,166,214,76,33,4,0,29,33,67,14,1,955,32,203,503,304,33,857,12,20,60,14,5,546,2549,1237,67,20,1,15,21,684,558,81.6,50,31,1601,52,46.8,17.8,19,72,8,12,20,4,1,15,30,-15,-0.84,-1.19,22.1,24.1,-2,-0.11,-0.15,0,20,10,3,32,28,0,0,0,147,10,18,35.7
2022,Brentford,Premier League,Mathias Jørgensen,DEN,DF,31,1990,8,6,518,5.8,1,0,1,0,0,2,0,0.17,0,0.17,0.17,0.17,0.1,0.1,0.1,0.2,0.02,0.02,0.03,0.02,0.03,https://fbref.com/en/players/0db5d2c8/Mathias-Jorgensen,Mathias Jørgensen,https://www.transfermarkt.com/zanka/profil/spieler/52059,Centre-Back,5.8,1,2,1,50,0.35,0.17,0.5,1,6.9,0,0,0,0.05,0.9,0.9,https://fbref.com/en/players/0db5d2c8/Mathias-Jorgensen,247,332,74.4,4847,2153,93,105,88.6,119,156,76.3,32,62,51.6,0.1,-0.1,2,15,3,3,17,332,264,68,8,0,32,7,8,1,0,0,0,177,52,103,13,219,28,59,1,247,1,3,15,5,6,1.04,3,2,0,1,0,0,0,0,0,0,0,0,0,0,11,2,4,4,3,6,9,66.7,3,54,13,24.1,28,19,7,8,1,0,7,10,21,14,0,382,30,163,160,78,4,314,0,0,NA,0,0,171,909,609,11,5,0,1,2,204,194,95.1,1,8,518,65,15.1,5.8,6,77,5,2,29,6,1.25,8,10,-2,-0.35,-0.16,7.5,7,0.5,0.09,0.15,0,9,1,0,8,2,0,0,0,66,18,8,69.2
2022,Brentford,Premier League,Bryan Mbeumo,FRA,FW,21,1999,35,34,2905,32.3,4,7,3,1,1,4,0,0.12,0.22,0.34,0.09,0.31,9.7,9,3.6,12.5,0.3,0.11,0.41,0.28,0.39,https://fbref.com/en/players/6afaebf2/Bryan-Mbeumo,Bryan Mbeumo,https://www.transfermarkt.com/bryan-mbeumo/profil/spieler/413039,Right Winger,32.3,4,77,19,24.7,2.39,0.59,0.04,0.16,15.9,3,1,1,0.12,-5.7,-6,https://fbref.com/en/players/6afaebf2/Bryan-Mbeumo,544,814,66.8,8912,1866,302,381,79.3,164,245,66.9,58,118,49.2,3.6,3.4,36,25,26,5,49,814,766,48,18,1,164,33,54,18,12,2,3,498,143,173,626,111,38,7,12,544,3,19,51,45,77,2.39,49,9,8,5,5,1,12,0.37,10,1,0,0,1,0,38,25,3,18,17,7,18,38.9,11,505,138,27.3,74,222,209,38,8,0,30,23,61,21,0,1221,26,144,471,693,156,1172,35,74,47.3,37,5,769,4325,2390,125,36,32,81,63,1545,846,54.8,266,35,2905,83,84.9,32.3,34,85,22,1,29,1,1.23,41,47,-6,-0.19,0.16,43.3,39.8,3.5,0.11,0.93,0,23,41,13,54,25,0,0,0,179,34,123,21.7
2022,Brentford,Premier League,Christian Nørgaard,DEN,MF,27,1994,35,35,3054,33.9,3,4,3,0,0,8,0,0.09,0.12,0.21,0.09,0.21,3.2,3.2,3.1,6.3,0.09,0.09,0.19,0.09,0.19,https://fbref.com/en/players/df0a4c90/Christian-Norgaard,Christian Nørgaard,https://www.transfermarkt.com/christian-norgaard/profil/spieler/148367,Central Midfield,33.9,3,27,8,29.6,0.8,0.24,0.11,0.38,13.1,0,0,0,0.12,-0.2,-0.2,https://fbref.com/en/players/df0a4c90/Christian-Norgaard,1319,1653,79.8,24102,7089,559,668,83.7,566,669,84.6,158,240,65.8,3.1,0.9,29,148,27,6,163,1653,1565,88,43,3,279,27,14,0,0,0,0,1127,217,309,237,1234,121,5,8,1319,2,25,70,29,49,1.44,43,0,3,1,1,1,6,0.18,5,0,1,0,0,0,130,80,54,64,12,54,105,51.4,51,691,218,31.5,260,366,65,59,10,1,49,85,215,57,1,2054,116,575,1222,340,58,1971,13,24,54.2,14,0,1053,4238,2090,80,26,4,17,26,1245,1123,90.2,34,35,3054,87,89.3,33.9,35,87,30,0,NA,0,1.29,44,51,-7,-0.21,0.04,43.9,45.3,-1.4,-0.04,-0.09,0,73,38,0,14,80,0,0,0,440,61,72,45.9
2022,Brentford,Premier League,Frank Onyeka,NGA,MF,23,1998,20,12,1045,11.6,0,0,0,0,0,4,0,0,0,0,0,0,1.1,1.1,0.2,1.3,0.1,0.02,0.11,0.1,0.11,https://fbref.com/en/players/2944f86f/Frank-Onyeka,Frank Onyeka,https://www.transfermarkt.com/frank-onyeka/profil/spieler/421637,Central Midfield,11.6,0,16,5,31.3,1.38,0.43,0,0,17.5,0,0,0,0.07,-1.1,-1.1,https://fbref.com/en/players/2944f86f/Frank-Onyeka,260,326,79.8,4449,927,115,139,82.7,113,130,86.9,26,40,65,0.2,-0.2,4,19,6,0,22,326,317,9,1,0,61,6,6,0,0,0,0,227,45,54,30,248,24,7,2,260,0,6,13,8,17,1.46,11,0,1,1,4,0,1,0.09,0,0,0,0,1,0,30,16,14,12,4,5,20,25,15,253,69,27.3,109,106,38,20,2,0,18,15,45,13,0,468,24,127,243,127,17,460,9,14,64.3,10,0,283,1649,862,35,9,3,11,18,353,271,76.8,29,20,1045,52,30.6,11.6,12,72,1,8,23,6,1.4,12,19,-7,-0.6,-0.56,12.3,15.6,-3.3,-0.28,-0.36,0,43,27,0,6,16,1,0,0,94,15,25,37.5
2022,Brentford,Premier League,Ethan Pinnock,JAM,DF,28,1993,32,32,2694,29.9,1,1,1,0,0,1,0,0.03,0.03,0.07,0.03,0.07,1.5,1.5,1.2,2.8,0.05,0.04,0.09,0.05,0.09,https://fbref.com/en/players/e541326e/Ethan-Pinnock,Ethan Pinnock,https://www.transfermarkt.com/ethan-pinnock/profil/spieler/442248,Centre-Back,29.9,1,18,8,44.4,0.6,0.27,0.06,0.13,9,0,0,0,0.08,-0.5,-0.5,https://fbref.com/en/players/e541326e/Ethan-Pinnock,1180,1555,75.9,23816,8986,398,463,86,590,746,79.1,179,313,57.2,1.2,-0.2,10,67,7,3,58,1555,1316,239,41,0,196,19,28,0,0,0,0,844,269,442,989,117,154,197,3,1180,7,21,30,17,20,0.67,14,3,0,3,0,0,3,0.1,1,1,0,1,0,0,63,38,46,15,2,20,36,55.6,16,281,102,36.3,167,94,20,49,13,0,36,56,119,175,1,1925,307,1046,725,224,55,1694,5,8,62.5,6,0,800,4048,2209,39,8,0,13,7,1007,960,95.3,13,32,2694,84,78.8,29.9,32,84,28,0,NA,0,1.13,35,43,-8,-0.27,-0.27,35.9,38.2,-2.3,-0.08,-0.2,0,12,19,1,28,38,0,0,0,349,151,71,68
2022,Brentford,Premier League,Mads Roerslev,DEN,DF,22,1999,21,12,1240,13.8,1,1,1,0,0,1,0,0.07,0.07,0.15,0.07,0.15,0.3,0.3,0.9,1.2,0.02,0.06,0.08,0.02,0.08,https://fbref.com/en/players/57c94db2/Mads-Roerslev,Mads Roerslev,https://www.transfermarkt.com/mads-roerslev-rasmussen/profil/spieler/391005,Right-Back,13.8,1,5,2,40,0.36,0.15,0.2,0.5,17.5,0,0,0,0.06,0.7,0.7,https://fbref.com/en/players/57c94db2/Mads-Roerslev,230,344,66.9,4264,1403,89,110,80.9,105,150,70,30,64,46.9,0.9,0.1,9,12,10,9,26,344,319,25,0,0,47,5,23,0,0,0,0,182,65,97,14,271,23,25,2,230,1,10,16,11,16,1.16,12,0,1,1,2,0,3,0.22,2,0,0,1,0,0,26,9,23,1,2,16,35,45.7,19,173,43,24.9,114,40,19,31,6,0,25,21,47,30,0,498,50,197,178,140,12,475,3,15,20,6,0,260,1050,410,21,5,1,9,12,336,261,77.7,25,21,1240,59,36.3,13.8,12,89,11,9,19,15,1.29,17,27,-10,-0.73,-0.81,13.4,19.4,-5.9,-0.43,-0.62,0,20,9,2,23,9,0,1,0,82,16,30,34.8
2022,Brentford,Premier League,Finley Stevens,WAL,DF,18,2003,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0.25,https://fbref.com/en/players/7e003182/Finley-Stevens,Finley Stevens,https://www.transfermarkt.com/fin-stevens/profil/spieler/587019,Right-Back,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,https://fbref.com/en/players/7e003182/Finley-Stevens,5,8,62.5,94,51,2,3,66.7,3,4,75,0,1,0,0,0,1,0,1,0,2,8,8,0,0,0,2,1,0,0,0,0,0,3,3,2,0,6,1,0,0,5,0,1,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,1,100,0,5,1,20,0,4,1,0,0,0,0,0,2,0,0,10,0,2,5,3,1,10,0,0,NA,0,0,4,22,0,0,0,0,0,0,6,5,83.3,1,1,15,15,0.4,0.2,0,NA,0,1,15,22,0,0,0,0,0,0.21,0.6,0,0.5,3.28,3.32,0,0,0,0,0,0,0,0,0,3,1,0,100
2022,Brentford,Premier League,Dominic Thompson,ENG,DF,21,2000,2,2,146,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,https://fbref.com/en/players/235a62f8/Dominic-Thompson,Dominic Thompson,https://www.transfermarkt.com/dominic-thompson/profil/spieler/503688,Left-Back,1.6,0,1,0,0,0.62,0,0,NA,18,0,0,0,0.02,0,0,https://fbref.com/en/players/235a62f8/Dominic-Thompson,21,41,51.2,338,92,10,14,71.4,8,10,80,2,13,15.4,0,0,0,0,0,0,1,41,39,2,1,0,4,1,1,0,0,0,0,23,8,10,25,11,3,1,0,21,1,3,4,3,1,0.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,2,3,66.7,1,16,3,18.8,9,5,2,2,2,0,0,3,6,4,0,56,8,32,16,11,2,54,0,1,0,0,0,32,97,42,0,0,0,2,0,35,29,82.9,0,2,146,73,4.3,1.6,2,73,0,0,NA,11,0,0,3,-3,-1.85,-1.71,0.8,1.5,-0.7,-0.46,-0.44,0,1,1,0,1,1,0,0,0,12,1,2,33.3
2022,Brentford,Premier League,Ivan Toney,ENG,FW,25,1996,33,32,2909,32.3,12,5,7,5,5,8,0,0.37,0.15,0.53,0.22,0.37,12,8.2,5.8,14,0.37,0.18,0.55,0.25,0.43,https://fbref.com/en/players/e09f279b/Ivan-Toney,Ivan Toney,https://www.transfermarkt.com/ivan-toney/profil/spieler/251664,Centre-Forward,32.3,12,83,24,28.9,2.57,0.74,0.08,0.29,15.1,0,5,5,0.1,0,-1.2,https://fbref.com/en/players/e09f279b/Ivan-Toney,458,779,58.8,6695,2319,273,395,69.1,128,234,54.7,34,74,45.9,5.8,-0.8,40,58,28,2,77,779,752,27,5,13,224,8,29,2,1,0,0,385,210,184,92,481,55,9,33,458,6,20,49,47,80,2.48,53,1,4,9,11,2,10,0.31,6,0,1,0,3,0,31,20,5,16,10,6,25,24,19,457,112,24.5,53,192,212,31,3,1,28,21,52,43,1,1249,54,157,587,559,169,1223,22,49,44.9,24,5,639,2364,1168,54,17,10,99,51,1673,907,54.2,205,33,2909,88,85.1,32.3,32,90,32,1,29,0,1.24,43,47,-4,-0.12,0.58,42.1,41,1,0.03,0.43,0,61,84,25,29,20,3,0,0,145,150,140,51.7
2022,Brentford,Premier League,Yoane Wissa,COD,"FW,MF",24,1996,30,12,1284,14.3,7,1,7,0,0,0,0,0.49,0.07,0.56,0.49,0.56,3.7,3.7,0.7,4.4,0.26,0.05,0.31,0.26,0.31,https://fbref.com/en/players/2500cef9/Yoane-Wissa,Yoane Wissa,https://www.transfermarkt.com/yoane-wissa/profil/spieler/388165,Left Winger,14.3,7,33,13,39.4,2.31,0.91,0.21,0.54,15.4,0,0,0,0.11,3.3,3.3,https://fbref.com/en/players/2500cef9/Yoane-Wissa,191,280,68.2,2920,636,110,140,78.6,55,83,66.3,19,30,63.3,0.7,0.3,8,8,10,1,25,280,274,6,3,0,58,3,12,0,0,0,0,192,44,44,29,208,23,1,3,191,1,4,15,16,19,1.33,13,0,1,1,4,0,4,0.28,2,0,0,1,1,0,14,8,5,5,4,0,15,0,15,190,54,28.4,36,64,90,16,5,0,11,9,23,8,0,427,13,66,172,210,53,424,17,24,70.8,17,3,271,1405,832,50,10,6,25,12,520,289,55.6,79,30,1284,43,37.5,14.3,12,78,5,18,19,3,1.3,20,22,-2,-0.14,0.11,17.6,17,0.6,0.04,0.12,0,11,27,7,12,8,0,0,0,67,26,27,49.1
2022,Brentford,Premier League,Nathan Young-Coombes,ENG,FW,18,2003,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/f9682888/Nathan-Young-Coombes,Nathan Young-Coombes,https://www.transfermarkt.com/nathan-young-coombes/profil/spieler/581679,Right Winger,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,https://fbref.com/en/players/f9682888/Nathan-Young-Coombes,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,NA,0,0,1,0,0,0,0,0,1,0,1,1,100,0,1,4,4,0.1,0,0,NA,0,1,4,7,3,0,0,0,0,0.21,0,0,0,-0.58,-0.55,0,1,0,0,0,0,0,0,0,0,0,0,NA
2022,Brighton,Premier League,Steven Alzate,COL,MF,22,1998,9,5,404,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0.02,0.04,0.06,0.02,0.06,https://fbref.com/en/players/ad1f61f3/Steven-Alzate,Steven Alzate,https://www.transfermarkt.com/steven-alzate/profil/spieler/476237,Central Midfield,4.5,0,1,1,100,0.22,0.22,0,0,18.4,0,0,0,0.07,-0.1,-0.1,https://fbref.com/en/players/ad1f61f3/Steven-Alzate,207,234,88.5,3619,900,92,102,90.2,85,90,94.4,24,32,75,0.2,-0.2,3,17,3,1,17,234,231,3,2,0,33,4,2,0,0,0,0,178,24,32,15,199,12,1,0,207,0,2,6,3,7,1.56,7,0,0,0,0,0,1,0.22,1,0,0,0,0,0,9,8,3,5,1,3,5,60,2,79,20,25.3,30,37,12,5,1,0,4,14,23,10,0,287,16,81,168,56,4,285,5,6,83.3,5,1,185,759,403,20,8,1,5,4,188,175,93.1,7,9,404,45,11.8,4.5,5,69,1,4,15,18,1.11,3,7,-4,-0.89,-0.95,3,7.6,-4.6,-1.03,-1.19,0,6,8,0,2,8,0,0,0,61,7,12,36.8
2022,Brighton,Premier League,Yves Bissouma,MLI,MF,24,1996,26,25,2111,23.5,1,2,1,0,0,10,0,0.04,0.09,0.13,0.04,0.13,0.9,0.9,0.8,1.7,0.04,0.03,0.07,0.04,0.07,https://fbref.com/en/players/6c203af0/Yves-Bissouma,Yves Bissouma,https://www.transfermarkt.com/yves-bissouma/profil/spieler/410425,Central Midfield,23.5,1,21,5,23.8,0.9,0.21,0.05,0.2,24,1,0,0,0.04,0.1,0.1,https://fbref.com/en/players/6c203af0/Yves-Bissouma,1061,1183,89.7,19784,3639,456,499,91.4,452,486,93,139,170,81.8,0.8,1.2,8,70,12,0,52,1183,1161,22,20,1,159,28,5,0,0,0,0,1003,87,93,123,1003,33,2,7,1061,2,7,30,16,24,1.02,16,0,4,1,2,1,4,0.17,3,0,0,0,1,0,73,50,36,34,3,18,33,54.5,15,415,149,35.9,166,201,48,43,5,0,38,55,128,51,0,1484,100,432,870,304,16,1464,31,44,70.5,31,1,1024,5868,2771,102,41,4,28,30,1024,971,94.8,15,26,2111,81,61.7,23.5,25,83,18,1,27,4,1.54,27,28,-1,-0.04,0.03,29,28.3,0.8,0.03,0.06,0,34,29,0,5,50,0,1,0,251,21,17,55.3
2022,Brighton,Premier League,Dan Burn,ENG,DF,29,1992,13,12,1022,11.4,1,0,1,0,0,4,0,0.09,0,0.09,0.09,0.09,1.3,1.3,0,1.3,0.11,0,0.12,0.11,0.12,https://fbref.com/en/players/b2d31e83/Dan-Burn,Dan Burn,https://www.transfermarkt.com/dan-burn/profil/spieler/134270,Centre-Back,11.4,1,7,3,42.9,0.62,0.26,0.14,0.33,7.4,0,0,0,0.18,-0.3,-0.3,https://fbref.com/en/players/b2d31e83/Dan-Burn,507,623,81.4,11085,2931,124,151,82.1,276,312,88.5,100,145,69,0,0,1,43,2,0,36,623,604,19,12,1,55,13,1,0,0,0,0,463,47,113,497,59,38,6,2,507,2,11,16,9,5,0.44,4,0,0,1,0,0,0,0,0,0,0,0,0,0,24,15,12,8,4,6,18,33.3,12,141,46,32.6,61,64,16,29,12,0,17,32,56,52,2,772,101,393,361,64,12,754,1,2,50,1,0,465,2347,1210,27,9,0,6,3,518,497,95.9,2,13,1022,79,29.9,11.4,12,83,10,1,21,2,1.31,10,12,-2,-0.18,-0.18,12.4,15.5,-3.2,-0.28,-0.42,0,18,3,0,1,15,0,0,0,100,40,20,66.7
