Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,MP_Playing,Starts_Playing,Min_Playing,Mins_Per_90_Playing,Gls,Ast,G_minus_PK,PK,PKatt,CrdY,CrdR,Gls_Per,Ast_Per,G+A_Per,G_minus_PK_Per,G+A_minus_PK_Per,xG_Expected,npxG_Expected,xA_Expected,npxG+xA_Expected,xG_Per,xA_Per,xG+xA_Per,npxG_Per,npxG+xA_Per,UrlFBref,PlayerFBref,UrlTmarkt,TmPos,Mins_Per_90,Gls_Standard,Sh_Standard,SoT_Standard,SoT_percent_Standard,Sh_per_90_Standard,SoT_per_90_Standard,G_per_Sh_Standard,G_per_SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,npxG_per_Sh_Expected,G_minus_xG_Expected,np:G_minus_xG_Expected,Url,Cmp_Total,Att_Total,Cmp_percent_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp_percent_Short,Cmp_Medium,Att_Medium,Cmp_percent_Medium,Cmp_Long,Att_Long,Cmp_percent_Long,xA,A_minus_xA,KP,Final_Third,PPA,CrsPA,Prog,Att,Live_Pass,Dead_Pass,FK_Pass,TB_Pass,Press_Pass,Sw_Pass,Crs_Pass,CK_Pass,In_Corner,Out_Corner,Str_Corner,Ground_Height,Low_Height,High_Height,Left_Body,Right_Body,Head_Body,TI_Body,Other_Body,Cmp_Outcomes,Off_Outcomes,Out_Outcomes,Int_Outcomes,Blocks_Outcomes,SCA_SCA,SCA90_SCA,PassLive_SCA,PassDead_SCA,Drib_SCA,Sh_SCA,Fld_SCA,Def_SCA,GCA_GCA,GCA90_GCA,PassLive_GCA,PassDead_GCA,Drib_GCA,Sh_GCA,Fld_GCA,Def_GCA,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Vs,Att_Vs,Tkl_percent_Vs,Past_Vs,Press_Pressures,Succ_Pressures,_percent_Pressures,Def 3rd_Pressures,Mid 3rd_Pressures,Att 3rd_Pressures,Blocks_Blocks,Sh_Blocks,ShSv_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Succ_Dribbles,Att_Dribbles,Succ_percent_Dribbles,#Pl_Dribbles,Megs_Dribbles,Carries_Carries,TotDist_Carries,PrgDist_Carries,Prog_Carries,Final_Third_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Targ_Receiving,Rec_Receiving,Rec_percent_Receiving,Prog_Receiving,MP_Playing.Time,Min_Playing.Time,Mn_per_MP_Playing.Time,Min_percent_Playing.Time,Mins_Per_90_Playing.Time,Starts_Starts,Mn_per_Start_Starts,Compl_Starts,Subs_Subs,Mn_per_Sub_Subs,unSub_Subs,PPM_Team.Success,onG_Team.Success,onGA_Team.Success,plus_per__minus__Team.Success,plus_per__minus_90_Team.Success,On_minus_Off_Team.Success,onxG_Team.Success..xG.,onxGA_Team.Success..xG,xGplus_per__minus__Team.Success..xG,xGplus_per__minus_90_Team.Success..xG,On_minus_Off_Team.Success..xG,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,Won_Aerial,Lost_Aerial,Won_percent_Aerial
2022,Arsenal,Premier League,Pierre-Emerick Aubameyang,GAB,FW,32,1989,14,12,1037,11.5,4,1,4,0,2,3,0,0.35,0.09,0.43,0.35,0.43,5.8,4.1,0.8,5,0.5,0.07,0.57,0.36,0.43,https://fbref.com/en/players/d5dd5f1f/Pierre-Emerick-Aubameyang,Pierre-Emerick Aubameyang,https://www.transfermarkt.com/pierre-emerick-aubameyang/profil/spieler/58864,Centre-Forward,11.5,4,33,16,48.5,2.86,1.39,0.12,0.25,14.2,0,0,2,0.13,-1.8,-0.1,https://fbref.com/en/players/d5dd5f1f/Pierre-Emerick-Aubameyang,145,205,70.7,2016,383,94,117,80.3,40,62,64.5,8,14,57.1,0.8,0.2,9,4,10,1,13,205,198,7,0,1,62,3,9,0,0,0,0,120,47,38,27,151,8,1,1,145,1,2,8,11,23,2,14,0,1,5,3,0,3,0.26,2,0,0,1,0,0,12,7,5,5,2,2,6,33.3,4,201,53,26.4,23,78,100,19,3,0,16,1,13,3,0,322,5,34,141,167,55,313,2,6,33.3,3,0,169,1024,600,29,11,9,20,5,443,225,50.8,56,14,1037,74,30.3,11.5,12,83,7,2,18,0,1.64,17,16,1,0.09,-0.37,16.3,16.9,-0.6,-0.05,-0.56,0,18,12,10,9,7,0,0,0,38,28,32,46.7
2022,Arsenal,Premier League,Folarin Balogun,ENG,FW,20,2001,2,1,70,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0.35,0,0.35,0.35,0.35,https://fbref.com/en/players/31822f8c/Folarin-Balogun,Folarin Balogun,https://www.transfermarkt.com/folarin-balogun/profil/spieler/503770,Centre-Forward,0.8,0,3,0,0,3.86,0,0,NA,14,0,0,0,0.09,-0.3,-0.3,https://fbref.com/en/players/31822f8c/Folarin-Balogun,4,8,50,60,6,2,4,50,2,3,66.7,0,1,0,0,0,0,0,0,0,0,8,8,0,0,0,3,0,0,0,0,0,0,4,3,1,1,6,1,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,21,5,23.8,2,2,17,1,0,0,1,0,0,1,0,23,1,3,10,12,6,23,0,2,0,0,0,16,50,16,1,0,1,4,2,34,17,50,7,2,70,35,2,0.8,1,58,0,1,12,0,0,0,1,-1,-1.29,-1.66,0.4,1,-0.6,-0.74,-1.1,0,0,1,1,0,0,0,0,0,3,1,2,33.3
2022,Arsenal,Premier League,Calum Chambers,ENG,DF,26,1995,2,2,170,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.05,0.03,0.07,0.05,0.07,https://fbref.com/en/players/dc6f5bdd/Calum-Chambers,Calum Chambers,https://www.transfermarkt.com/calum-chambers/profil/spieler/215118,Right-Back,1.9,0,2,0,0,1.06,0,0,NA,20.3,0,0,0,0.04,-0.1,-0.1,https://fbref.com/en/players/dc6f5bdd/Calum-Chambers,81,98,82.7,1499,490,35,38,92.1,36,42,85.7,10,17,58.8,0.1,-0.1,1,5,1,1,9,98,83,15,4,0,10,1,2,0,0,0,0,60,22,16,4,76,4,11,1,81,0,3,4,1,1,0.53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,3,33.3,2,24,5,20.8,18,5,1,11,3,0,8,3,5,7,1,122,17,49,61,17,1,108,0,0,NA,0,0,71,239,106,4,2,0,1,2,73,71,97.3,0,2,170,85,5,1.9,2,85,1,0,NA,4,0,0,7,-7,-3.71,-4.26,1,5.1,-4.2,-2.22,-2.69,0,1,1,0,2,1,0,0,0,14,3,2,60
2022,Arsenal,Premier League,Gabriel Dos Santos,BRA,DF,23,1997,35,35,3063,34,5,0,5,0,0,8,1,0.15,0,0.15,0.15,0.15,2.7,2.7,0.8,3.5,0.08,0.02,0.1,0.08,0.1,https://fbref.com/en/players/67ac5bb8/Gabriel-Dos-Santos,Gabriel Dos Santos,https://www.transfermarkt.com/gabriel/profil/spieler/435338,Centre-Back,34,5,30,12,40,0.88,0.35,0.17,0.42,11,0,0,0,0.09,2.3,2.3,https://fbref.com/en/players/67ac5bb8/Gabriel-Dos-Santos,1796,2002,89.7,37056,10032,535,565,94.7,1002,1054,95.1,239,350,68.3,0.8,-0.8,8,111,1,0,83,2002,1943,59,36,1,178,38,4,0,0,0,0,1652,136,214,1748,144,65,4,10,1796,6,29,25,13,22,0.65,20,0,0,1,0,1,1,0.03,1,0,0,0,0,0,57,37,39,14,4,23,35,65.7,12,222,86,38.7,131,77,14,49,28,0,21,39,96,117,3,2300,370,1195,1174,107,42,2248,3,3,100,3,0,1610,9846,5517,144,24,0,8,3,1745,1705,97.7,8,35,3063,88,89.6,34,35,88,31,0,NA,0,1.97,61,37,24,0.71,3.48,57.5,36.7,20.8,0.61,2.63,1,24,43,1,4,37,0,0,0,250,68,38,64.2
2022,Arsenal,Premier League,Mohamed Elneny,EGY,MF,29,1992,14,8,806,9,0,2,0,0,0,1,0,0,0.22,0.22,0,0.22,0.2,0.2,0.6,0.7,0.02,0.06,0.08,0.02,0.08,https://fbref.com/en/players/47a34c4f/Mohamed-Elneny,Mohamed Elneny,https://www.transfermarkt.com/mohamed-elneny/profil/spieler/160438,Defensive Midfield,9,0,8,2,25,0.89,0.22,0,0,25.7,0,0,0,0.02,-0.2,-0.2,https://fbref.com/en/players/47a34c4f/Mohamed-Elneny,518,554,93.5,9189,2002,230,244,94.3,226,232,97.4,53,60,88.3,0.6,1.4,9,53,2,0,24,554,538,16,15,1,59,4,0,0,0,0,0,460,46,48,27,498,21,0,0,518,0,1,12,3,13,1.45,13,0,0,0,0,0,2,0.22,2,0,0,0,0,0,17,9,10,6,1,3,7,42.9,4,108,38,35.2,49,50,9,9,1,0,8,18,35,12,0,625,40,166,395,105,4,610,0,1,0,0,0,426,1844,791,24,3,1,4,2,473,455,96.2,4,14,806,58,23.6,9,8,90,8,6,14,19,1.71,20,17,3,0.33,-0.01,15.8,14.5,1.2,0.14,-0.26,0,5,7,0,0,9,0,0,0,94,11,11,50
2022,Arsenal,Premier League,Rob Holding,ENG,DF,25,1995,15,9,845,9.4,1,0,1,0,0,4,1,0.11,0,0.11,0.11,0.11,0.3,0.3,0,0.3,0.03,0,0.03,0.03,0.03,https://fbref.com/en/players/d79a8c87/Rob-Holding,Rob Holding,https://www.transfermarkt.com/rob-holding/profil/spieler/253341,Centre-Back,9.4,1,4,1,25,0.43,0.11,0.25,1,6.8,0,0,0,0.07,0.7,0.7,https://fbref.com/en/players/d79a8c87/Rob-Holding,418,474,88.2,8635,2113,118,129,91.5,239,253,94.5,57,84,67.9,0,0,0,17,0,0,14,474,458,16,7,0,62,10,0,0,0,0,0,372,34,68,59,374,22,7,1,418,0,9,7,5,3,0.32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,10,1,1,5,8,62.5,3,62,19,30.6,35,23,4,25,18,0,7,15,27,50,0,579,94,298,289,19,6,564,1,3,33.3,1,0,350,1599,783,16,2,0,1,3,373,364,97.6,0,15,845,56,24.7,9.4,9,84,8,6,16,21,2.07,18,14,4,0.43,0.11,13.9,12.6,1.4,0.14,-0.25,1,9,4,0,0,7,0,0,0,88,28,21,57.1
2022,Arsenal,Premier League,Sead Kolašinac,BIH,DF,28,1993,2,1,91,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/3935e52e/Sead-Kolasinac,Sead Kolašinac,https://www.transfermarkt.com/sead-kolasinac/profil/spieler/94005,Left-Back,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,https://fbref.com/en/players/3935e52e/Sead-Kolasinac,10,13,76.9,167,64,4,4,100,5,8,62.5,1,1,100,0,0,0,1,0,0,0,13,11,2,0,0,0,0,0,0,0,0,0,8,2,3,8,2,1,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,NA,0,12,3,25,7,3,2,2,0,0,2,4,5,8,0,27,8,19,8,0,0,25,0,0,NA,0,0,10,30,15,0,0,0,0,0,8,7,87.5,0,2,91,46,2.7,1,1,90,1,1,1,2,1.5,0,5,-5,-4.95,-5.43,0.1,3.8,-3.7,-3.64,-4.09,0,3,0,0,0,1,0,0,0,2,2,1,66.7
2022,Arsenal,Premier League,Alexandre Lacazette,FRA,"FW,MF",30,1991,30,20,1782,19.8,4,7,2,2,3,0,0,0.2,0.35,0.56,0.1,0.45,7.9,5.6,1.9,7.6,0.4,0.1,0.5,0.28,0.38,https://fbref.com/en/players/9dbb75ca/Alexandre-Lacazette,Alexandre Lacazette,https://www.transfermarkt.com/alexandre-lacazette/profil/spieler/93720,Centre-Forward,19.8,4,43,12,27.9,2.17,0.61,0.05,0.17,14.8,1,2,3,0.13,-3.9,-3.6,https://fbref.com/en/players/9dbb75ca/Alexandre-Lacazette,350,456,76.8,4810,993,217,266,81.6,87,119,73.1,21,32,65.6,1.9,5.1,24,30,20,1,37,456,443,13,1,3,99,6,7,0,0,0,0,342,73,41,45,378,14,1,6,350,3,5,29,10,65,3.28,43,0,7,4,9,2,9,0.45,6,0,0,1,1,1,26,19,7,13,6,7,15,46.7,8,358,108,30.2,47,126,185,13,2,0,11,13,39,6,0,664,6,74,307,322,107,649,17,30,56.7,17,1,423,1579,847,46,13,8,43,27,788,499,63.3,129,30,1782,59,52.1,19.8,20,80,6,10,18,5,1.8,36,17,19,0.96,1.29,33.7,20.1,13.6,0.69,0.73,0,37,36,6,7,19,4,0,0,75,22,68,24.4
2022,Arsenal,Premier League,Ainsley Maitland-Niles,ENG,MF,23,1997,8,2,268,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.4,0.01,0.12,0.13,0.01,0.13,https://fbref.com/en/players/e3a5814e/Ainsley-Maitland-Niles,Ainsley Maitland-Niles,https://www.transfermarkt.com/ainsley-maitland-niles/profil/spieler/285845,Right Midfield,3,0,2,0,0,0.67,0,0,NA,26.5,0,0,0,0.02,0,0,https://fbref.com/en/players/e3a5814e/Ainsley-Maitland-Niles,105,136,77.2,1923,603,48,59,81.4,47,55,85.5,10,19,52.6,0.3,-0.3,3,12,3,0,13,136,131,5,4,0,22,2,1,0,0,0,0,99,10,27,18,104,9,1,0,105,0,4,9,2,8,2.69,5,1,0,1,0,1,0,0,0,0,0,0,0,0,7,4,4,2,1,1,4,25,3,54,17,31.5,19,25,10,5,1,0,4,3,10,4,0,171,9,47,89,41,1,166,2,7,28.6,2,0,101,422,216,10,1,0,3,5,116,108,93.1,3,8,268,34,7.8,3,2,86,1,6,16,9,2,2,4,-2,-0.67,-1.1,4.1,5.5,-1.4,-0.47,-0.87,0,5,2,0,1,4,0,0,0,37,5,4,55.6
2022,Arsenal,Premier League,Pablo Marí,ESP,DF,27,1993,2,2,180,2,0,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.1,0.4,0.15,0.05,0.21,0.15,0.21,https://fbref.com/en/players/aa54ec6f/Pablo-Mari,Pablo Marí,https://www.transfermarkt.com/pablo-mari/profil/spieler/210178,Centre-Back,2,0,1,0,0,0.5,0,0,NA,4.1,0,0,0,0.31,-0.3,-0.3,https://fbref.com/en/players/aa54ec6f/Pablo-Mari,78,86,90.7,1640,531,23,26,88.5,40,41,97.6,14,17,82.4,0.1,-0.1,1,9,0,0,8,86,85,1,1,0,8,3,0,0,0,0,0,64,7,15,60,13,11,0,0,78,0,1,1,1,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,3,1,4,8,50,4,19,4,21.1,9,8,2,6,4,0,2,6,12,11,0,114,15,55,61,7,3,113,1,1,100,1,0,59,353,190,4,1,0,0,0,66,65,98.5,2,2,180,90,5.3,2,2,90,2,0,NA,4,0,0,4,-4,-2,-2.47,1.8,4.3,-2.5,-1.26,-1.68,0,1,1,0,0,2,0,0,0,17,5,4,55.6
2022,Arsenal,Premier League,Martinelli,BRA,"FW,MF",20,2001,29,21,1860,20.7,6,6,5,1,1,3,1,0.29,0.29,0.58,0.24,0.53,7.2,6.5,3.3,9.8,0.35,0.16,0.51,0.31,0.47,https://fbref.com/en/players/48a5a5d6/Martinelli,Martinelli,https://www.transfermarkt.com/gabriel-martinelli/profil/spieler/655488,Left Winger,20.7,6,50,15,30,2.42,0.73,0.1,0.33,14.4,0,1,1,0.13,-1.2,-1.5,https://fbref.com/en/players/48a5a5d6/Martinelli,453,612,74,7430,1415,228,272,83.8,174,218,79.8,39,83,47,3.3,2.7,34,11,16,5,31,612,566,46,3,0,94,21,48,30,29,0,0,432,83,97,57,510,16,10,0,453,2,11,21,27,70,3.39,47,4,8,7,2,2,11,0.53,6,2,1,2,0,0,30,19,10,14,6,6,21,28.6,15,341,99,29,58,113,170,41,6,0,35,21,51,15,0,911,26,104,292,586,138,866,31,60,51.7,33,5,649,4513,2571,145,36,38,54,40,866,619,71.5,139,29,1860,64,54.4,20.7,21,80,9,8,21,7,1.72,34,25,9,0.44,0.2,33,22.4,10.6,0.51,0.39,1,26,25,10,48,19,0,0,0,116,30,54,35.7
2022,Arsenal,Premier League,Reiss Nelson,ENG,FW,21,1999,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.16,0.18,0.35,0.16,0.35,https://fbref.com/en/players/c5bdb6e3/Reiss-Nelson,Reiss Nelson,https://www.transfermarkt.com/reiss-nelson/profil/spieler/340325,Right Winger,0.2,0,1,0,0,4.5,0,0,NA,18,0,0,0,0.04,0,0,https://fbref.com/en/players/c5bdb6e3/Reiss-Nelson,10,11,90.9,117,17,6,6,100,3,3,100,0,0,NA,0,0,1,1,0,0,1,11,11,0,0,0,0,0,0,0,0,0,0,9,1,1,2,8,1,0,0,10,0,0,0,1,3,13.5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,0,8,2,25,2,5,1,0,0,0,0,1,2,0,0,16,0,0,7,10,2,16,0,0,NA,0,0,11,44,14,0,0,0,1,0,12,11,91.7,3,1,20,20,0.6,0.2,0,NA,0,1,20,1,0,0,1,-1,-4.5,-4.87,0.7,0.7,0.1,0.27,-0.07,0,0,0,0,0,0,0,0,0,2,0,0,NA
2022,Arsenal,Premier League,Eddie Nketiah,ENG,FW,22,1999,21,8,835,9.3,5,1,5,0,0,3,0,0.54,0.11,0.65,0.54,0.65,4.6,4.6,1.4,6.1,0.5,0.16,0.65,0.5,0.65,https://fbref.com/en/players/a53649b7/Eddie-Nketiah,Eddie Nketiah,https://www.transfermarkt.com/eddie-nketiah/profil/spieler/340324,Centre-Forward,9.3,5,28,12,42.9,3.02,1.29,0.18,0.42,14.2,0,0,0,0.17,0.4,0.4,https://fbref.com/en/players/a53649b7/Eddie-Nketiah,187,233,80.3,2928,385,96,115,83.5,76,89,85.4,9,14,64.3,1.4,-0.4,11,6,4,0,10,233,224,9,0,0,35,3,11,0,0,0,0,183,29,21,31,183,12,0,1,187,0,3,10,8,23,2.48,15,0,2,3,1,2,4,0.43,1,0,0,1,0,2,12,7,0,7,5,1,3,33.3,2,178,50,28.1,11,62,105,7,2,0,5,6,18,7,0,373,8,37,173,194,71,364,10,27,37,13,1,253,1627,857,43,23,12,34,13,422,278,65.9,71,21,835,40,24.4,9.3,8,82,4,13,14,5,1.76,18,18,0,0,-0.45,15.9,13.8,2.1,0.23,-0.14,0,21,16,5,11,7,0,0,0,43,9,42,17.6
2022,Arsenal,Premier League,Thomas Partey,GHA,MF,28,1993,24,23,2028,22.5,2,1,2,0,0,6,0,0.09,0.04,0.13,0.09,0.13,2.5,2.5,1.3,3.8,0.11,0.06,0.17,0.11,0.17,https://fbref.com/en/players/529f49ab/Thomas-Partey,Thomas Partey,https://www.transfermarkt.com/thomas-partey/profil/spieler/230784,Defensive Midfield,22.5,2,44,9,20.5,1.95,0.4,0.05,0.22,21.1,2,0,0,0.06,-0.5,-0.5,https://fbref.com/en/players/529f49ab/Thomas-Partey,1016,1183,85.9,19557,4742,420,465,90.3,422,477,88.5,158,210,75.2,1.3,-0.3,18,111,13,0,116,1183,1160,23,21,2,154,37,3,0,0,0,0,887,145,151,87,1030,41,2,5,1016,3,17,35,16,51,2.26,39,0,5,4,3,0,3,0.13,2,0,0,1,0,0,55,41,25,23,7,18,41,43.9,23,291,103,35.4,107,148,36,28,5,0,23,33,88,32,1,1425,65,395,845,284,23,1403,29,40,72.5,30,4,989,4802,2504,86,29,2,15,20,1044,996,95.4,14,24,2028,85,59.3,22.5,23,87,17,1,29,0,2.08,40,25,15,0.67,0.79,35.7,26,9.7,0.43,0.23,0,40,22,0,3,41,0,0,0,231,23,27,46
2022,Arsenal,Premier League,Nicolas Pépé,CIV,"FW,MF",26,1995,20,5,696,7.7,1,2,1,0,0,0,0,0.13,0.26,0.39,0.13,0.39,2.9,2.9,1.7,4.6,0.38,0.22,0.6,0.38,0.6,https://fbref.com/en/players/57e3f0c7/Nicolas-Pepe,Nicolas Pépé,https://www.transfermarkt.com/nicolas-pepe/profil/spieler/343052,Right Winger,7.7,1,23,7,30.4,2.97,0.91,0.04,0.14,15.2,3,0,0,0.13,-1.9,-1.9,https://fbref.com/en/players/57e3f0c7/Nicolas-Pepe,293,365,80.3,4404,1006,174,200,87,86,105,81.9,19,40,47.5,1.7,0.3,13,10,10,3,14,365,327,38,3,1,68,11,11,32,10,10,6,271,35,59,310,22,10,3,3,293,3,3,10,6,28,3.62,15,9,2,2,0,0,4,0.52,2,0,0,2,0,0,14,11,7,5,2,2,9,22.2,7,122,35,28.7,36,45,41,13,1,0,12,9,23,3,1,510,12,65,162,309,64,470,20,41,48.8,21,1,366,1642,839,60,13,10,29,24,456,355,77.9,66,20,696,35,20.4,7.7,5,90,5,15,16,15,1.9,11,9,2,0.26,-0.1,13.2,10.6,2.6,0.34,0,0,12,5,4,11,11,0,0,0,59,17,34,33.3
2022,Arsenal,Premier League,Bukayo Saka,ENG,"FW,MF",19,2001,38,36,2978,33.1,11,7,9,2,2,6,0,0.33,0.21,0.54,0.27,0.48,9.7,8.2,6.9,15.2,0.29,0.21,0.5,0.25,0.46,https://fbref.com/en/players/bc7dc64d/Bukayo-Saka,Bukayo Saka,https://www.transfermarkt.com/bukayo-saka/profil/spieler/433177,Left Midfield,33.1,11,95,29,30.5,2.87,0.88,0.09,0.31,16.9,0,2,2,0.09,1.3,0.8,https://fbref.com/en/players/bc7dc64d/Bukayo-Saka,892,1184,75.3,13502,3277,514,604,85.1,293,376,77.9,58,126,46,6.9,0.1,65,36,32,7,73,1184,1090,94,15,0,240,36,72,59,47,1,5,848,151,185,898,224,20,19,3,892,4,14,55,50,142,4.29,94,18,12,7,10,1,16,0.48,8,4,0,1,3,0,37,23,13,14,10,7,31,22.6,24,496,134,27,110,188,198,41,2,0,39,31,68,19,0,1671,31,197,607,988,229,1583,49,100,49,51,7,1212,7011,4694,262,66,61,80,63,1681,1212,72.1,233,38,2978,78,87.1,33.1,36,81,16,2,27,0,1.82,52,39,13,0.39,0.39,53.8,39.7,14,0.42,0.68,0,38,76,17,72,23,2,0,0,200,30,57,34.5
2022,Arsenal,Premier League,Albert Sambi Lokonga,BEL,MF,21,1999,19,12,1134,12.6,0,0,0,0,0,5,0,0,0,0,0,0,0.6,0.6,0.8,1.4,0.05,0.06,0.11,0.05,0.11,https://fbref.com/en/players/1b4f1169/Albert-Sambi-Lokonga,Albert Sambi Lokonga,https://www.transfermarkt.com/albert-sambi-lokonga/profil/spieler/381967,Central Midfield,12.6,0,20,8,40,1.59,0.63,0,0,25,0,0,0,0.03,-0.6,-0.6,https://fbref.com/en/players/1b4f1169/Albert-Sambi-Lokonga,719,802,89.7,13212,2841,311,336,92.6,305,327,93.3,91,123,74,0.8,-0.8,18,64,17,1,61,802,773,29,25,1,116,20,3,0,0,0,0,643,59,100,139,613,26,3,2,719,1,8,19,5,34,2.7,32,0,0,0,1,1,0,0,0,0,0,0,0,0,22,13,9,10,3,9,15,60,6,138,47,34.1,45,64,29,18,8,0,10,23,45,18,2,930,35,229,548,211,7,907,4,7,57.1,4,0,635,3861,2091,92,22,1,10,7,717,689,96.1,17,19,1134,60,33.2,12.6,12,83,9,7,20,18,1.74,11,11,0,0,-0.51,17.4,14,3.4,0.27,-0.1,0,17,17,0,3,13,0,0,0,124,21,23,47.7
2022,Arsenal,Premier League,Emile Smith Rowe,ENG,"MF,FW",21,2000,33,21,1921,21.3,10,2,10,0,0,1,0,0.47,0.09,0.56,0.47,0.56,5.8,5.8,2.2,8,0.27,0.1,0.37,0.27,0.37,https://fbref.com/en/players/17695062/Emile-Smith-Rowe,Emile Smith-Rowe,https://www.transfermarkt.com/emile-smith-rowe/profil/spieler/392765,Attacking Midfield,21.3,10,40,23,57.5,1.87,1.08,0.25,0.43,15.5,0,0,0,0.14,4.2,4.2,https://fbref.com/en/players/17695062/Emile-Smith-Rowe,691,811,85.2,10719,2112,390,429,90.9,244,268,91,41,82,50,2.2,-0.2,29,26,25,0,57,811,772,39,4,3,100,18,21,25,19,3,0,653,74,84,139,636,20,7,3,691,2,5,21,14,65,3.05,49,4,5,4,3,0,6,0.28,5,1,0,0,0,0,20,16,7,13,0,4,15,26.7,11,256,78,30.5,54,125,77,15,1,0,14,20,40,13,0,1037,21,150,481,501,69,998,32,50,64,33,0,748,4219,2657,130,54,19,37,37,928,765,82.4,98,33,1921,58,56.2,21.3,21,80,10,12,19,2,1.73,28,28,0,0,-0.78,30.3,29.6,0.7,0.03,-0.69,0,7,30,2,21,16,0,0,0,144,8,20,28.6
2022,Arsenal,Premier League,Cédric Soares,POR,DF,29,1991,21,16,1486,16.5,1,1,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12,0.5,0.5,1.4,2,0.03,0.09,0.12,0.03,0.12,https://fbref.com/en/players/839c14e1/Cedric-Soares,Cédric Soares,https://www.transfermarkt.com/cedric-soares/profil/spieler/112988,Right-Back,16.5,1,12,1,8.3,0.73,0.06,0.08,1,21.7,2,0,0,0.04,0.5,0.5,https://fbref.com/en/players/839c14e1/Cedric-Soares,874,1110,78.7,14979,4753,429,476,90.1,336,397,84.6,91,193,47.2,1.4,-0.4,18,71,26,14,51,1110,909,201,33,0,104,40,62,31,21,0,4,670,183,257,95,805,58,137,0,874,6,19,24,30,36,2.18,25,9,0,0,1,1,2,0.12,1,1,0,0,0,0,39,20,21,10,8,15,25,60,10,194,68,35.1,76,75,43,24,8,0,16,20,59,35,1,1254,53,305,606,402,15,1054,7,11,63.6,7,0,745,3422,1554,83,29,1,5,15,807,755,93.6,8,21,1486,71,43.5,16.5,16,86,12,5,24,12,1.86,22,27,-5,-0.3,-1.14,26,24.4,1.6,0.1,-0.42,0,18,9,3,62,20,0,1,0,154,22,24,47.8
2022,Arsenal,Premier League,Nuno Tavares,POR,DF,21,2000,22,13,1176,13.1,1,1,1,0,0,2,0,0.08,0.08,0.15,0.08,0.15,1.5,1.5,1,2.5,0.11,0.08,0.19,0.11,0.19,https://fbref.com/en/players/a65c844b/Nuno-Tavares,Nuno Tavares,https://www.transfermarkt.com/nuno-tavares/profil/spieler/535955,Left-Back,13.1,1,23,2,8.7,1.76,0.15,0.04,0.5,19.8,0,0,0,0.06,-0.5,-0.5,https://fbref.com/en/players/a65c844b/Nuno-Tavares,584,714,81.8,9809,2847,303,332,91.3,231,271,85.2,45,80,56.3,1,0,9,26,10,6,28,714,603,111,10,0,82,24,32,0,0,0,0,471,146,97,483,95,18,101,1,584,1,14,16,32,26,1.99,18,0,3,1,2,2,3,0.23,2,0,0,1,0,0,20,12,9,7,4,5,10,50,5,155,47,30.3,64,55,36,21,5,0,16,24,44,30,1,888,48,266,376,316,47,782,20,37,54.1,20,0,595,3254,1964,90,30,12,18,18,600,559,93.2,43,22,1176,53,34.4,13.1,13,83,10,9,11,16,1.77,25,19,6,0.46,0.18,21.3,17.4,3.9,0.3,-0.06,0,27,14,1,32,12,0,1,0,101,26,27,49.1
