Date,Squad,Home_Away,Match_Half,Minute,Shooting_Player,Outcome,Distance,Body_Part,Shot_Notes,SCA1_Player,SCA1_Event,SCA2_Player,SCA2_Event
2021-11-20,Newcastle Utd,Away,1,44,Allan Saint-Maximin,Off Target,21,Right Foot,,Jonjo Shelvey,Pass (Live),Jonjo Shelvey,Interception
2021-11-20,Newcastle Utd,Away,1,45+2,Joelinton,Saved,16,Head,,Matt Ritchie,Pass (Live),Jonjo Shelvey,Pass (Dead)
2021-11-20,Newcastle Utd,Away,2,56,Ciaran Clark,Saved,9,Head,,Matt Ritchie,Pass (Dead),Joelinton,Pass (Live)
2021-11-20,Newcastle Utd,Away,2,60,Allan Saint-Maximin,Off Target,18,Right Foot,,Joe Willock,Pass (Live),Jonjo Shelvey,Pass (Live)
2021-11-20,Newcastle Utd,Away,2,64,Joelinton,Off Target,6,Head,,Jonjo Shelvey,Pass (Dead),,
2021-11-20,Newcastle Utd,Away,2,75,Allan Saint-Maximin,Goal,10,Right Foot,Volley,Ryan Fraser,Pass (Live),Allan Saint-Maximin,Pass (Live)
2021-11-20,Newcastle Utd,Away,2,87,Allan Saint-Maximin,Blocked,29,Right Foot,,Jonjo Shelvey,Pass (Live),Sean Longstaff,Pass (Live)
2021-11-20,Newcastle Utd,Away,2,87,Callum Wilson,Wayward,15,Head,,Ryan Fraser,Pass (Live),Jonjo Shelvey,Pass (Live)
2021-11-20,Newcastle Utd,Away,2,90+1,Callum Wilson,Off Target,16,Right Foot,,Joelinton,Pass (Live),Sean Longstaff,Pass (Live)
2021-11-20,Brentford,Away,1,6,Sergi Canós,Off Target,13,Right Foot,,Bryan Mbeumo,Pass (Live),Saman Ghoddos,Pass (Live)
2021-11-20,Brentford,Away,1,11,Ivan Toney,Goal,16,Right Foot,,Sergi Canós,Pass (Live),Bryan Mbeumo,Pass (Live)
2021-11-20,Brentford,Away,1,19,Bryan Mbeumo,Woodwork,14,Left Foot,Deflected,,,,
2021-11-20,Brentford,Away,1,26,Ivan Toney,Blocked,9,Right Foot,,Rico Henry,Pass (Live),Bryan Mbeumo,Pass (Live)
2021-11-20,Brentford,Away,1,31,Rico Henry,Goal,5,Head,,Sergi Canós,Pass (Live),Vitaly Janelt,Pass (Live)
2021-11-20,Brentford,Away,1,36,Ivan Toney,Saved,25,Left Foot,Half volley,Bryan Mbeumo,Pass (Live),Saman Ghoddos,Pass (Live)
2021-11-20,Brentford,Away,1,41,Mads Roerslev,Blocked,31,Right Foot,,Christian Nørgaard,Pass (Live),Saman Ghoddos,Pass (Live)
2021-11-20,Brentford,Away,2,61,Frank Onyeka,Blocked,18,Right Foot,,Rico Henry,Pass (Live),,
2021-11-20,Brentford,Away,2,71,Sergi Canós,Off Target,22,Right Foot,Free kick,Ivan Toney,Fouled,Sergi Canós,Pass (Live)
2021-11-20,Brentford,Away,2,78,Bryan Mbeumo,Off Target,23,Left Foot,Half volley,Ivan Toney,Pass (Live),,
2021-11-20,Burnley,Home,1,11,Josh Brownhill,Off Target,27,Right Foot,Free kick,Chris Wood,Fouled,,
2021-11-20,Burnley,Home,1,19,Ben Mee,Goal,5,Head,,Ashley Westwood,Pass (Dead),Ashley Westwood,Pass (Live)
2021-11-20,Burnley,Home,1,20,Jóhann Berg Guðmundsson,Saved,10,Left Foot,Back heel,Dwight McNeil,Pass (Live),Dwight McNeil,Fouled
2021-11-20,Burnley,Home,1,27,Chris Wood,Goal,7,Head,,James Tarkowski,Pass (Live),Dwight McNeil,Pass (Dead)
2021-11-20,Burnley,Home,1,37,Ashley Westwood,Blocked,18,Right Foot,Volley,Maxwel Cornet,Pass (Live),Charlie Taylor,Pass (Live)
2021-11-20,Burnley,Home,1,38,Matthew Lowton,Saved,27,Right Foot,,Ashley Westwood,Shot,,
2021-11-20,Burnley,Home,1,39,James Tarkowski,Wayward,9,Head,,Dwight McNeil,Pass (Dead),Charlie Taylor,Fouled
2021-11-20,Burnley,Home,2,47,Jóhann Berg Guðmundsson,Off Target,21,Left Foot,Half volley,,,,
2021-11-20,Burnley,Home,2,49,Maxwel Cornet,Goal,13,Left Foot,Volley,James Tarkowski,Pass (Live),Jóhann Berg Guðmundsson,Pass (Live)
2021-11-20,Burnley,Home,2,58,Jóhann Berg Guðmundsson,Saved,18,Left Foot,,,,,
2021-11-20,Burnley,Home,2,76,James Tarkowski,Saved,12,Head,,Dwight McNeil,Pass (Live),Charlie Taylor,Pass (Live)
2021-11-20,Burnley,Home,2,79,Chris Wood,Off Target,7,Head,,Dwight McNeil,Pass (Dead),Charlie Taylor,Fouled
2021-11-20,Burnley,Home,2,88,Josh Brownhill,Saved,21,Right Foot,,,,,
2021-11-20,Burnley,Home,2,90,Jóhann Berg Guðmundsson,Blocked,23,Left Foot,Half volley,,,,
2021-11-20,Burnley,Home,2,90+3,Matěj Vydra,Saved,15,Left Foot,,Josh Brownhill,Pass (Live),,
2021-11-20,Crystal Palace,Away,1,8,Christian Benteke,Goal,15,Left Foot,Deflected,Joachim Andersen,Pass (Live),,
2021-11-20,Crystal Palace,Away,1,9,Conor Gallagher,Saved,16,Left Foot,,Christian Benteke,Pass (Live),Wilfried Zaha,Pass (Live)
2021-11-20,Crystal Palace,Away,1,20,Wilfried Zaha,Wayward,17,Left Foot,,Jordan Ayew,Pass (Live),Tyrick Mitchell,Pass (Live)
2021-11-20,Crystal Palace,Away,1,20,Christian Benteke,Off Target,6,Right Foot,,Wilfried Zaha,Shot,,
2021-11-20,Crystal Palace,Away,1,28,Christian Benteke,Off Target,12,Head,,Conor Gallagher,Pass (Live),Cheikhou Kouyaté,Pass (Live)
2021-11-20,Crystal Palace,Away,1,33,Luka Milivojević,Off Target,25,Right Foot,Free kick,Wilfried Zaha,Fouled,Christian Benteke,Pass (Live)
2021-11-20,Crystal Palace,Away,1,36,Christian Benteke,Goal,14,Right Foot,,Conor Gallagher,Pass (Live),Conor Gallagher,Dribble
2021-11-20,Crystal Palace,Away,1,38,Wilfried Zaha,Off Target,28,Right Foot,,Cheikhou Kouyaté,Pass (Live),,
2021-11-20,Crystal Palace,Away,1,41,Joachim Andersen,Saved,4,Head,,Cheikhou Kouyaté,Pass (Live),Jordan Ayew,Pass (Live)
2021-11-20,Crystal Palace,Away,1,41,Marc Guéhi,Goal,8,Right Foot,"Deflected, Half volley",Joachim Andersen,Shot,,
2021-11-20,Crystal Palace,Away,1,45,Marc Guéhi,Saved,7,Other,,,,,
2021-11-20,Crystal Palace,Away,2,54,Jordan Ayew,Blocked,19,Right Foot,,Wilfried Zaha,Pass (Live),Christian Benteke,Pass (Live)
2021-11-20,Crystal Palace,Away,2,55,Christian Benteke,Blocked,11,Head,,Luka Milivojević,Pass (Dead),Jordan Ayew,Shot
2021-11-20,Crystal Palace,Away,2,63,Michael Olise,Blocked,24,Left Foot,,Conor Gallagher,Pass (Live),Cheikhou Kouyaté,Pass (Live)
2021-11-20,Crystal Palace,Away,2,63,Wilfried Zaha,Saved to Post,18,Left Foot,Volley,,,,
2021-11-20,Crystal Palace,Away,2,71,Joel Ward,Off Target,22,Right Foot,Half volley,,,,
2021-11-20,Crystal Palace,Away,2,82,Luka Milivojević,Blocked,22,Right Foot,,Jeffrey Schlupp,Pass (Live),Wilfried Zaha,Pass (Live)
2021-11-20,Crystal Palace,Away,2,90+1,Michael Olise,Saved,20,Left Foot,,Joel Ward,Pass (Live),,
2021-11-20,Liverpool,Home,1,4,Mohamed Salah,Off Target,21,Left Foot,,Thiago Alcántara,Pass (Live),Alex Oxlade-Chamberlain,Tackle
2021-11-20,Liverpool,Home,1,13,Virgil van Dijk,Off Target,9,Head,,Kostas Tsimikas,Pass (Dead),Sadio Mané,Fouled
2021-11-20,Liverpool,Home,1,22,Alex Oxlade-Chamberlain,Blocked,20,Left Foot,,,,,
2021-11-20,Liverpool,Home,1,25,Virgil van Dijk,Blocked,9,Head,,Trent Alexander-Arnold,Pass (Dead),,
2021-11-20,Liverpool,Home,1,27,Alex Oxlade-Chamberlain,Blocked,25,Right Foot,,Sadio Mané,Pass (Live),Thiago Alcántara,Pass (Live)
2021-11-20,Liverpool,Home,1,29,Thiago Alcántara,Saved,13,Left Foot,Volley,,,,
2021-11-20,Liverpool,Home,1,29,Sadio Mané,Saved,4,Right Foot,,,,,
2021-11-20,Liverpool,Home,1,35,Mohamed Salah,Saved,7,Left Foot,,Kostas Tsimikas,Pass (Live),Sadio Mané,Pass (Live)
2021-11-20,Liverpool,Home,1,37,Trent Alexander-Arnold,Saved,17,Left Foot,,Thiago Alcántara,Pass (Live),Alex Oxlade-Chamberlain,Pass (Live)
2021-11-20,Liverpool,Home,1,37,Trent Alexander-Arnold,Blocked,26,Right Foot,Volley,Trent Alexander-Arnold,Shot,,
2021-11-20,Liverpool,Home,1,39,Sadio Mané,Goal,7,Head,,Trent Alexander-Arnold,Pass (Dead),Joël Matip,Fouled
2021-11-20,Liverpool,Home,2,50,Alex Oxlade-Chamberlain,Off Target,15,Right Foot,,Alex Oxlade-Chamberlain,Dribble,Fabinho,Pass (Live)
2021-11-20,Liverpool,Home,2,50,Mohamed Salah,Blocked,13,Left Foot,,Trent Alexander-Arnold,Pass (Live),Alex Oxlade-Chamberlain,Pass (Live)
2021-11-20,Liverpool,Home,2,52,Diogo Jota,Goal,8,Left Foot,,Diogo Jota,Dribble,Diogo Jota,Dribble
2021-11-20,Liverpool,Home,2,55,Thiago Alcántara,Blocked,11,Right Foot,,Thiago Alcántara,Tackle,,
2021-11-20,Liverpool,Home,2,57,Trent Alexander-Arnold,Blocked,16,Right Foot,,Mohamed Salah,Pass (Live),,
2021-11-20,Liverpool,Home,2,68,Diogo Jota,Saved,13,Left Foot,,Mohamed Salah,Pass (Live),Trent Alexander-Arnold,Pass (Live)
2021-11-20,Liverpool,Home,2,73,Mohamed Salah,Goal,3,Right Foot,"Open goal, Volley",Sadio Mané,Pass (Live),Diogo Jota,Pass (Live)
2021-11-20,Liverpool,Home,2,77,Takumi Minamino,Goal,3,Right Foot,Open goal,Trent Alexander-Arnold,Pass (Live),Mohamed Salah,Pass (Live)
2021-11-20,Arsenal,Away,1,17,Bukayo Saka,Blocked,7,Head,,Takehiro Tomiyasu,Pass (Live),Alexandre Lacazette,Pass (Live)
2021-11-20,Arsenal,Away,1,23,Bukayo Saka,Blocked,16,Left Foot,,Pierre-Emerick Aubameyang,Pass (Live),Alexandre Lacazette,Pass (Live)
