Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,overall,UrlFBref
2021,West Brom,Premier League,Conor Gallagher,ENG,MF,20,74,https://fbref.com/en/players/c2731c10/Conor-Gallagher
2021,West Brom,Premier League,Ainsley Maitland-Niles,ENG,MF,22,75,https://fbref.com/en/players/e3a5814e/Ainsley-Maitland-Niles
2021,West Brom,Premier League,Okay Yokuşlu,TUR,MF,26,76,https://fbref.com/en/players/e49ce451/Okay-Yokuslu
2021,West Brom,Premier League,Sam Johnstone,ENG,GK,27,77,https://fbref.com/en/players/9e5708be/Sam-Johnstone
2021,West Brom,Premier League,Semi Ajayi,NGA,DF,26,73,https://fbref.com/en/players/d6192210/Semi-Ajayi
2021,West Brom,Premier League,Karlan Grant,ENG,"FW,MF",22,72,https://fbref.com/en/players/87f7500e/Karlan-Grant
2021,West Brom,Premier League,Dara O'Shea,IRL,DF,21,71,https://fbref.com/en/players/1d042188/Dara-OShea
2021,West Brom,Premier League,Matheus Pereira,POR,"MF,FW",24,77,https://fbref.com/en/players/b04ee927/Matheus-Pereira
2021,West Brom,Premier League,Romaine Sawyers,SKN,MF,28,72,https://fbref.com/en/players/77bb1522/Romaine-Sawyers
2021,West Ham,Premier League,Saïd Benrahma,ALG,"FW,MF",24,77,https://fbref.com/en/players/5a04fd92/Said-Benrahma
2021,West Ham,Premier League,Craig Dawson,ENG,DF,30,77,https://fbref.com/en/players/3e9e06cb/Craig-Dawson
2021,West Ham,Premier League,Issa Diop,FRA,DF,23,77,https://fbref.com/en/players/a712ca2b/Issa-Diop
2021,West Ham,Premier League,Arthur Masuaku,COD,"DF,FW",26,77,https://fbref.com/en/players/57df7a11/Arthur-Masuaku
2021,West Ham,Premier League,Jarrod Bowen,ENG,"FW,MF",23,78,https://fbref.com/en/players/79c84d1c/Jarrod-Bowen
2021,West Ham,Premier League,Michail Antonio,JAM,FW,30,79,https://fbref.com/en/players/ac05f970/Michail-Antonio
2021,West Ham,Premier League,Aaron Cresswell,ENG,DF,30,79,https://fbref.com/en/players/4f974391/Aaron-Cresswell
2021,West Ham,Premier League,Pablo Fornals,ESP,"FW,MF",24,79,https://fbref.com/en/players/82927de4/Pablo-Fornals
2021,West Ham,Premier League,Jesse Lingard,ENG,"MF,FW",27,79,https://fbref.com/en/players/810e3c74/Jesse-Lingard
2021,West Ham,Premier League,Vladimír Coufal,CZE,DF,27,80,https://fbref.com/en/players/fdf3cb77/Vladimir-Coufal
2021,West Ham,Premier League,Sébastien Haller,CIV,FW,26,80,https://fbref.com/en/players/ba115a40/Sebastien-Haller
2021,West Ham,Premier League,Angelo Ogbonna,ITA,DF,32,80,https://fbref.com/en/players/74b2cd7e/Angelo-Ogbonna
2021,West Ham,Premier League,Łukasz Fabiański,POL,GK,35,82,https://fbref.com/en/players/9328b835/Lukasz-Fabianski
2021,West Ham,Premier League,Declan Rice,ENG,MF,21,82,https://fbref.com/en/players/1c7012b8/Declan-Rice
2021,West Ham,Premier League,Tomáš Souček,CZE,MF,25,82,https://fbref.com/en/players/6613c819/Tomas-Soucek
2021,West Ham,Premier League,Fabián Balbuena,PAR,DF,28,75,https://fbref.com/en/players/3626f7d9/Fabian-Balbuena
2021,Wolves,Premier League,Max Kilman,ENG,DF,23,70,https://fbref.com/en/players/d0f72bf1/Max-Kilman
2021,Wolves,Premier League,Fábio Silva,POR,FW,18,70,https://fbref.com/en/players/e7aa9d7c/Fabio-Silva
2021,Wolves,Premier League,Rayan Aït Nouri,FRA,DF,19,73,https://fbref.com/en/players/9b398aea/Rayan-Ait-Nouri
2021,Wolves,Premier League,Leander Dendoncker,BEL,"MF,DF",25,77,https://fbref.com/en/players/5a7301ae/Leander-Dendoncker
2021,Wolves,Premier League,Pedro Neto,POR,"FW,MF",20,78,https://fbref.com/en/players/7ba2eaa9/Pedro-Neto
2021,Wolves,Premier League,Daniel Podence,POR,"MF,FW",24,78,https://fbref.com/en/players/7fcc71d8/Daniel-Podence
2021,Wolves,Premier League,Romain Saïss,MAR,DF,30,78,https://fbref.com/en/players/9fbbcf39/Romain-Saiss
2021,Wolves,Premier League,Adama Traoré,ESP,FW,24,78,https://fbref.com/en/players/9a28eba4/Adama-Traore
2021,Wolves,Premier League,Willy Boly,CIV,DF,29,79,https://fbref.com/en/players/a4ac4b8f/Willy-Boly
2021,Wolves,Premier League,Conor Coady,ENG,DF,27,79,https://fbref.com/en/players/2928dca2/Conor-Coady
2021,Wolves,Premier League,João Moutinho,POR,MF,33,80,https://fbref.com/en/players/f5a00fa4/Joao-Moutinho
2021,Wolves,Premier League,Nélson Semedo,POR,DF,26,80,https://fbref.com/en/players/d04b94db/Nelson-Semedo
2021,Wolves,Premier League,Rúben Neves,POR,MF,23,82,https://fbref.com/en/players/44bfb6c5/Ruben-Neves
2021,Wolves,Premier League,Willian José,BRA,FW,28,77,https://fbref.com/en/players/d87e2cae/Willian-Jose
2021,Wolves,Premier League,Rui Patrício,POR,GK,32,82,https://fbref.com/en/players/79b0d6a0/Rui-Patricio
