Date,Squad,Match_Half,Minute,Shooting_Player,Outcome,Distance,Body_Part,Shot_Notes,SCA1_Player,SCA1_Event,SCA2_Player,SCA2_Event,45+,Home_Away,order,xG
2021-08-14,Everton,2,88,Alex Iwobi,Saved,16,Left Foot,,Richarlison,Pass (Live),Lucas Digne,Pass (Live),0,Home,6,0.4697795808315277
2021-08-14,Liverpool,1,11,Diogo Jota,Saved,9,Head,,Naby Keïta,Pass (Live),,,0,Away,7,0.22182561457157127
2021-08-14,Liverpool,1,18,Mohamed Salah,Saved,13,Right Foot,,Mohamed Salah,Dribble,Trent Alexander-Arnold,Pass (Live),0,Away,7,0.06397810578346252
2021-08-14,Liverpool,1,19,Alex Oxlade-Chamberlain,Off Target,24,Right Foot,Half volley,,,,,0,Away,7,0.013574989512562752
2021-08-14,Norwich City,1,20,Teemu Pukki,Saved,13,Right Foot,,Todd Cantwell,Pass (Live),Max Aarons,Pass (Live),0,Home,7,0.3090212047100067
2021-08-14,Norwich City,1,20,Lukas Rupp,Off Target,25,Right Foot,Half volley,,,,,0,Home,7,0.013681532815098764
2021-08-14,Liverpool,1,23,Mohamed Salah,Off Target,16,Left Foot,Volley,Sadio Mané,Pass (Live),Kostas Tsimikas,Pass (Live),0,Away,7,0.03692417964339256
2021-08-14,Norwich City,1,24,Todd Cantwell,Off Target,47,Right Foot,,,,,,0,Home,7,0.007212541066110134
2021-08-14,Liverpool,1,26,Diogo Jota,Goal,12,Right Foot,,Mohamed Salah,Pass (Live),Trent Alexander-Arnold,Pass (Live),0,Away,7,0.38510277867317205
2021-08-14,Liverpool,1,33,Sadio Mané,Blocked,12,Head,,Trent Alexander-Arnold,Pass (Live),Diogo Jota,Pass (Live),0,Away,7,0.02668266929686069
2021-08-14,Liverpool,1,33,Kostas Tsimikas,Blocked,20,Left Foot,Half volley,Mohamed Salah,Pass (Live),,,0,Away,7,0.0594579428434372
2021-08-14,Liverpool,1,34,Mohamed Salah,Blocked,18,Left Foot,Volley,,,,,0,Away,7,0.033030498772859566
2021-08-14,Liverpool,1,34,Joël Matip,Blocked,11,Left Foot,,Mohamed Salah,Shot,,,0,Away,7,0.0636034607887268
2021-08-14,Liverpool,1,35,Virgil van Dijk,Off Target,13,Right Foot,Volley,Kostas Tsimikas,Pass (Live),Trent Alexander-Arnold,Pass (Dead),0,Away,7,0.04744936898350716
2021-08-14,Norwich City,1,45,Lukas Rupp,Blocked,9,Head,,Milot Rashica,Pass (Live),Milot Rashica,Dribble,1,Home,7,0.026903538033366203
2021-08-14,Norwich City,2,47,Milot Rashica,Wayward,10,Head,,Pierre Lees-Melou,Pass (Live),Todd Cantwell,Pass (Live),0,Home,7,0.0423620380461216
2021-08-14,Liverpool,2,49,Sadio Mané,Blocked,12,Left Foot,,Trent Alexander-Arnold,Pass (Live),Naby Keïta,Pass (Live),0,Away,7,0.038525640964508064
2021-08-14,Liverpool,2,51,Alex Oxlade-Chamberlain,Wayward,24,Right Foot,Volley,,,,,0,Away,7,0.016502294689416885
2021-08-14,Liverpool,2,54,Trent Alexander-Arnold,Off Target,29,Right Foot,Free kick,Diogo Jota,Fouled,Diogo Jota,Dribble,0,Away,7,0.0469261109828949
2021-08-14,Norwich City,2,58,Ben Gibson,Blocked,8,Head,,Milot Rashica,Pass (Dead),,,0,Home,7,0.013108842074871063
2021-08-14,Norwich City,2,58,Pierre Lees-Melou,Wayward,18,Right Foot,Volley,Dimitris Giannoulis,Pass (Live),,,0,Home,7,0.03756185993552208
2021-08-14,Liverpool,2,63,Kostas Tsimikas,Saved,15,Left Foot,,Sadio Mané,Pass (Live),Roberto Firmino,Pass (Live),0,Away,7,0.10001077502965927
2021-08-14,Liverpool,2,63,Trent Alexander-Arnold,Off Target,24,Right Foot,Half volley,Sadio Mané,Pass (Live),James Milner,Pass (Live),0,Away,7,0.024322228506207463
2021-08-14,Liverpool,2,65,Sadio Mané,Blocked,18,Right Foot,,Roberto Firmino,Pass (Live),James Milner,Pass (Live),0,Away,7,0.08209937810897827
2021-08-14,Liverpool,2,65,Roberto Firmino,Goal,9,Right Foot,,Mohamed Salah,Pass (Live),Sadio Mané,Shot,0,Away,7,0.4241603016853333
2021-08-14,Norwich City,2,70,Lukas Rupp,Off Target,22,Right Foot,,Todd Cantwell,Pass (Live),,,0,Home,7,0.023354677483439442
2021-08-14,Liverpool,2,74,Mohamed Salah,Goal,17,Left Foot,,,,,,0,Away,7,0.04783206433057785
2021-08-14,Liverpool,2,80,Mohamed Salah,Off Target,16,Left Foot,,Virgil van Dijk,Pass (Live),,,0,Away,7,0.0573691837489605
2021-08-14,Norwich City,2,87,Ben Gibson,Saved,4,Left Foot,Half volley,Pierre Lees-Melou,Pass (Live),Lukas Rupp,Pass (Live),0,Home,7,0.611086905002594
2021-08-14,Norwich City,2,87,Grant Hanley,Blocked,5,Left Foot,Half volley,,,,,0,Home,7,0.13325859606266022
2021-08-14,Norwich City,2,87,Adam Idah,Saved,4,Right Foot,Half volley,Grant Hanley,Shot,,,0,Home,7,0.11366669088602065
2021-08-14,Norwich City,2,87,Max Aarons,Off Target,32,Right Foot,,Kieran Dowell,Pass (Live),,,0,Home,7,0.009880874305963516
2021-08-14,Norwich City,2,89,Josh Sargent,Off Target,19,Right Foot,,Max Aarons,Pass (Live),Pierre Lees-Melou,Pass (Live),0,Home,7,0.04587360098958016
2021-08-14,Norwich City,2,90,Lukas Rupp,Off Target,23,Left Foot,,Kieran Dowell,Pass (Live),Lukas Rupp,Pass (Live),0,Home,7,0.027757743373513225
2021-08-15,West Ham,1,2,Craig Dawson,Blocked,7,Head,,Aaron Cresswell,Pass (Dead),Saïd Benrahma,Pass (Live),0,Away,8,0.03790903091430664
2021-08-15,West Ham,1,2,Tomáš Souček,Blocked,4,Head,,Craig Dawson,Shot,,,0,Away,8,0.0446656197309494
2021-08-15,Newcastle Utd,1,5,Callum Wilson,Goal,3,Head,,Allan Saint-Maximin,Pass (Live),Jonjo Shelvey,Tackle,0,Home,8,0.7062949538230896
2021-08-15,West Ham,1,8,Michail Antonio,Blocked,26,Right Foot,,Michail Antonio,Dribble,Pablo Fornals,Pass (Live),0,Away,8,0.01307973824441433
2021-08-15,Newcastle Utd,1,10,Isaac Hayden,Blocked,26,Right Foot,,Miguel Almirón,Pass (Live),Allan Saint-Maximin,Pass (Live),0,Home,8,0.02070678398013115
2021-08-15,West Ham,1,18,Aaron Cresswell,Goal,14,Left Foot,,Pablo Fornals,Pass (Live),Saïd Benrahma,Pass (Live),0,Away,8,0.044953539967536926
2021-08-15,Newcastle Utd,1,23,Callum Wilson,Saved,11,Right Foot,Back heel,Jonjo Shelvey,Pass (Live),Isaac Hayden,Pass (Live),0,Home,8,0.12838605046272278
2021-08-15,West Ham,1,23,Jarrod Bowen,Saved,10,Left Foot,,Jarrod Bowen,Dribble,Jarrod Bowen,Dribble,0,Away,8,0.3997558653354645
2021-08-15,Newcastle Utd,1,26,Miguel Almirón,Blocked,19,Left Foot,,Allan Saint-Maximin,Pass (Live),Allan Saint-Maximin,Dribble,0,Home,8,0.0592232495546341
2021-08-15,Newcastle Utd,1,27,Ciaran Clark,Blocked,8,Head,,Matt Ritchie,Pass (Dead),Miguel Almirón,Shot,0,Home,8,0.03200259432196617
2021-08-15,Newcastle Utd,1,27,Ciaran Clark,Off Target,7,Left Foot,Half volley,Ciaran Clark,Shot,,,0,Home,8,0.1300649791955948
2021-08-15,West Ham,1,30,Tomáš Souček,Blocked,8,Head,Diving header,Declan Rice,Pass (Live),Jarrod Bowen,Pass (Dead),0,Away,8,0.04611944034695625
2021-08-15,West Ham,1,31,Saïd Benrahma,Blocked,15,Right Foot,,Pablo Fornals,Pass (Live),Aaron Cresswell,Pass (Live),0,Away,8,0.09659561514854433
2021-08-15,West Ham,1,31,Pablo Fornals,Off Target,22,Right Foot,Half volley,Saïd Benrahma,Shot,,,0,Away,8,0.035019584000110626
2021-08-15,Newcastle Utd,1,33,Ciaran Clark,Off Target,4,Head,,Matt Ritchie,Pass (Dead),,,0,Home,8,0.07043277472257614
2021-08-15,Newcastle Utd,1,35,Jacob Murphy,Off Target,30,Left Foot,,Allan Saint-Maximin,Pass (Live),Miguel Almirón,Pass (Live),0,Home,8,0.015277615748345854
2021-08-15,Newcastle Utd,1,40,Jacob Murphy,Goal,10,Head,,Matt Ritchie,Pass (Live),Miguel Almirón,Pass (Live),0,Home,8,0.10645917057991028
2021-08-15,Newcastle Utd,1,43,Callum Wilson,Blocked,19,Right Foot,,Allan Saint-Maximin,Pass (Live),Matt Ritchie,Pass (Live),0,Home,8,0.07721737772226334
2021-08-15,West Ham,1,44,Saïd Benrahma,Off Target,27,Right Foot,,Jarrod Bowen,Pass (Live),,,0,Away,8,0.023153284564614296
2021-08-15,Newcastle Utd,1,47,Emil Krafth,Off Target,14,Right Foot,Half volley,Matt Ritchie,Pass (Live),,,1,Home,8,0.054635800421237946
2021-08-15,West Ham,2,52,Aaron Cresswell,Off Target,32,Left Foot,Free kick,Saïd Benrahma,Fouled,Declan Rice,Pass (Live),0,Away,8,0.03802143782377243
2021-08-15,West Ham,2,53,Saïd Benrahma,Goal,5,Head,,Michail Antonio,Pass (Live),Jarrod Bowen,Pass (Live),0,Away,8,0.4567725360393524
2021-08-15,Newcastle Utd,2,56,Jacob Murphy,Blocked,27,Left Foot,,,,,,0,Home,8,0.012678653001785278
2021-08-15,Newcastle Utd,2,57,Miguel Almirón,Blocked,22,Left Foot,Half volley,Ciaran Clark,Pass (Live),Jacob Murphy,Pass (Live),0,Home,8,0.011805915273725986
2021-08-15,West Ham,2,62,Michail Antonio,Woodwork,3,Head,Open goal,Vladimír Coufal,Pass (Live),Pablo Fornals,Pass (Live),0,Away,8,0.3477594554424286
2021-08-15,West Ham,2,63,Michail Antonio (pen),Saved,12,Right Foot,,Pablo Fornals,Fouled,,,0,Away,8,0.7611688375473022
2021-08-15,West Ham,2,63,Tomáš Souček,Goal,6,Right Foot,,Michail Antonio,Shot,,,0,Away,8,0.6523840427398682
2021-08-15,West Ham,2,66,Jarrod Bowen,Saved,27,Left Foot,,,,,,0,Away,8,0.028549550101161007
2021-08-15,West Ham,2,66,Michail Antonio,Goal,14,Right Foot,,Saïd Benrahma,Pass (Live),Jarrod Bowen,Pass (Live),0,Away,8,0.38893893361091614
2021-08-15,Newcastle Utd,2,71,Callum Wilson,Wayward,7,Right Foot,Volley,Jacob Murphy,Pass (Live),Jacob Murphy,Dribble,0,Home,8,0.09551658481359482
2021-08-15,Newcastle Utd,2,79,Ryan Fraser,Off Target,24,Right Foot,,,,,,0,Home,8,0.017438968643546104
2021-08-15,West Ham,2,81,Pablo Fornals,Saved,20,Right Foot,,Declan Rice,Pass (Live),Tomáš Souček,Pass (Live),0,Away,8,0.04236795380711556
2021-08-15,West Ham,2,83,Tomáš Souček,Blocked,20,Left Foot,,Jarrod Bowen,Pass (Live),Declan Rice,Pass (Live),0,Away,8,0.05382486805319786
2021-08-15,Newcastle Utd,2,87,Matt Ritchie,Blocked,20,Left Foot,Volley,,,,,0,Home,8,0.039833366870880134
2021-08-15,Newcastle Utd,2,88,Federico Fernández,Wayward,10,Right Foot,Volley,,,,,0,Home,8,0.10544835776090622
2021-08-15,Manchester City,1,4,İlkay Gündoğan,Blocked,24,Right Foot,Free kick,Jack Grealish,Fouled,Raheem Sterling,Pass (Live),0,Away,9,0.060912016779184334
2021-08-15,Manchester City,1,5,Fernandinho,Off Target,7,Head,,Benjamin Mendy,Pass (Live),Jack Grealish,Pass (Live),0,Away,9,0.25605326890945435
2021-08-15,Manchester City,1,6,João Cancelo,Off Target,12,Right Foot,Half volley,João Cancelo,Dribble,,,0,Away,9,0.13088925182819364
2021-08-15,Tottenham,1,21,Steven Bergwijn,Blocked,22,Right Foot,,Pierre Højbjerg,Pass (Live),Pierre Højbjerg,Fouled,0,Home,9,0.02393140643835068
2021-08-15,Tottenham,1,24,Davinson Sánchez,Wayward,9,Head,,Son Heung-min,Pass (Dead),Dele Alli,Fouled,0,Home,9,0.054319337010383606
2021-08-15,Tottenham,1,24,Lucas Moura,Blocked,11,Right Foot,Volley,Davinson Sánchez,Shot,,,0,Home,9,0.06022073701024056
2021-08-15,Tottenham,1,28,Son Heung-min,Blocked,12,Left Foot,,Steven Bergwijn,Pass (Live),Lucas Moura,Pass (Live),0,Home,9,0.12446729093790054
2021-08-15,Manchester City,1,34,Jack Grealish,Blocked,19,Right Foot,,,,,,0,Away,9,0.040807340294122696
2021-08-15,Manchester City,1,35,Riyad Mahrez,Off Target,10,Left Foot,Half volley,Raheem Sterling,Pass (Live),İlkay Gündoğan,Pass (Live),0,Away,9,0.4742236733436585
2021-08-15,Tottenham,1,40,Son Heung-min,Blocked,19,Right Foot,,Lucas Moura,Pass (Live),Pierre Højbjerg,Pass (Live),0,Home,9,0.07552296668291092
2021-08-15,Manchester City,1,41,Riyad Mahrez,Blocked,18,Left Foot,,Fernandinho,Pass (Live),Ederson,Pass (Dead),0,Away,9,0.02530243620276451
2021-08-15,Tottenham,1,42,Son Heung-min,Off Target,22,Right Foot,Half volley,Lucas Moura,Pass (Live),Son Heung-min,Pass (Live),0,Home,9,0.01912630908191204
2021-08-15,Manchester City,1,44,Jack Grealish,Blocked,16,Right Foot,,João Cancelo,Pass (Live),Riyad Mahrez,Pass (Live),0,Away,9,0.07863467931747438
2021-08-15,Manchester City,1,44,Fernandinho,Off Target,29,Right Foot,,Jack Grealish,Shot,,,0,Away,9,0.015307190828025341
2021-08-15,Manchester City,2,48,İlkay Gündoğan,Blocked,14,Right Foot,,Jack Grealish,Pass (Live),Riyad Mahrez,Pass (Live),0,Away,9,0.11210951954126358
2021-08-15,Tottenham,2,49,Lucas Moura,Off Target,25,Right Foot,,Sergio Reguilón,Pass (Live),,,0,Home,9,0.01656834594905376
2021-08-15,Manchester City,2,49,Raheem Sterling,Saved,20,Right Foot,,Benjamin Mendy,Pass (Live),Ederson,Pass (Dead),0,Away,9,0.03247460350394249
2021-08-15,Manchester City,2,52,Fernandinho,Off Target,30,Right Foot,,Riyad Mahrez,Pass (Live),Ferrán Torres,Pass (Live),0,Away,9,0.014113952405750753
2021-08-15,Tottenham,2,54,Pierre Højbjerg,Blocked,31,Right Foot,,Lucas Moura,Pass (Live),,,0,Home,9,0.012808654457330705
2021-08-15,Tottenham,2,55,Son Heung-min,Goal,22,Left Foot,,Steven Bergwijn,Pass (Live),Lucas Moura,Pass (Live),0,Home,9,0.02782940119504929
2021-08-15,Manchester City,2,57,João Cancelo,Off Target,29,Right Foot,,Fernandinho,Pass (Live),Benjamin Mendy,Pass (Live),0,Away,9,0.016059719026088715
2021-08-15,Tottenham,2,60,Steven Bergwijn,Off Target,16,Left Foot,,,,,,0,Home,9,0.5236930251121521
2021-08-15,Manchester City,2,60,Nathan Aké,Wayward,6,Head,,Fernandinho,Pass (Live),Riyad Mahrez,Pass (Live),0,Away,9,0.04629188776016235
2021-08-15,Tottenham,2,61,Steven Bergwijn,Saved,30,Right Foot,,Sergio Reguilón,Pass (Live),Steven Bergwijn,Pass (Live),0,Home,9,0.020456060767173767
2021-08-15,Manchester City,2,70,Ferrán Torres,Off Target,5,Left Foot,Half volley,João Cancelo,Pass (Live),İlkay Gündoğan,Pass (Dead),0,Away,9,0.6131097674369812
2021-08-15,Tottenham,2,74,Lucas Moura,Blocked,11,Right Foot,Half volley,,,,,0,Home,9,0.07769915461540222
2021-08-15,Manchester City,2,75,Jack Grealish,Saved,13,Left Foot,,Gabriel Jesus,Pass (Live),Benjamin Mendy,Pass (Live),0,Away,9,0.10275715589523317
2021-08-15,Tottenham,2,79,Son Heung-min,Blocked,24,Right Foot,,Pierre Højbjerg,Pass (Dead),Lucas Moura,Fouled,0,Home,9,0.026767266914248463
2021-08-15,Manchester City,2,81,João Cancelo,Off Target,18,Head,,Kevin De Bruyne,Pass (Dead),,,0,Away,9,0.008122500032186508
2021-08-15,Manchester City,2,84,Kevin De Bruyne,Saved,24,Right Foot,,Jack Grealish,Pass (Live),Kevin De Bruyne,Pass (Live),0,Away,9,0.023583421483635902
2021-08-15,Manchester City,2,86,Ferrán Torres,Saved,10,Right Foot,,João Cancelo,Pass (Live),Ferrán Torres,Pass (Live),0,Away,9,0.056303437799215324
2021-08-21,Liverpool,1,3,Diogo Jota,Off Target,9,Head,,Trent Alexander-Arnold,Pass (Dead),Harvey Elliott,Fouled,0,Home,10,0.049428358674049384
2021-08-21,Liverpool,1,5,Jordan Henderson,Wayward,52,Right Foot,Half volley,,,,,0,Home,10,0.007873622700572014
2021-08-21,Burnley,1,17,Chris Wood,Saved,6,Head,,Dwight McNeil,Pass (Live),Ashley Barnes,Pass (Live),0,Away,10,0.0701984390616417
2021-08-21,Liverpool,1,18,Diogo Jota,Goal,9,Head,,Kostas Tsimikas,Pass (Live),Naby Keïta,Pass (Live),0,Home,10,0.3027322590351105
2021-08-21,Burnley,1,20,Dwight McNeil,Saved,18,Left Foot,,Ashley Barnes,Pass (Live),Jack Cork,Tackle,0,Away,10,0.04053888097405434
2021-08-21,Liverpool,1,22,Mohamed Salah,Saved,19,Left Foot,,Harvey Elliott,Pass (Live),Naby Keïta,Pass (Live),0,Home,10,0.08579637855291368
2021-08-21,Liverpool,1,22,Virgil van Dijk,Off Target,8,Head,,Kostas Tsimikas,Pass (Dead),Mohamed Salah,Shot,0,Home,10,0.042811814695596695
2021-08-21,Liverpool,1,31,Sadio Mané,Off Target,10,Right Foot,Volley,Trent Alexander-Arnold,Pass (Live),Naby Keïta,Pass (Live),0,Home,10,0.4174513816833496
2021-08-21,Liverpool,1,33,Diogo Jota,Blocked,22,Right Foot,,Jordan Henderson,Pass (Live),Naby Keïta,Tackle,0,Home,10,0.05284685268998146
2021-08-21,Liverpool,1,39,Naby Keïta,Off Target,28,Right Foot,Volley,Harvey Elliott,Pass (Live),Diogo Jota,Pass (Live),0,Home,10,0.020794957876205444
2021-08-21,Liverpool,1,42,Harvey Elliott,Wayward,13,Left Foot,,Sadio Mané,Pass (Live),Diogo Jota,Pass (Live),0,Home,10,0.10480497777462006
2021-08-21,Liverpool,1,42,Mohamed Salah,Blocked,18,Left Foot,,,,,,0,Home,10,0.0738697424530983
2021-08-21,Burnley,1,45,James Tarkowski,Off Target,17,Head,,Matthew Lowton,Pass (Dead),Chris Wood,Fouled,1,Away,10,0.024505414068698883
2021-08-21,Liverpool,2,56,Sadio Mané,Saved,14,Right Foot,,Diogo Jota,Pass (Live),Trent Alexander-Arnold,Pass (Live),0,Home,10,0.12375142425298692
2021-08-21,Liverpool,2,58,Virgil van Dijk,Blocked,13,Right Foot,Volley,Trent Alexander-Arnold,Pass (Dead),,,0,Home,10,0.0524190329015255
2021-08-21,Liverpool,2,60,Mohamed Salah,Blocked,12,Left Foot,,Mohamed Salah,Dribble,Harvey Elliott,Pass (Live),0,Home,10,0.11529171466827393
2021-08-21,Liverpool,2,60,Joël Matip,Wayward,8,Head,,Kostas Tsimikas,Pass (Dead),,,0,Home,10,0.012959596700966358
2021-08-21,Liverpool,2,60,Sadio Mané,Blocked,17,Right Foot,Volley,Joël Matip,Shot,,,0,Home,10,0.06856390088796616
2021-08-21,Liverpool,2,62,Sadio Mané,Saved,15,Left Foot,,Kostas Tsimikas,Pass (Live),Trent Alexander-Arnold,Pass (Live),0,Home,10,0.11176835745573044
2021-08-21,Liverpool,2,64,Harvey Elliott,Blocked,14,Right Foot,,Mohamed Salah,Pass (Live),,,0,Home,10,0.06168664619326592
2021-08-21,Liverpool,2,65,Sadio Mané,Saved,7,Head,,Trent Alexander-Arnold,Pass (Live),Trent Alexander-Arnold,Dribble,0,Home,10,0.06751500070095062
2021-08-21,Burnley,2,68,James Tarkowski,Off Target,14,Head,,Jóhann Berg Guðmundsson,Pass (Live),Matthew Lowton,Pass (Dead),0,Away,10,0.030488099902868267
2021-08-21,Liverpool,2,69,Sadio Mané,Goal,13,Right Foot,Half volley,Trent Alexander-Arnold,Pass (Live),Harvey Elliott,Pass (Live),0,Home,10,0.3623221218585968
2021-08-21,Liverpool,2,73,Virgil van Dijk,Wayward,3,Head,,Trent Alexander-Arnold,Pass (Dead),Harvey Elliott,Fouled,0,Home,10,0.08342043310403824
2021-08-21,Liverpool,2,73,Joël Matip,Blocked,4,Head,,Virgil van Dijk,Shot,,,0,Home,10,0.13450637459754944
2021-08-21,Liverpool,2,74,Joël Matip,Off Target,8,Head,,Kostas Tsimikas,Pass (Live),Jordan Henderson,Pass (Live),0,Home,10,0.040737036615610116
2021-08-21,Liverpool,2,75,Mohamed Salah,Off Target,21,Left Foot,,Mohamed Salah,Dribble,Harvey Elliott,Pass (Live),0,Home,10,0.04938498139381409
2021-08-21,Liverpool,2,84,Trent Alexander-Arnold,Saved,20,Right Foot,,Mohamed Salah,Pass (Live),,,0,Home,10,0.04983004927635193
2021-08-21,Burnley,2,85,Dwight McNeil,Off Target,25,Left Foot,,Ashley Barnes,Pass (Live),Josh Brownhill,Pass (Live),0,Away,10,0.02285950444638729
2021-08-21,Liverpool,2,86,Thiago Alcántara,Blocked,22,Right Foot,,Roberto Firmino,Pass (Live),Mohamed Salah,Pass (Live),0,Home,10,0.033081188797950745
2021-08-21,Liverpool,2,87,Mohamed Salah,Off Target,21,Left Foot,,Trent Alexander-Arnold,Pass (Live),Roberto Firmino,Pass (Live),0,Home,10,0.026315752416849136
2021-08-21,Liverpool,2,91,Roberto Firmino,Saved,18,Left Foot,Half volley,Sadio Mané,Pass (Live),Thiago Alcántara,Pass (Live),0,Home,10,0.0883711725473404
2021-08-21,Burnley,2,92,Jay Rodriguez,Blocked,12,Left Foot,,Ashley Barnes,Pass (Live),Jack Cork,Pass (Live),0,Away,10,0.09204337000846864
2021-08-21,Burnley,2,93,Ben Mee,Off Target,9,Head,,Josh Brownhill,Pass (Dead),Jay Rodriguez,Shot,0,Away,10,0.07356458157300949
2021-08-21,Burnley,2,95,Ashley Barnes,Saved,11,Right Foot,,Jay Rodriguez,Pass (Live),,,0,Away,10,0.3167576789855957
2021-08-21,Burnley,2,95,Jack Cork,Off Target,24,Right Foot,,Ashley Barnes,Shot,,,0,Away,10,0.019508162513375282
2021-08-21,Aston Villa,1,4,Anwar El Ghazi,Off Target,19,Right Foot,,John McGinn,Pass (Live),Emi Buendía,Pass (Live),0,Home,11,0.032396364957094186
2021-08-21,Newcastle Utd,1,5,Callum Wilson,Off Target,19,Right Foot,,Federico Fernández,Pass (Live),Matt Ritchie,Pass (Live),0,Away,11,0.2842389643192291
2021-08-21,Newcastle Utd,1,14,Jamaal Lascelles,Wayward,8,Head,,Matt Ritchie,Pass (Dead),,,0,Away,11,0.020486868917942047
2021-08-21,Aston Villa,1,15,John McGinn,Off Target,25,Left Foot,,Emi Buendía,Pass (Live),Anwar El Ghazi,Pass (Live),0,Home,11,0.02169208973646164
2021-08-21,Aston Villa,1,29,Matty Cash,Off Target,21,Right Foot,Half volley,,,,,0,Home,11,0.058942843228578574
2021-08-21,Aston Villa,1,34,Douglas Luiz,Off Target,22,Right Foot,,Emi Buendía,Pass (Live),Ezri Konsa,Pass (Live),0,Home,11,0.01995700784027576
2021-08-21,Newcastle Utd,1,46,Federico Fernández,Off Target,11,Head,,Matt Ritchie,Pass (Dead),Joe Willock,Fouled,1,Away,11,0.054715145379304886
2021-08-21,Aston Villa,1,48,Danny Ings,Goal,11,Right Foot,Overhead kick,Tyrone Mings,Pass (Live),Matty Cash,Pass (Dead),1,Home,11,0.08797865360975267
2021-08-21,Aston Villa,2,58,Tyrone Mings,Blocked,6,Head,,Ezri Konsa,Pass (Live),John McGinn,Pass (Dead),0,Home,11,0.13452298939228058
2021-08-21,Aston Villa,2,62,Anwar El Ghazi (pen),Goal,12,Right Foot,,Tyrone Mings,Shot,,,0,Home,11,0.7611688375473022
2021-08-21,Newcastle Utd,2,65,Matt Ritchie,Off Target,21,Left Foot,,Callum Wilson,Pass (Live),Matt Ritchie,Pass (Live),0,Away,11,0.029253879562020305
2021-08-21,Newcastle Utd,2,71,Callum Wilson,Off Target,8,Head,,Matt Ritchie,Pass (Dead),Fabian Schär,Pass (Live),0,Away,11,0.029812306165695187
2021-08-21,Newcastle Utd,2,73,Allan Saint-Maximin,Blocked,30,Right Foot,,Joe Willock,Pass (Live),Sean Longstaff,Pass (Live),0,Away,11,0.013693833723664284
2021-08-21,Aston Villa,2,74,Jacob Ramsey,Off Target,24,Left Foot,,Emi Buendía,Pass (Live),John McGinn,Pass (Live),0,Home,11,0.0198003388941288
2021-08-21,Aston Villa,2,79,Danny Ings,Off Target,6,Head,,John McGinn,Pass (Dead),Matty Cash,Pass (Live),0,Home,11,0.0274374820291996
2021-08-21,Aston Villa,2,92,Anwar El Ghazi,Off Target,22,Right Foot,,John McGinn,Pass (Dead),Jaden Philogene Bidace,Fouled,0,Home,11,0.02036348916590213
2021-08-21,Newcastle Utd,2,93,Ryan Fraser,Off Target,15,Right Foot,,Miguel Almirón,Pass (Live),Joelinton,Pass (Live),0,Away,11,0.09130296856164932
2021-08-21,Newcastle Utd,2,94,Callum Wilson,Off Target,14,Left Foot,Half volley,Matt Ritchie,Pass (Live),,,0,Away,11,0.05853452906012535
2021-08-21,Newcastle Utd,2,97,Joelinton,Saved,8,Head,,Matt Ritchie,Pass (Dead),,,0,Away,11,0.049591846764087684
2021-08-21,Manchester City,1,2,Rodri,Wayward,25,Right Foot,Half volley,,,,,0,Home,12,0.01795593835413456
2021-08-21,Manchester City,1,11,Ferrán Torres,Blocked,24,Right Foot,,Jack Grealish,Pass (Live),João Cancelo,Pass (Live),0,Home,12,0.039453878998756416
2021-08-21,Manchester City,1,22,Jack Grealish,Goal,5,Other,Open goal,Gabriel Jesus,Pass (Live),Kyle Walker,Pass (Live),0,Home,12,0.5988782048225403
2021-08-21,Manchester City,1,27,João Cancelo,Off Target,25,Right Foot,,Aymeric Laporte,Pass (Live),Bernardo Silva,Pass (Live),0,Home,12,0.02854956313967705
2021-08-21,Manchester City,1,31,Bernardo Silva,Blocked,22,Left Foot,,İlkay Gündoğan,Pass (Live),Jack Grealish,Pass (Live),0,Home,12,0.03858072310686112
2021-08-21,Manchester City,1,46,Ferrán Torres,Blocked,19,Right Foot,,Rodri,Tackle,,,1,Home,12,0.07159344106912613
